income,debt_ratio,credit_score,loan_amount,employment_years,missed_payments,risk
78.4,0.3066,567,20.9,6.0,2,0
41.9,0.3182,696,3.1,9.3,0,0
51.6,0.0375,637,19.3,11.4,0,0
66.2,0.4704,706,13.6,9.9,0,0
55.9,0.107,732,11.5,0.0,0,0
38.2,0.4334,775,19.2,10.8,0,0
61.2,0.3726,652,14.2,7.6,0,0
63.7,0.3193,744,25.0,6.7,0,0
56.3,0.1474,721,2.5,7.6,1,0
58.3,0.2682,741,18.6,1.6,0,0
51.1,0.1935,689,11.0,8.8,2,0
77.2,0.2535,803,14.7,2.5,1,0
41.5,0.22,714,20.4,6.9,0,0
46.2,0.0054,826,9.1,8.6,0,0
55.2,0.3846,673,19.3,12.3,0,0
68.2,0.2403,765,16.3,4.7,1,0
32.5,0.1918,716,12.7,13.8,1,0
35.3,0.1828,700,14.2,11.8,0,0
24.4,0.293,758,16.8,6.3,0,0
55.5,0.1427,702,11.9,3.6,0,0
38.2,0.0,560,18.1,2.2,2,0
49.2,0.2989,536,15.8,9.1,1,0
64.9,0.3123,796,13.1,5.1,0,0
45.4,0.226,794,30.7,12.8,0,0
58.5,0.1123,833,21.3,5.3,1,0
50.5,0.2607,719,14.9,4.4,0,0
65.1,0.0743,642,19.2,8.9,0,0
62.1,0.1267,695,9.8,5.3,0,0
44.6,0.1599,721,14.5,8.0,0,0
52.5,0.3513,660,15.4,11.9,0,0
70.7,0.2065,819,8.0,8.5,0,0
60.9,0.1963,850,21.1,8.5,0,0
34.0,0.4846,749,14.0,8.8,1,0
64.8,0.2923,719,15.2,1.2,0,0
38.7,0.2907,642,13.5,9.6,1,0
76.2,0.2056,813,41.7,8.6,0,0
70.4,0.1784,725,12.7,11.6,2,0
59.3,0.0,703,1.5,10.4,0,0
57.4,0.3662,749,5.2,7.2,0,0
51.9,0.3038,685,24.1,12.1,0,0
65.2,0.2285,729,28.7,6.8,1,0
49.4,0.2335,633,12.5,9.0,0,0
58.5,0.3383,785,28.2,6.8,1,0
68.1,0.0634,714,23.9,9.8,0,0
46.6,0.1792,790,16.5,6.5,1,0
45.8,0.1136,708,15.9,14.6,0,0
37.1,0.4626,712,19.4,16.1,0,0
39.0,0.3551,647,25.0,11.5,1,0
27.6,0.0,766,21.2,14.2,0,0
65.9,0.0683,667,12.6,1.8,0,0
82.1,0.2341,691,16.6,2.3,1,0
76.4,0.1933,720,33.9,6.7,0,0
30.6,0.0911,727,20.0,8.2,2,0
65.9,0.4834,618,25.0,7.2,0,0
76.3,0.2875,706,22.3,1.4,0,0
48.1,0.307,768,20.2,12.6,1,0
56.5,0.167,697,18.9,16.6,1,0
24.9,0.3367,707,25.2,13.1,1,0
59.0,0.2043,730,23.7,12.3,1,0
39.0,0.216,712,20.1,8.9,0,0
58.0,0.3233,658,12.4,4.6,0,0
31.6,0.0545,718,21.1,8.3,0,0
63.1,0.4416,780,17.5,16.4,0,0
70.4,0.2719,657,15.5,6.6,0,0
43.3,0.4037,698,39.4,6.2,1,0
37.9,0.1209,637,5.7,12.4,0,0
22.7,0.1392,776,25.7,12.7,0,0
51.0,0.1106,714,11.1,4.6,1,0
46.3,0.28,669,19.0,7.0,0,0
31.7,0.2579,726,38.5,6.0,0,0
61.8,0.1943,648,10.3,8.3,0,0
48.3,0.1283,658,12.2,12.4,0,0
38.9,0.098,632,17.9,4.8,0,0
46.7,0.2442,656,11.2,12.4,0,0
71.1,0.1941,801,25.1,8.4,1,0
64.0,0.1677,676,13.7,17.3,0,0
53.0,0.4357,748,23.2,9.3,0,0
64.3,0.2401,670,7.4,7.6,1,0
37.6,0.4024,766,3.5,10.3,0,0
55.5,0.186,658,16.2,6.7,1,0
57.2,0.2794,722,5.5,0.8,0,0
48.0,0.2433,723,30.1,7.0,1,0
61.5,0.0463,850,5.8,7.0,0,0
43.3,0.4214,758,9.7,1.6,0,0
62.6,0.2338,684,21.3,7.7,0,0
63.3,0.3396,761,13.3,0.0,0,0
15.0,0.1598,848,5.9,6.6,1,0
72.9,0.2302,622,34.3,9.0,1,0
15.0,0.146,669,10.0,8.4,2,0
45.8,0.3983,706,16.4,6.4,0,0
70.4,0.2874,695,16.3,7.7,0,0
50.2,0.294,700,23.7,4.9,0,0
33.0,0.413,642,21.7,8.0,0,0
38.6,0.3888,804,11.4,8.2,1,0
70.4,0.3418,635,15.4,4.4,0,0
26.2,0.0794,708,16.2,9.1,0,0
71.9,0.1665,783,24.0,9.0,0,0
54.2,0.1295,718,8.7,7.3,0,0
37.1,0.3373,661,34.1,17.7,0,0
46.3,0.2705,639,11.9,7.4,1,0
39.7,0.0831,706,17.9,6.9,0,0
68.0,0.2274,675,8.7,6.3,0,0
66.0,0.0707,732,7.6,4.1,0,0
29.2,0.2436,636,11.0,10.7,0,0
48.9,0.0514,769,10.2,5.3,1,0
42.1,0.3135,727,14.7,5.7,1,0
74.4,0.2954,731,10.2,5.8,0,0
34.7,0.479,806,23.6,4.1,2,0
79.1,0.3517,694,11.7,1.0,2,0
54.5,0.1993,676,10.8,6.1,0,0
37.6,0.3482,687,14.9,11.5,0,0
44.8,0.0823,708,25.9,8.8,0,0
43.0,0.1345,715,19.7,14.2,1,0
35.9,0.29,670,17.2,11.0,0,0
56.4,0.0,599,6.5,10.1,0,0
36.6,0.2455,686,8.9,15.5,0,0
22.3,0.1276,742,7.8,7.6,1,0
49.3,0.2622,728,28.5,8.3,0,0
28.0,0.1207,792,22.2,8.0,0,0
43.7,0.3009,837,11.1,14.2,1,0
41.4,0.2523,766,13.5,8.0,1,0
41.9,0.418,803,11.4,5.4,0,0
85.0,0.2508,766,10.9,10.4,0,0
55.8,0.1578,823,21.7,4.7,1,0
58.7,0.2204,831,15.7,10.1,1,0
28.4,0.0887,777,34.6,9.7,0,0
45.2,0.2987,762,28.0,7.2,1,0
58.2,0.3208,708,28.5,10.3,1,0
39.6,0.5463,718,23.4,2.0,1,0
68.6,0.1754,700,14.6,8.7,1,0
37.0,0.2179,757,22.8,6.1,0,0
50.7,0.1809,677,15.2,19.4,0,0
46.2,0.2755,709,31.0,8.6,0,0
57.5,0.2958,579,21.2,5.6,0,0
45.4,0.2436,823,20.1,2.5,1,0
50.9,0.3804,707,19.0,13.2,1,0
51.5,0.176,747,31.9,6.6,0,0
44.0,0.3683,807,6.5,4.8,1,0
62.3,0.3146,738,32.7,9.3,0,0
58.6,0.2486,807,16.5,10.6,0,0
53.7,0.2122,645,6.8,10.5,0,0
48.5,0.5412,850,12.0,8.1,0,0
66.9,0.152,785,4.8,8.6,1,0
51.5,0.2858,733,23.2,8.9,1,0
50.4,0.16,806,9.7,9.3,0,0
56.6,0.4643,650,19.3,9.7,0,0
80.4,0.3564,703,27.1,12.4,0,0
34.9,0.1686,807,12.6,8.2,1,0
66.5,0.3115,608,15.9,4.7,0,0
26.6,0.2809,754,7.6,7.4,0,0
58.3,0.188,752,14.9,11.0,0,0
78.6,0.341,838,38.6,0.9,0,0
62.3,0.2967,625,24.2,0.9,0,0
57.6,0.2759,817,15.9,11.7,0,0
46.6,0.245,686,13.1,14.1,0,0
55.5,0.3017,693,17.7,2.9,1,0
51.2,0.2775,647,19.0,8.4,0,0
43.2,0.2571,655,14.6,6.4,0,0
50.7,0.1731,744,22.2,7.0,1,0
58.0,0.4533,653,10.4,9.2,0,0
43.5,0.1239,764,10.3,2.8,0,0
42.9,0.3013,680,21.0,3.6,0,0
34.6,0.2116,647,8.7,6.8,0,0
60.9,0.4611,688,23.8,7.4,0,0
63.2,0.1416,740,17.9,3.5,0,0
58.5,0.1618,703,3.4,11.2,0,0
69.5,0.1336,722,18.9,6.3,0,0
56.3,0.2888,762,4.5,6.3,0,0
60.9,0.0852,785,23.5,9.1,0,0
59.6,0.1926,701,16.0,7.5,0,0
53.6,0.0,657,32.8,11.3,2,0
47.0,0.2789,725,26.6,4.3,0,0
88.2,0.19,748,9.5,2.4,0,0
48.2,0.0714,632,1.8,6.8,1,0
45.0,0.3803,667,12.0,8.2,0,0
61.5,0.0931,677,8.2,3.0,1,0
58.8,0.3456,708,32.6,2.4,0,0
33.9,0.1659,674,17.9,8.7,0,0
71.8,0.4422,762,25.5,5.0,0,0
53.6,0.3399,624,15.7,2.2,1,0
38.3,0.129,625,16.6,11.9,0,0
72.8,0.14,700,17.7,5.5,0,0
64.4,0.3227,709,26.9,12.6,0,0
36.0,0.2185,633,20.5,8.1,1,0
81.7,0.2297,684,9.5,9.2,1,0
64.9,0.4027,696,31.0,7.2,0,0
54.8,0.1602,696,15.7,0.0,0,0
78.9,0.261,729,14.4,3.5,0,0
57.4,0.3646,680,1.0,7.5,0,0
54.6,0.3471,809,23.1,9.5,0,0
45.1,0.2308,749,18.8,0.8,0,0
63.7,0.2153,672,18.8,7.8,0,0
62.1,0.0413,726,14.8,3.5,1,0
55.2,0.1233,727,13.4,8.9,0,0
43.2,0.2882,793,15.0,7.9,1,0
56.9,0.2335,684,21.7,11.0,0,0
54.0,0.259,766,23.1,12.3,0,0
35.0,0.3747,723,16.2,9.8,1,0
32.9,0.1075,809,25.6,11.4,0,0
63.5,0.2217,797,17.4,6.6,0,0
16.0,0.2726,732,14.0,19.3,0,0
58.1,0.1655,704,19.6,3.1,0,0
47.8,0.4218,750,7.1,5.9,1,0
74.6,0.359,709,19.9,11.6,2,0
47.6,0.2848,821,5.7,11.0,1,0
64.9,0.4653,725,9.8,9.9,0,0
49.0,0.0701,696,1.9,10.7,1,0
56.7,0.2491,692,16.6,0.0,1,0
66.1,0.294,647,30.9,14.4,0,0
48.1,0.1403,753,17.1,7.2,1,0
69.9,0.2861,671,23.1,13.0,0,0
40.1,0.1172,786,36.8,0.0,0,0
59.4,0.3329,642,21.2,9.0,0,0
68.8,0.3769,728,11.9,5.7,0,0
64.9,0.2827,789,13.0,10.3,1,0
83.7,0.0277,591,18.0,9.3,1,0
43.5,0.134,841,12.9,9.5,0,0
34.3,0.3178,694,13.5,3.8,0,0
40.1,0.2525,728,25.9,7.8,0,0
64.9,0.0,754,26.2,7.3,1,0
62.5,0.3991,764,4.8,10.0,0,0
56.5,0.2664,736,11.5,12.0,1,0
38.2,0.1517,780,14.3,8.6,0,0
66.5,0.3694,751,22.8,2.9,1,0
36.6,0.1687,826,27.1,8.4,0,0
72.4,0.1674,751,39.6,18.4,0,0
97.9,0.293,838,14.3,14.6,2,0
60.5,0.4637,774,14.7,0.0,1,0
63.7,0.4448,612,22.7,8.3,0,0
47.6,0.2932,850,12.5,11.7,0,0
27.8,0.3055,686,16.9,7.3,2,0
46.0,0.345,810,14.7,6.2,1,0
38.6,0.0992,722,1.0,6.9,0,0
33.3,0.3273,784,19.0,10.2,0,0
80.8,0.1619,679,16.5,3.4,1,0
59.1,0.2882,758,28.2,12.8,0,0
60.7,0.2227,705,18.0,7.8,1,0
50.4,0.3101,815,8.0,4.3,0,0
52.4,0.2642,746,15.9,12.5,1,0
69.5,0.0,776,1.3,1.8,0,0
54.5,0.2715,590,8.3,5.8,0,0
63.0,0.3271,715,23.1,5.7,1,0
52.1,0.3035,745,16.0,16.6,1,0
49.9,0.2377,733,25.4,5.3,0,0
33.9,0.4471,778,2.3,0.0,1,0
25.3,0.2874,698,16.1,5.7,1,0
51.1,0.3025,723,14.2,9.8,0,0
55.8,0.3753,791,25.6,11.1,0,0
35.7,0.2935,583,23.4,17.1,2,0
54.5,0.1422,755,23.1,13.6,0,0
55.8,0.0,700,30.3,8.8,0,0
22.7,0.1927,665,15.1,4.4,1,0
41.3,0.3413,740,28.7,14.5,1,0
61.1,0.2076,794,9.6,6.5,1,0
60.8,0.3461,782,9.4,5.4,0,0
37.7,0.2678,712,24.0,6.3,0,0
57.4,0.4046,773,6.0,3.0,0,0
70.3,0.2146,772,22.6,6.1,1,0
66.7,0.3061,715,18.8,7.1,0,0
53.6,0.3107,678,26.6,10.9,0,0
48.0,0.4302,682,17.5,6.4,0,0
45.6,0.0452,770,18.4,2.9,1,0
62.0,0.195,717,22.1,1.6,0,0
57.9,0.3518,657,12.7,8.8,0,0
64.4,0.4355,619,12.4,8.3,1,0
57.0,0.2788,770,21.8,5.8,0,0
67.3,0.2149,687,17.8,6.1,0,0
56.4,0.3409,740,14.7,9.6,0,0
66.8,0.3542,794,17.3,13.6,0,0
68.1,0.2068,641,30.8,4.9,0,0
42.9,0.2896,717,14.5,8.4,1,0
27.9,0.3917,710,14.2,11.8,0,0
78.2,0.4769,743,4.3,4.9,1,0
58.8,0.3391,794,17.7,7.9,0,0
29.3,0.2553,640,23.3,7.8,0,0
44.3,0.2435,754,24.7,2.8,0,0
66.6,0.3169,782,18.9,8.7,0,0
50.8,0.2361,709,25.6,8.1,1,0
47.3,0.2728,712,23.8,10.2,2,0
76.0,0.1231,745,26.9,3.3,1,0
39.3,0.4056,741,25.9,8.0,0,0
43.0,0.1132,755,30.6,13.5,1,0
58.2,0.1981,754,16.6,16.3,1,0
60.9,0.2617,661,7.4,13.1,0,0
62.4,0.4889,779,23.3,3.3,0,0
68.7,0.1993,790,24.2,9.8,0,0
58.0,0.1701,731,30.6,6.1,0,0
62.3,0.1839,630,28.3,9.1,0,0
51.1,0.4491,713,33.6,4.9,0,0
55.9,0.0,732,23.0,1.1,0,0
56.6,0.1297,651,19.8,6.6,1,0
58.2,0.5778,698,6.9,10.9,0,0
66.6,0.3209,635,20.5,9.2,1,0
63.3,0.1173,756,13.6,9.6,2,0
55.7,0.245,730,19.7,8.9,0,0
42.9,0.2581,621,18.4,9.6,1,0
56.0,0.3515,741,21.8,10.1,1,0
54.6,0.4707,717,17.2,6.9,1,0
57.9,0.2966,751,25.5,8.3,0,0
88.1,0.1852,697,1.0,15.0,0,0
47.1,0.3445,672,19.5,8.6,2,0
61.3,0.1662,674,27.6,8.2,1,0
71.0,0.126,688,33.0,8.4,0,0
56.5,0.0388,721,23.9,7.1,0,0
90.1,0.0622,729,31.5,6.3,0,0
49.3,0.1424,709,19.4,8.8,0,0
59.9,0.1087,695,18.0,6.0,0,0
43.0,0.2876,699,22.2,7.4,1,0
49.7,0.1061,850,18.0,4.8,1,0
58.7,0.0,674,11.7,8.4,0,0
67.7,0.1247,687,13.9,10.3,0,0
59.8,0.1934,850,9.1,7.2,1,0
73.9,0.1773,745,22.2,0.0,0,0
53.6,0.4323,637,18.1,10.4,0,0
50.0,0.1764,771,15.1,8.5,0,0
95.6,0.3557,665,13.5,4.0,0,0
60.9,0.2477,775,22.0,11.1,0,0
44.2,0.2449,707,24.2,2.4,0,0
44.6,0.1498,694,9.0,12.2,1,0
40.9,0.2429,817,7.7,7.8,0,0
69.0,0.1582,754,25.6,0.0,1,0
49.5,0.2704,778,7.0,8.7,1,0
56.9,0.2217,746,22.4,6.4,0,0
54.0,0.1366,693,30.9,5.8,1,0
66.0,0.369,757,31.0,5.0,2,0
42.3,0.3012,793,23.9,7.5,0,0
38.9,0.1962,728,23.7,6.1,0,0
58.4,0.2675,828,36.0,0.6,0,0
64.0,0.2399,771,1.0,13.1,0,0
60.0,0.1459,733,14.3,7.0,1,0
42.9,0.2585,735,24.8,5.1,0,0
65.2,0.1755,728,15.3,3.5,0,0
43.8,0.1366,645,27.9,11.1,2,0
47.2,0.0553,715,17.7,2.8,0,0
40.8,0.207,733,19.1,8.5,1,0
74.5,0.318,695,15.8,5.7,2,0
64.5,0.1666,740,13.8,5.9,0,0
64.1,0.5525,721,13.6,3.6,2,0
73.7,0.3563,766,20.2,5.5,1,0
97.2,0.4065,760,11.8,8.0,1,0
29.4,0.3454,730,25.6,8.9,0,0
43.9,0.4723,638,23.2,4.9,0,0
45.8,0.1556,827,26.8,7.6,0,0
42.2,0.0,711,9.0,11.6,0,0
38.8,0.1965,715,4.4,1.3,1,0
50.5,0.317,699,18.0,8.0,1,0
36.8,0.2682,691,41.2,4.2,0,0
60.0,0.2831,813,28.1,3.8,1,0
55.8,0.4085,803,13.6,9.0,2,0
62.2,0.2958,747,21.4,5.8,1,0
62.6,0.3459,714,23.8,3.1,0,0
64.0,0.1373,757,7.1,13.3,0,0
49.4,0.1186,724,29.0,11.7,1,0
86.8,0.4437,709,16.7,0.3,0,0
58.5,0.2621,740,17.3,2.1,1,0
27.1,0.1752,694,18.2,10.4,1,0
40.0,0.1754,735,27.2,6.9,0,0
28.9,0.1721,732,12.0,14.0,0,0
55.3,0.1649,756,4.3,10.5,0,0
53.2,0.096,683,20.6,9.2,1,0
48.0,0.0699,763,1.7,3.9,1,0
85.2,0.2266,666,15.6,10.0,0,0
63.2,0.1788,686,27.5,2.9,0,0
65.9,0.3829,688,22.6,13.2,0,0
41.0,0.2852,656,26.3,9.7,0,0
40.0,0.2818,781,23.0,4.7,0,0
55.6,0.1608,662,37.3,11.2,2,0
57.6,0.2355,678,13.3,17.0,0,0
27.2,0.2933,795,21.2,7.1,0,0
52.3,0.3359,686,14.5,10.2,0,0
55.2,0.2387,709,25.7,6.3,0,0
51.8,0.3795,659,17.5,8.3,0,0
42.8,0.251,770,31.8,2.0,1,0
46.9,0.3451,771,13.8,8.0,0,0
52.3,0.1912,764,29.3,8.2,0,0
56.4,0.0325,752,22.7,15.2,1,0
64.1,0.2822,724,17.7,0.8,1,0
71.2,0.337,689,22.3,6.9,0,0
50.6,0.319,671,20.1,13.2,1,0
48.2,0.3007,797,20.8,7.0,1,0
61.6,0.2082,766,16.3,7.3,0,0
64.2,0.1532,678,12.4,4.7,0,0
48.5,0.3162,722,15.3,4.3,2,0
66.9,0.3012,702,4.5,0.7,0,0
69.7,0.1827,652,24.7,5.5,0,0
74.4,0.3831,731,8.1,4.0,0,0
81.7,0.1441,695,16.3,8.5,0,0
42.0,0.18,663,23.2,4.8,0,0
55.2,0.4464,631,24.7,6.1,1,0
55.2,0.3542,626,3.8,6.2,0,0
53.5,0.207,698,17.3,7.8,1,0
45.3,0.2845,715,21.7,5.9,1,0
32.7,0.2686,667,18.4,3.8,0,0
56.4,0.0,759,28.8,8.3,0,0
43.5,0.1412,716,11.4,12.3,0,0
56.3,0.2439,755,1.6,8.5,1,0
43.1,0.2072,709,24.5,5.6,0,0
38.5,0.2797,673,13.7,7.5,0,0
58.5,0.3855,727,3.9,0.0,0,0
57.3,0.2114,644,16.7,7.4,0,0
63.7,0.1231,752,27.8,6.4,1,0
87.8,0.289,664,7.9,4.3,0,0
59.2,0.2108,775,36.7,5.0,0,0
62.3,0.2313,700,11.3,6.4,0,0
38.8,0.215,784,18.7,12.0,0,0
35.7,0.519,653,8.2,12.4,1,0
78.7,0.0,679,18.3,4.3,0,0
41.1,0.2034,743,16.9,5.9,0,0
39.3,0.2496,790,6.1,6.0,0,0
54.4,0.1563,820,40.6,11.2,1,0
53.6,0.358,722,14.0,8.6,0,0
41.5,0.3476,830,14.0,8.4,1,0
50.4,0.2443,703,25.8,10.1,1,0
73.4,0.2175,786,32.5,5.6,0,0
42.9,0.2366,663,27.0,13.5,0,0
34.1,0.2374,745,8.4,8.0,0,0
69.1,0.2406,579,19.7,4.6,0,0
62.4,0.2274,653,2.9,7.1,1,0
45.7,0.2803,748,25.2,12.9,0,0
31.3,0.3404,641,4.9,6.3,0,0
43.8,0.1024,746,11.6,11.8,0,0
54.2,0.1239,774,18.0,5.5,0,0
72.5,0.0402,690,21.6,4.9,1,0
39.5,0.354,662,15.9,10.6,1,0
53.7,0.28,692,30.2,4.5,0,0
65.1,0.3106,662,23.8,11.3,1,0
19.3,0.0785,714,23.2,9.4,0,0
70.5,0.4642,726,8.2,4.5,0,0
37.3,0.1769,702,31.6,7.7,1,0
60.0,0.2702,820,11.6,5.8,0,0
58.7,0.3525,677,31.9,9.4,0,0
71.3,0.1316,803,34.2,15.6,0,0
63.3,0.1844,658,22.1,6.5,1,0
19.3,0.2715,724,26.3,10.1,0,0
43.2,0.5929,791,1.0,8.1,0,0
57.1,0.2861,788,16.4,8.1,0,0
52.1,0.4428,695,26.8,7.3,1,0
62.2,0.3947,753,25.4,4.6,1,0
66.8,0.2942,745,8.2,9.3,0,0
64.1,0.1313,688,15.7,6.8,0,0
51.8,0.3772,757,1.0,4.4,0,0
27.3,0.0702,832,21.3,12.1,0,0
48.2,0.4421,748,2.9,8.4,0,0
61.2,0.274,754,27.0,7.1,2,0
38.6,0.0,760,27.5,13.4,0,0
64.5,0.2091,632,14.2,0.7,1,0
68.6,0.3285,748,22.2,13.1,0,0
56.9,0.2216,659,16.3,4.5,1,0
15.0,0.3358,685,19.9,8.8,0,0
35.8,0.148,850,8.8,5.6,0,0
83.3,0.0933,705,23.0,4.3,0,0
46.8,0.2414,676,4.9,13.3,1,0
25.2,0.2538,789,3.4,15.4,1,0
73.5,0.2082,663,17.0,7.1,2,0
55.2,0.3973,693,16.3,9.3,4,0
71.6,0.148,795,20.2,8.2,0,0
59.2,0.2876,723,12.8,14.9,2,0
61.9,0.2582,626,33.1,0.0,0,0
60.4,0.0632,753,19.3,9.5,0,0
65.5,0.0917,696,19.9,5.1,1,0
89.2,0.2514,812,19.6,0.0,0,0
69.6,0.4877,684,26.0,6.6,0,0
31.3,0.3195,783,22.6,15.4,0,0
61.7,0.0429,827,21.5,5.4,1,0
72.1,0.0,669,23.9,11.2,0,0
73.0,0.338,708,3.4,12.8,0,0
48.6,0.2385,743,3.7,7.9,1,0
72.5,0.387,669,17.4,8.5,0,0
68.9,0.1443,736,16.4,1.1,0,0
93.6,0.292,707,22.6,5.1,2,0
43.7,0.3515,705,18.2,11.6,0,0
47.4,0.1963,723,22.7,8.2,2,0
50.4,0.1989,724,8.0,9.5,2,0
47.6,0.253,730,17.9,8.5,1,0
41.6,0.3151,684,7.3,16.8,0,0
15.0,0.2483,687,21.1,6.3,0,0
48.5,0.3669,713,3.0,14.4,0,0
60.5,0.1946,717,20.8,8.5,0,0
47.6,0.0906,694,6.2,14.8,0,0
84.0,0.4872,739,14.9,3.1,1,0
55.2,0.1774,611,25.2,8.7,1,0
74.4,0.1818,676,19.8,6.4,0,0
58.9,0.2421,703,4.8,8.6,0,0
67.4,0.2581,669,12.6,12.9,0,0
59.2,0.2036,818,6.0,9.5,0,0
75.5,0.2479,721,4.4,12.9,0,0
55.8,0.2452,731,18.9,5.3,0,0
62.4,0.271,691,22.5,4.7,0,0
60.5,0.0,719,21.5,8.1,0,0
50.7,0.4757,647,22.8,7.8,0,0
61.1,0.2323,710,17.9,7.3,0,0
88.5,0.3197,664,15.8,4.2,0,0
50.9,0.0846,703,9.4,12.8,0,0
61.3,0.1935,566,14.5,6.5,1,0
73.9,0.1693,652,7.4,13.7,1,0
72.1,0.4264,808,11.2,8.1,0,0
55.2,0.1797,770,18.7,10.6,0,0
19.2,0.341,799,17.1,10.2,0,0
62.8,0.1719,803,42.5,4.7,0,0
21.7,0.1957,760,7.2,9.5,0,0
77.0,0.2205,693,17.0,15.7,0,0
57.5,0.4041,658,6.6,9.0,1,0
70.0,0.0232,789,14.9,11.6,0,0
41.5,0.0921,724,15.2,10.8,1,0
31.7,0.0163,850,24.8,9.2,0,0
58.9,0.1195,698,14.4,8.7,0,0
54.5,0.1526,838,16.5,10.2,0,0
47.6,0.0563,711,14.6,11.1,2,0
56.3,0.1619,800,6.8,2.6,0,0
96.5,0.0082,822,12.8,9.0,0,0
67.5,0.1278,659,14.9,7.3,0,0
70.7,0.3941,691,18.6,6.4,0,0
67.7,0.2984,658,22.5,13.2,0,0
77.2,0.2725,646,16.1,5.1,1,0
52.1,0.1297,760,16.0,2.4,2,0
24.2,0.0657,708,4.2,11.2,2,0
52.2,0.1133,723,22.3,2.3,0,0
67.2,0.2448,753,12.4,0.3,0,0
40.5,0.3542,609,24.0,11.6,3,0
52.4,0.3583,797,28.5,8.6,1,0
44.6,0.3257,699,16.5,9.9,0,0
77.5,0.1615,752,9.8,6.2,0,0
66.2,0.2529,757,17.9,2.5,2,0
64.8,0.2114,802,20.8,3.3,0,0
64.3,0.2259,714,15.5,6.9,0,0
54.4,0.4945,593,13.5,2.9,0,0
58.0,0.0386,723,22.5,9.2,1,0
37.2,0.2218,732,22.0,6.2,0,0
22.2,0.3954,658,15.2,8.7,0,0
57.3,0.0741,729,4.8,8.6,1,0
59.9,0.1728,698,21.7,9.5,0,0
73.1,0.1865,639,11.9,10.0,0,0
78.6,0.2232,760,19.7,6.6,1,0
78.5,0.0585,686,19.2,8.7,0,0
40.0,0.3214,696,2.9,8.9,0,0
49.7,0.33,692,18.6,0.0,2,0
62.2,0.311,794,22.1,10.6,0,0
93.0,0.1456,718,23.1,8.6,0,0
77.2,0.2604,725,18.9,10.3,0,0
71.8,0.1421,694,2.2,2.9,0,0
49.2,0.2101,748,28.2,6.7,0,0
41.8,0.5084,801,21.3,3.6,0,0
66.8,0.2615,759,8.4,11.0,0,0
38.5,0.1075,761,11.7,2.4,0,0
51.4,0.2716,756,19.8,4.3,0,0
53.3,0.0878,637,23.4,10.1,1,0
78.9,0.1061,667,14.1,5.5,3,0
49.7,0.1251,708,24.6,4.3,0,0
18.4,0.1967,676,3.7,11.6,0,0
62.6,0.3624,656,9.7,11.8,0,0
44.5,0.3194,608,1.5,10.9,0,0
55.6,0.3128,639,10.8,11.4,0,0
53.7,0.1181,705,30.1,7.1,0,0
50.9,0.185,716,34.5,7.2,1,0
66.9,0.2826,672,19.9,5.4,2,0
32.0,0.1746,725,12.9,8.7,0,0
47.2,0.2166,694,16.2,5.9,0,0
65.3,0.303,785,21.8,6.3,2,0
45.8,0.2081,710,5.5,10.4,1,0
30.9,0.2771,762,13.4,12.7,2,0
65.0,0.4411,732,29.5,9.6,0,0
71.8,0.2294,636,9.6,15.2,0,0
54.3,0.3915,715,12.0,5.2,0,0
25.6,0.3171,646,18.1,0.6,0,0
65.6,0.0739,714,20.3,10.9,0,0
30.1,0.1177,675,13.0,4.9,2,0
59.6,0.15,743,18.6,6.9,0,0
41.7,0.1474,639,22.9,0.9,0,0
37.6,0.2392,721,33.7,4.4,2,0
48.4,0.3238,754,17.0,2.0,0,0
52.3,0.4006,774,17.7,6.3,0,0
45.3,0.287,674,30.2,6.4,0,0
63.8,0.1965,721,13.6,8.4,0,0
48.3,0.0001,731,7.4,13.0,0,0
69.7,0.2585,813,20.0,10.7,0,0
59.2,0.2531,631,26.6,1.5,0,0
44.5,0.272,665,20.9,10.4,0,0
42.0,0.5027,850,17.2,8.4,1,0
30.3,0.3989,704,6.4,7.6,0,0
59.4,0.3442,607,17.5,7.9,1,0
49.7,0.1346,685,27.9,8.8,0,0
19.4,0.1884,554,8.1,5.2,0,0
47.0,0.2386,734,16.0,7.3,1,0
41.5,0.157,769,14.9,12.7,0,0
78.6,0.3101,665,12.4,5.2,0,0
29.5,0.2928,692,20.0,3.9,1,0
33.4,0.1194,775,21.5,7.8,0,0
71.6,0.3936,615,21.5,3.5,0,0
75.4,0.2623,641,10.2,1.1,0,0
43.8,0.0425,706,4.8,6.6,0,0
45.5,0.2438,675,20.1,13.8,0,0
64.2,0.2837,702,14.0,7.8,0,0
20.1,0.3667,644,32.7,8.7,0,0
27.1,0.2095,733,33.1,0.0,1,0
50.8,0.3494,711,33.9,9.8,0,0
78.2,0.2725,753,10.5,8.4,2,0
48.5,0.0922,732,22.6,5.3,1,0
56.5,0.0802,732,25.0,8.7,1,0
72.0,0.3847,633,24.1,8.7,0,0
86.6,0.3935,750,15.2,3.8,1,0
46.3,0.2887,700,28.2,9.3,1,0
54.7,0.4295,710,18.0,12.8,0,0
82.3,0.3768,783,19.0,7.1,1,0
32.2,0.332,677,5.7,4.5,2,0
70.4,0.1406,801,23.2,7.3,0,0
39.7,0.4578,807,15.9,11.4,0,0
56.5,0.3144,765,21.7,3.1,0,0
51.4,0.2037,661,19.9,10.3,0,0
40.6,0.1698,589,19.4,5.3,0,0
40.3,0.2808,785,17.6,9.0,1,0
