blue_ref,red_ref,nir_ref,swir_ref,ndvi,ndwi,texture_var,thermal_bt,land_cover
0.1896,0.256,0.1581,0.4804,-0.2364,0.1699,0.03936,303.8,0
0.2609,0.2493,0.2871,0.3429,0.0705,-0.059,0.10814,310.73,0
0.4431,0.2938,0.2243,0.3974,-0.1342,0.2432,0.07428,308.39,0
0.1616,0.3276,0.2217,0.41,-0.1927,0.0491,0.14138,306.62,0
0.0359,0.0418,0.763,0.1732,0.8961,-0.9031,0.01128,296.35,1
0.04,0.0554,0.8078,0.162,0.8717,-0.8885,0.01197,291.52,1
0.2633,0.4226,0.2488,0.4049,-0.2589,0.1591,0.04914,303.13,0
0.0808,0.0434,0.3583,0.1198,0.7841,-0.7047,0.01433,292.05,1
0.0438,0.0388,0.6888,0.101,0.8935,-0.887,0.07136,290.64,1
0.2153,0.2485,0.2589,0.4841,0.0206,-0.0551,0.06931,308.91,0
0.0428,0.0375,0.3073,0.194,0.7825,-0.7688,0.02713,295.5,1
0.0385,0.0557,0.764,0.1596,0.8641,-0.8839,0.01805,293.88,1
0.1393,0.1968,0.2041,0.4507,0.0181,-0.0967,0.12037,303.1,0
0.2961,0.2676,0.1811,0.3866,-0.1928,0.2176,0.07472,300.75,1
0.2079,0.2296,0.2126,0.3086,-0.0385,0.0143,0.06972,309.49,0
0.0281,0.0576,0.7692,0.2203,0.8607,-0.8945,0.04435,287.44,1
0.0834,0.0293,0.018,0.0252,-0.2392,0.5161,0.00313,298.23,2
0.2817,0.2828,0.4055,0.5001,0.1783,-0.1792,0.05943,305.27,0
0.0368,0.0313,0.778,0.1917,0.9227,-0.9162,0.01132,291.22,1
0.1834,0.3599,0.2023,0.4098,-0.2804,0.1465,0.03984,305.86,0
0.3047,0.2514,0.2803,0.4956,0.0542,-0.0039,0.0727,304.51,1
0.2453,0.265,0.1899,0.5284,-0.1652,0.1467,0.01501,311.48,0
0.0607,0.0313,0.0133,0.0063,-0.4036,0.5513,0.00809,293.51,2
0.1789,0.1981,0.5218,0.3876,0.4495,-0.4692,0.14879,304.41,0
0.0525,0.0552,0.7741,0.2001,0.8669,-0.87,0.00506,296.45,1
0.0249,0.0533,0.7576,0.1619,0.8686,-0.9019,0.02242,296.06,1
0.1927,0.1055,0.5825,0.3863,0.6933,-0.5924,0.01907,305.87,0
0.0355,0.0739,0.7638,0.2395,0.8235,-0.8663,0.03056,299.8,0
0.1736,0.1375,0.4109,0.3604,0.4985,-0.4508,0.03916,304.82,0
0.0633,0.0473,0.8295,0.2093,0.8921,-0.875,0.04689,297.11,2
0.0441,0.0739,0.8031,0.2127,0.8314,-0.8631,0.01491,293.67,1
0.114,0.3615,0.2086,0.3322,-0.2682,0.0653,0.03768,302.69,0
0.314,0.4736,0.3129,0.4077,-0.2043,0.1145,0.11843,306.78,0
0.0698,0.0528,0.339,0.0799,0.7303,-0.6936,0.02876,296.49,1
0.0845,0.0132,0.0226,0.0119,0.261,0.368,0.00674,297.73,2
0.3149,0.2977,0.156,0.4907,-0.3123,0.3251,0.06432,310.84,0
0.1129,0.1057,0.0082,0.0085,-0.8554,0.8598,0.00509,292.31,2
0.0383,0.0429,0.7196,0.069,0.8875,-0.8932,0.01288,296.9,1
0.25,0.2044,0.169,0.474,-0.0948,0.1469,0.09033,307.51,0
0.249,0.33,0.2996,0.4193,-0.0483,-0.0171,0.05463,314.5,0
0.2495,0.3412,0.2069,0.4943,-0.2452,0.1762,0.08989,303.75,0
0.2935,0.2319,0.3007,0.3231,0.129,-0.0673,0.03599,309.07,0
0.275,0.2659,0.3062,0.3555,0.0705,-0.062,0.13131,304.46,0
0.3582,0.2842,0.2481,0.5209,-0.0679,0.1285,0.03087,299.92,0
0.2004,0.148,0.2208,0.2797,0.1973,-0.1179,0.12656,305.83,0
0.0415,0.0562,0.7015,0.1657,0.8516,-0.8697,0.02127,295.5,1
0.0534,0.0423,0.4697,0.2466,0.8349,-0.8151,0.0163,292.64,1
0.0454,0.0226,0.7652,0.1834,0.9426,-0.9149,0.02296,293.42,1
0.2668,0.2395,0.2438,0.2931,0.0088,0.0188,0.06835,293.36,0
0.108,0.0126,0.0105,0.0173,-0.0934,0.7042,0.0028,288.38,2
0.2501,0.1269,0.0248,0.0041,-0.6729,0.7674,0.00121,297.0,2
0.3461,0.1042,0.551,0.3738,0.682,-0.4199,0.05949,305.12,0
0.0398,0.0649,0.4068,0.0854,0.7248,-0.7719,0.04412,296.0,1
0.0461,0.0622,0.8213,0.1331,0.8592,-0.8763,0.02141,294.94,1
0.1613,0.3169,0.137,0.2863,-0.3964,0.2715,0.04067,309.69,0
0.0298,0.0579,0.4883,0.198,0.7881,-0.8353,0.01662,298.23,1
0.219,0.2428,0.2863,0.3284,0.0823,-0.1072,0.08974,306.66,0
0.1366,0.2711,0.2868,0.3617,0.0282,-0.1691,0.05327,312.88,0
0.0506,0.043,0.7956,0.1063,0.8974,-0.8889,0.00701,295.94,1
0.2001,0.1476,0.0441,0.0091,-0.5398,0.5951,0.00602,296.72,2
0.2377,0.3428,0.2913,0.2989,-0.0812,-0.0018,0.03805,307.82,0
0.2316,0.3651,0.2703,0.4911,-0.1492,0.0494,0.04735,300.21,0
0.2426,0.1683,0.4454,0.3224,0.4516,-0.3687,0.11962,302.22,0
0.2989,0.2985,0.2892,0.3591,-0.0158,0.0161,0.08766,302.61,0
0.0213,0.0917,0.785,0.1271,0.7909,-0.8658,0.02379,294.28,1
0.1389,0.0525,0.4309,0.2758,0.7826,-0.6365,0.10391,311.15,0
0.314,0.0623,0.4898,0.3309,0.7743,-0.4449,0.09824,302.36,0
0.0424,0.0385,0.7564,0.1354,0.9031,-0.8984,0.02557,291.92,1
0.1977,0.3277,0.2691,0.2366,-0.0982,-0.0121,0.08245,312.51,0
0.0373,0.0268,0.4932,0.1536,0.897,-0.8781,0.01547,291.27,1
0.3536,0.2395,0.2519,0.4027,0.0253,0.0813,0.0352,308.42,2
0.181,0.3517,0.322,0.424,-0.0441,-0.0946,0.04363,305.72,1
0.3386,0.246,0.2456,0.4266,-0.0006,0.0867,0.08242,309.71,0
0.0438,0.0735,0.6533,0.1616,0.7978,-0.8353,0.01472,296.47,1
0.3108,0.22,0.2601,0.3166,0.0835,0.0102,0.07552,301.79,0
0.0536,0.1068,0.6391,0.0822,0.7135,-0.777,0.01854,297.21,1
0.1015,0.397,0.1755,0.5662,-0.3868,0.1736,0.0509,303.35,2
0.0287,0.0872,0.6263,0.1751,0.7556,-0.8306,0.016,301.8,1
0.2944,0.272,0.4115,0.5643,0.2041,-0.1847,0.13347,308.82,0
0.0387,0.0514,0.7847,0.102,0.877,-0.8914,0.01042,293.09,1
0.1309,0.0929,0.0087,0.0158,-0.829,0.8559,0.0103,292.15,2
0.2187,0.1752,0.4511,0.3405,0.4405,-0.3921,0.05501,304.54,0
0.0404,0.0395,0.4329,0.1263,0.8326,-0.8309,0.01241,295.46,1
0.0433,0.0228,0.8434,0.1548,0.9473,-0.9245,0.03106,289.8,1
0.295,0.2217,0.3194,0.4303,0.1807,-0.1058,0.06174,304.02,0
0.1419,0.3217,0.163,0.4351,-0.3275,0.1743,0.15276,304.03,0
0.151,0.1842,0.0444,0.0066,-0.6118,0.5813,0.00196,292.41,2
0.0648,0.0485,0.3467,0.1515,0.7547,-0.7192,0.03699,290.67,1
0.1504,0.3263,0.2916,0.3539,-0.056,-0.1006,0.03883,307.42,0
0.1699,0.4881,0.2138,0.4941,-0.3908,0.2122,0.08237,306.3,0
0.2764,0.1769,0.0209,0.0122,-0.789,0.8314,0.00698,294.28,2
0.2126,0.3013,0.1798,0.4158,-0.2526,0.1767,0.14157,301.77,0
0.093,0.0459,0.0191,0.0072,-0.4125,0.5688,0.00557,293.88,2
0.3469,0.1881,0.2169,0.2787,0.071,0.1046,0.07614,299.88,0
0.0207,0.0637,0.7829,0.1994,0.8494,-0.8977,0.01534,296.07,1
0.028,0.0464,0.7837,0.1589,0.8882,-0.9094,0.03273,296.05,1
0.3406,0.2522,0.294,0.3509,0.0766,0.004,0.05296,306.29,0
0.4128,0.4652,0.2407,0.4407,-0.3181,0.2918,0.04536,305.36,0
0.0632,0.0342,0.6938,0.1524,0.9061,-0.8689,0.00908,297.73,1
0.3136,0.1661,0.0359,0.0023,-0.6445,0.7396,0.01225,301.62,2
0.1153,0.3071,0.2222,0.4428,-0.1603,-0.0255,0.08616,300.96,0
0.0909,0.0269,0.012,0.0023,-0.3816,0.6606,0.01746,295.97,2
0.1977,0.4309,0.247,0.4049,-0.2714,0.12,0.02314,309.03,0
0.0243,0.0289,0.7102,0.1994,0.9218,-0.9278,0.01664,299.34,1
0.0744,0.0471,0.7447,0.1114,0.8809,-0.8491,0.03741,298.18,1
0.3954,0.3377,0.284,0.4267,-0.0864,0.127,0.10546,304.62,0
0.247,0.1947,0.2068,0.3256,0.0302,0.0329,0.06878,303.83,0
0.0442,0.0582,0.7356,0.0736,0.8533,-0.8698,0.01612,299.55,1
0.0419,0.0573,0.7422,0.1186,0.8566,-0.8746,0.02873,289.69,1
0.2564,0.1294,0.4693,0.492,0.5677,-0.4174,0.07531,301.37,0
0.308,0.181,0.5896,0.3772,0.5303,-0.4138,0.0555,305.23,0
0.0483,0.0439,0.6898,0.1166,0.8804,-0.8748,0.03236,293.89,1
0.1734,0.2444,0.2054,0.3495,-0.0867,0.0084,0.05751,309.12,0
0.0337,0.0783,0.3995,0.1252,0.6722,-0.7541,0.02084,296.81,1
0.1009,0.3257,0.2281,0.3715,-0.1763,-0.0335,0.05577,307.71,0
0.2378,0.3501,0.3711,0.3967,0.029,-0.1159,0.02769,298.01,0
0.0349,0.054,0.3297,0.1287,0.7186,-0.7623,0.01431,289.64,1
0.2208,0.27,0.3177,0.3439,0.0811,-0.1283,0.05757,306.38,2
0.2406,0.1851,0.3182,0.3456,0.2645,-0.1984,0.05698,302.11,0
0.3685,0.2498,0.2479,0.3506,-0.0039,0.11,0.0454,305.83,0
0.2366,0.3519,0.39,0.2742,0.0514,-0.14,0.02163,303.92,0
0.1495,0.366,0.3136,0.4803,-0.0771,-0.0977,0.10447,305.44,0
0.3935,0.3531,0.3698,0.3922,0.0231,0.0047,0.10461,304.73,0
0.0817,0.0519,0.6971,0.1845,0.8614,-0.8251,0.0308,298.58,1
0.0457,0.0499,0.7093,0.1841,0.8684,-0.8736,0.00855,300.48,1
0.1367,0.1092,0.1814,0.4039,0.2485,-0.1922,0.02013,312.44,0
0.0453,0.0338,0.7466,0.1025,0.9133,-0.8993,0.02662,291.85,1
0.3836,0.2836,0.2377,0.3164,-0.0879,0.1678,0.06675,318.01,0
0.3035,0.1616,0.2377,0.4537,0.1906,-0.011,0.05736,304.78,0
0.2334,0.2811,0.1948,0.3858,-0.1812,0.138,0.03761,301.71,0
0.0541,0.0488,0.6626,0.1555,0.8629,-0.856,0.02064,299.94,1
0.2946,0.2432,0.6111,0.4133,0.4306,-0.3889,0.02802,305.71,0
0.2639,0.3553,0.2779,0.468,-0.1221,0.0538,0.07479,300.62,0
0.0748,0.3753,0.29,0.4557,-0.1281,-0.1263,0.06708,302.55,0
0.1747,0.1431,0.2644,0.3737,0.2977,-0.2493,0.02698,310.59,0
0.0708,0.1022,0.7834,0.0824,0.7691,-0.8011,0.03689,288.64,1
0.1104,0.2888,0.1712,0.3873,-0.2557,0.0766,0.0222,307.78,0
0.048,0.0727,0.7785,0.0977,0.8292,-0.8561,0.06835,296.46,1
0.3078,0.4395,0.2678,0.3577,-0.2427,0.165,0.06616,300.8,0
0.0391,0.0594,0.8026,0.1442,0.8623,-0.8844,0.01214,295.98,1
0.1354,0.2536,0.4763,0.4627,0.305,-0.42,0.05058,301.68,0
0.0345,0.0491,0.7797,0.1842,0.8814,-0.8982,0.01964,290.83,1
0.1588,0.2053,0.2377,0.365,0.0731,-0.1324,0.05804,303.89,0
0.1301,0.2541,0.3485,0.3763,0.1568,-0.2894,0.09511,305.8,0
0.0971,0.027,0.0131,0.012,-0.3482,0.6523,0.0021,296.05,2
0.2863,0.3484,0.2151,0.4233,-0.2367,0.1921,0.05854,301.49,0
0.1275,0.3462,0.2142,0.3528,-0.2356,0.0503,0.02663,305.25,0
0.1241,0.1882,0.2137,0.2791,0.0635,-0.1558,0.08332,303.25,0
0.0229,0.0378,0.4362,0.0877,0.8407,-0.8701,0.01404,294.78,1
0.1446,0.2663,0.2768,0.2839,0.0193,-0.1478,0.08409,306.98,0
0.0621,0.0412,0.4276,0.0846,0.8243,-0.7844,0.01278,289.78,1
0.2668,0.3535,0.2391,0.3618,-0.1931,0.1294,0.04146,302.36,0
0.0422,0.0851,0.7389,0.2447,0.7935,-0.8414,0.02439,293.31,1
0.0483,0.057,0.7351,0.117,0.856,-0.8663,0.0358,294.32,1
0.3121,0.1939,0.1614,0.2859,-0.0914,0.221,0.03327,304.28,0
0.0409,0.0585,0.6994,0.1808,0.8456,-0.8674,0.01447,291.82,1
0.0493,0.0143,0.0077,0.0058,-0.3027,0.6115,0.01098,299.3,2
0.2909,0.267,0.3262,0.4928,0.0997,-0.078,0.0461,310.35,0
0.0773,0.0767,0.671,0.197,0.7948,-0.7941,0.02971,290.91,1
0.1035,0.0695,0.329,0.49,0.6513,-0.5837,0.0297,301.35,0
0.215,0.1784,0.3122,0.3114,0.2726,-0.2269,0.08111,306.39,0
0.258,0.4227,0.2786,0.3698,-0.2054,0.0996,0.07509,302.07,0
0.1111,0.4415,0.1262,0.2805,-0.5554,0.3729,0.02691,302.28,0
0.0857,0.0445,0.3691,0.1151,0.7848,-0.7002,0.00726,294.8,1
0.2383,0.3893,0.293,0.5038,-0.1411,0.0342,0.13266,303.25,0
0.2645,0.3418,0.3356,0.4535,-0.0091,-0.0508,0.03719,308.44,0
0.2992,0.2758,0.3235,0.5801,0.0797,-0.059,0.04608,309.74,0
0.1218,0.0155,0.0184,0.004,0.0869,0.5772,0.01118,291.53,2
0.316,0.2787,0.1738,0.4675,-0.2318,0.2622,0.03038,299.21,0
0.2469,0.2937,0.2487,0.3968,-0.0828,0.0416,0.06675,309.71,0
0.2376,0.1454,0.2375,0.4071,0.2405,-0.1073,0.05725,305.02,0
0.0655,0.0222,0.0062,0.0093,-0.5656,0.7539,0.00485,292.22,2
0.3009,0.4514,0.4061,0.3639,-0.0529,-0.0383,0.04409,309.99,0
0.0292,0.0352,0.7491,0.1051,0.9103,-0.9175,0.01403,294.18,1
0.2368,0.5195,0.3431,0.415,-0.2046,0.0487,0.06613,308.41,0
0.3332,0.3223,0.1557,0.4515,-0.3486,0.3559,0.0813,302.03,0
0.0366,0.0935,0.3242,0.1101,0.5522,-0.6657,0.05878,302.53,1
0.0597,0.0274,0.3411,0.1686,0.8512,-0.7734,0.0074,293.7,1
0.0853,0.0128,0.0291,0.0072,0.3889,0.2557,0.00133,298.53,2
0.1663,0.1513,0.3751,0.4946,0.4251,-0.4051,0.02413,306.69,0
0.0488,0.057,0.457,0.1417,0.7781,-0.7924,0.02559,302.41,1
0.2568,0.1513,0.1198,0.4158,-0.1161,0.2601,0.08892,298.88,0
0.2629,0.3394,0.3523,0.334,0.0186,-0.0783,0.12364,306.79,0
0.0562,0.0854,0.7575,0.0765,0.7974,-0.829,0.01454,297.49,1
0.1867,0.4554,0.1907,0.2779,-0.4097,0.2547,0.04413,305.12,0
0.1948,0.1371,0.0073,0.0028,-0.8993,0.9161,0.01828,300.38,2
0.2254,0.1936,0.0108,0.0021,-0.8944,0.902,0.00622,296.32,2
0.057,0.0353,0.6679,0.2616,0.8997,-0.8708,0.02694,291.55,1
0.1996,0.5082,0.1801,0.4014,-0.4767,0.3255,0.03292,303.97,0
0.3782,0.4156,0.2996,0.2618,-0.1621,0.1397,0.0425,301.94,0
0.0455,0.0723,0.44,0.2385,0.7179,-0.7639,0.02918,300.28,1
0.3646,0.2692,0.2073,0.3759,-0.1299,0.2092,0.07547,309.72,0
0.3077,0.1678,0.6111,0.3574,0.5691,-0.4398,0.02086,304.69,0
0.1871,0.128,0.4244,0.4222,0.5366,-0.4585,0.10623,304.57,0
0.2141,0.4678,0.1401,0.2831,-0.5392,0.4177,0.04664,306.34,0
0.1892,0.2265,0.4047,0.4545,0.2822,-0.3213,0.0435,303.53,0
0.0445,0.0416,0.3487,0.1121,0.7866,-0.78,0.0356,296.4,1
0.0516,0.0253,0.6987,0.1291,0.9301,-0.8957,0.01039,287.58,2
0.0706,0.0658,0.474,0.2363,0.7564,-0.7485,0.01861,295.41,1
0.1188,0.0244,0.0117,0.0117,-0.3506,0.7183,0.00944,292.87,2
0.0678,0.0169,0.0058,0.011,-0.4909,0.7597,0.00252,294.88,2
0.2008,0.3661,0.5414,0.3734,0.1933,-0.3128,0.07479,303.17,0
0.2656,0.4333,0.3346,0.4964,-0.1286,0.0218,0.08518,304.62,0
0.0935,0.2079,0.2995,0.5465,0.1805,-0.3305,0.08691,299.39,0
0.0473,0.0948,0.4005,0.156,0.6173,-0.6986,0.02301,291.98,1
0.201,0.2338,0.2381,0.2424,0.0091,-0.0454,0.03661,311.02,0
0.0578,0.0403,0.734,0.1623,0.8958,-0.8747,0.02703,294.31,1
0.1892,0.2417,0.2971,0.5002,0.1027,-0.1592,0.06108,308.04,0
0.2099,0.3105,0.3272,0.3728,0.0261,-0.114,0.05757,308.13,0
0.1464,0.4523,0.1519,0.327,-0.4972,0.3268,0.16387,298.63,0
0.0619,0.0377,0.3668,0.176,0.8136,-0.761,0.02771,294.52,1
0.0609,0.0554,0.7965,0.2208,0.87,-0.864,0.01721,296.77,1
0.1626,0.1751,0.0182,0.0143,-0.8116,0.8053,0.00698,293.98,2
0.2142,0.2635,0.483,0.3944,0.294,-0.3382,0.06419,307.96,0
0.2926,0.3706,0.2894,0.3863,-0.1231,0.068,0.07452,310.23,0
0.2511,0.284,0.255,0.5141,-0.0538,0.0241,0.18,302.39,0
0.1378,0.1014,0.4256,0.4068,0.6153,-0.5613,0.10223,305.99,0
0.136,0.1406,0.2808,0.3275,0.3326,-0.3399,0.05467,303.66,0
0.3261,0.0824,0.2589,0.444,0.5172,-0.1181,0.1013,298.25,0
0.2259,0.1099,0.5103,0.377,0.6455,-0.5048,0.08797,302.7,0
0.0443,0.0639,0.8295,0.0786,0.8569,-0.8776,0.02675,300.32,1
0.0687,0.0768,0.7254,0.1714,0.8086,-0.8177,0.02534,293.27,1
0.0359,0.0354,0.3886,0.1316,0.8331,-0.8321,0.01885,297.87,1
0.1083,0.4448,0.2037,0.4708,-0.3717,0.1516,0.07264,308.31,0
0.065,0.0394,0.6484,0.1357,0.8855,-0.851,0.07959,285.4,1
0.3553,0.3273,0.2039,0.2619,-0.2325,0.2521,0.06172,303.99,0
0.0302,0.0753,0.6811,0.1309,0.801,-0.8563,0.03313,293.62,1
0.0886,0.0408,0.4606,0.1056,0.8371,-0.7537,0.02272,295.02,1
0.0886,0.0355,0.0124,0.0186,-0.4813,0.6661,0.00776,295.27,2
0.125,0.3141,0.2267,0.444,-0.1617,-0.016,0.08803,302.04,0
0.2164,0.2631,0.4047,0.2597,0.212,-0.2559,0.13016,300.18,0
0.0312,0.0465,0.3123,0.1152,0.7407,-0.7788,0.01263,297.06,1
0.1707,0.1745,0.1383,0.4386,-0.1158,0.1104,0.11135,305.32,0
0.036,0.0329,0.8143,0.1277,0.9224,-0.9189,0.01816,295.78,1
0.2602,0.475,0.2755,0.3943,-0.2659,0.1433,0.03803,308.82,0
0.0515,0.0434,0.6701,0.1216,0.8783,-0.8677,0.0206,300.57,1
0.0862,0.406,0.3278,0.447,-0.1066,-0.1423,0.06093,304.21,0
0.0233,0.046,0.839,0.1544,0.896,-0.9207,0.0267,302.54,1
0.1115,0.4378,0.2664,0.5406,-0.2434,0.0153,0.04074,308.72,0
0.1898,0.2396,0.2653,0.2702,0.051,-0.1055,0.03139,308.55,0
0.1717,0.3256,0.3466,0.4505,0.0312,-0.1645,0.06559,304.06,0
0.2779,0.4082,0.3163,0.44,-0.1269,0.0406,0.0667,311.95,0
0.1586,0.142,0.4704,0.4384,0.5361,-0.5156,0.06357,304.69,2
0.1741,0.3879,0.2674,0.2892,-0.1839,0.0248,0.06451,311.77,0
0.1578,0.3279,0.2889,0.3948,-0.0632,-0.0866,0.08528,301.42,0
0.2158,0.1063,0.2428,0.3917,0.3911,-0.2023,0.12262,310.23,0
0.0527,0.0159,0.0193,0.0044,0.0969,0.2792,0.00558,291.38,2
0.3033,0.3116,0.2932,0.508,-0.0304,0.0237,0.03905,300.1,0
0.232,0.3481,0.2411,0.3723,-0.1816,0.0921,0.06809,296.59,0
0.0579,0.0435,0.7762,0.1076,0.8939,-0.8774,0.0269,293.9,1
0.2623,0.2695,0.3486,0.4745,0.128,-0.1346,0.08541,302.21,1
0.3068,0.1971,0.1635,0.4094,-0.093,0.2127,0.06815,304.14,0
0.0552,0.0883,0.6951,0.1088,0.7745,-0.8129,0.01778,301.57,1
0.1982,0.2591,0.264,0.3821,0.0093,-0.0718,0.04565,311.63,0
0.0617,0.0303,0.721,0.0865,0.9195,-0.8802,0.04902,291.74,1
0.2121,0.3363,0.2586,0.4073,-0.1308,0.0294,0.07603,299.96,0
0.1507,0.3758,0.312,0.451,-0.0928,-0.0847,0.07982,301.77,0
0.0425,0.058,0.3949,0.0569,0.7441,-0.7743,0.02157,289.6,1
0.1349,0.2603,0.3189,0.3712,0.1012,-0.2348,0.12257,305.22,0
0.2847,0.2154,0.175,0.3687,-0.1034,0.1765,0.09787,304.19,0
0.0384,0.0276,0.4668,0.0937,0.8882,-0.8678,0.01008,293.43,1
0.3594,0.2187,0.1313,0.4192,-0.2496,0.3752,0.03001,306.47,0
0.0688,0.0314,0.7148,0.1497,0.9158,-0.8689,0.0338,300.4,1
0.3156,0.404,0.2168,0.3744,-0.3015,0.248,0.09825,299.11,0
0.3812,0.2965,0.3864,0.5217,0.1316,-0.0655,0.05594,301.87,0
0.1002,0.0759,0.7342,0.1872,0.8126,-0.7858,0.03029,292.54,1
0.0367,0.0389,0.3416,0.2345,0.7957,-0.8009,0.01136,289.16,1
0.0586,0.0538,0.406,0.1344,0.7662,-0.757,0.01421,293.16,1
0.3822,0.1973,0.3677,0.4835,0.3015,-0.1185,0.06645,296.56,0
0.0688,0.0185,0.018,0.007,-0.014,0.4168,0.00167,292.22,2
0.246,0.3532,0.1797,0.4742,-0.3255,0.2501,0.05991,304.92,0
0.2036,0.3204,0.1622,0.4322,-0.3279,0.2353,0.0543,310.89,0
0.3916,0.2047,0.2333,0.3407,0.0653,0.1221,0.09339,301.12,0
0.3602,0.342,0.3538,0.3742,0.0169,-0.0038,0.02639,306.57,0
0.3281,0.2632,0.3524,0.4006,0.1448,-0.0875,0.04566,308.09,0
0.345,0.1606,0.377,0.3993,0.4025,-0.1972,0.0662,306.19,0
0.0509,0.046,0.386,0.1919,0.7871,-0.7771,0.02758,296.33,1
0.0323,0.0395,0.7413,0.2285,0.8989,-0.9077,0.01274,298.15,1
0.2098,0.2736,0.2673,0.3816,-0.0117,-0.0502,0.01753,304.93,0
0.2009,0.1649,0.3024,0.305,0.2941,-0.2462,0.05419,302.39,0
0.0383,0.0343,0.684,0.1445,0.9046,-0.8993,0.0088,300.98,1
0.0276,0.0643,0.7047,0.1098,0.8328,-0.8776,0.00797,303.19,1
0.2522,0.2854,0.2188,0.4647,-0.1323,0.1027,0.09602,310.08,0
0.2217,0.2749,0.3478,0.3149,0.1172,-0.1669,0.13216,311.72,0
0.2336,0.2643,0.3013,0.3956,0.0655,-0.0951,0.06257,308.28,0
0.2806,0.3661,0.4381,0.3822,0.0896,-0.1507,0.04154,302.41,0
0.2924,0.157,0.1922,0.4629,0.101,0.0779,0.03394,305.47,0
0.2738,0.391,0.1562,0.2975,-0.4291,0.3606,0.08465,309.75,0
0.2993,0.3777,0.2544,0.278,-0.195,0.1418,0.03643,300.08,0
0.2602,0.2639,0.3116,0.4346,0.0828,-0.0864,0.12329,307.61,0
0.24,0.3144,0.2192,0.4402,-0.1784,0.1168,0.05323,306.96,0
0.1687,0.0831,0.4432,0.4446,0.6843,-0.5576,0.08239,301.87,0
0.3546,0.209,0.4299,0.4075,0.3458,-0.2081,0.07614,298.7,0
0.2126,0.4232,0.2208,0.3535,-0.3142,0.1802,0.03983,301.06,0
0.0406,0.117,0.6605,0.1713,0.699,-0.7868,0.00662,297.2,0
0.3319,0.3697,0.3405,0.2926,-0.041,0.0148,0.05844,306.26,0
0.2949,0.1945,0.287,0.2952,0.1921,-0.0796,0.0485,309.79,0
0.2799,0.2206,0.3118,0.2973,0.1712,-0.1094,0.06429,298.82,0
0.1221,0.1763,0.3016,0.3548,0.2622,-0.3381,0.0363,307.54,1
0.2864,0.4236,0.1719,0.238,-0.4227,0.3476,0.02666,301.87,0
0.3127,0.2745,0.2787,0.4396,0.0075,0.026,0.13006,296.34,0
0.2477,0.1672,0.1852,0.3236,0.0512,0.0567,0.04127,309.78,0
0.0586,0.0823,0.4887,0.132,0.7118,-0.748,0.04563,298.65,1
0.1941,0.318,0.4,0.2803,0.1142,-0.2194,0.08574,302.39,0
0.1179,0.0163,0.0067,0.0066,-0.4148,0.8176,0.00252,290.45,2
0.1883,0.1365,0.4112,0.2749,0.5016,-0.4337,0.09318,296.67,0
0.2153,0.4067,0.2665,0.4588,-0.2082,0.077,0.14411,297.53,0
0.1584,0.2526,0.2376,0.3195,-0.0305,-0.0725,0.03788,305.42,0
0.0437,0.0323,0.4521,0.1837,0.8665,-0.8448,0.0095,294.25,1
0.2219,0.3607,0.2347,0.377,-0.2116,0.1077,0.03016,304.56,0
0.0507,0.084,0.7395,0.1098,0.7959,-0.833,0.04866,297.64,1
0.044,0.0443,0.7617,0.1134,0.8901,-0.8904,0.01737,287.49,1
0.0296,0.0571,0.4652,0.1965,0.7815,-0.8297,0.00771,289.64,1
0.1911,0.3072,0.1762,0.3052,-0.2709,0.1714,0.05485,309.3,0
0.2131,0.2402,0.4276,0.3419,0.2807,-0.3072,0.07924,307.63,0
0.2263,0.1846,0.0129,0.0111,-0.8697,0.8821,0.01211,292.5,2
0.0434,0.0544,0.3239,0.1939,0.7122,-0.7376,0.0288,286.77,1
0.3497,0.4362,0.3717,0.4165,-0.0798,0.0278,0.04699,307.87,0
0.0737,0.0526,0.7638,0.1565,0.8711,-0.8472,0.02737,297.18,1
0.1027,0.0212,0.0158,0.0058,-0.1454,0.5935,0.00456,297.99,2
0.1778,0.1409,0.0169,0.0089,-0.7864,0.8087,0.00764,291.14,2
0.2862,0.139,0.0053,0.0062,-0.9263,0.9512,0.0067,294.94,2
0.058,0.0367,0.8134,0.1778,0.9137,-0.89,0.0599,294.1,1
0.2784,0.2504,0.3131,0.4111,0.1114,-0.0845,0.11273,299.16,0
0.0452,0.0512,0.4336,0.2329,0.7889,-0.7999,0.07007,303.3,1
0.2387,0.1195,0.39,0.4042,0.5307,-0.3705,0.14663,295.87,0
0.0597,0.0176,0.0325,0.0046,0.2967,0.0872,0.01349,295.24,2
0.0538,0.1099,0.7699,0.1235,0.7502,-0.8078,0.01625,295.63,1
0.2416,0.3371,0.263,0.3295,-0.1234,0.0476,0.07434,299.6,0
0.1047,0.0337,0.01,0.0126,-0.5431,0.7478,0.00739,299.05,2
0.1747,0.2159,0.404,0.4903,0.3035,-0.3483,0.18,308.06,0
0.3989,0.1661,0.2678,0.5447,0.2344,0.0267,0.10232,314.04,2
0.0591,0.0929,0.42,0.1467,0.6377,-0.6936,0.01102,295.17,1
0.2582,0.3495,0.3796,0.4596,0.0413,-0.1109,0.06524,297.19,0
0.0509,0.0841,0.6321,0.1424,0.7652,-0.807,0.00796,296.54,1
0.2517,0.3146,0.193,0.3848,-0.2397,0.1894,0.0304,309.48,0
0.2607,0.0839,0.0109,0.0069,-0.7691,0.8805,0.00859,295.31,2
