egt_c,cit_c,tbmt_c,brg_c,ics_c,lube_c,amb_c,op_state
544.33,22.05,865.49,78.0,311.33,57.42,20.34,0
534.96,38.41,875.96,91.0,316.31,74.84,38.0,1
531.68,23.02,826.78,86.29,308.79,64.07,24.14,0
51.09,12.24,73.12,26.07,-37.34,-0.44,17.49,3
98.7424015440135,18.89,,76.73,278.58,53.19,22.74,0
533.25,25.73,,74.68,347.64,59.01,29.3,0
540.51,16.64,900.0,100.09,349.6,66.94,13.92,1
559.71,22.47,949.09,96.39,344.86,60.0,23.34,1
551.5,23.7,939.85,88.37,310.0,63.62,25.84,1
593.2,19.2,1038.35,92.87,360.31,80.0,20.46,2
592.52,35.15,925.94,95.19,365.63,73.92,39.13,1
616.36,11.52,1033.67,96.99,345.0,80.0,11.5,2
549.52,32.26,900.0,88.78,334.21,68.97,33.51,1
622.1,23.3,1095.68,98.86,371.54,80.0,25.98,2
110.31,32.97,139.47,15.62,-23.17,15.58,18.41,3
530.75,22.57,818.16,51.6,302.25,35.0,21.4,0
483.0,23.93,784.13,68.89,298.39,45.69,26.29,0
531.83,18.63,,73.22,305.12,59.45,16.14,0
585.3,14.85,1016.57,112.58,360.61,73.7,11.93,1
594.34,19.95,965.32,92.26,370.91,77.4,19.72,1
598.35,26.7,,102.05,344.64,74.96,22.82,1
499.99,26.1,809.48,73.57,281.98,46.95,29.85,0
527.8,32.3,861.04,67.08,320.77,44.43,34.43,0
500.27,24.75,,91.08,288.68,56.3,25.31,0
493.48,12.76,825.51,72.43,311.61,58.07,16.58,0
485.87,33.11,752.87,62.33,277.63,38.8,33.25,0
581.92,29.69,960.66,96.73,346.91,68.89,31.77,1
36.14,-16.49,,50.44,-50.0,4.88,23.9,3
529.87,17.45,844.49,81.98,,43.47,15.78,0
508.2,30.79,817.28,76.84,,55.11,23.88,0
567.08,22.85,943.65,93.15,344.03,67.82,19.95,2
527.12,26.66,834.23,,,57.5,28.29,0
629.11,22.95,1108.48,115.15,392.38,83.4,17.53,2
593.3,25.03,928.87,112.09,349.14,81.17,22.16,1
506.51,19.81,844.94,67.36,299.01,49.29,24.47,0
507.25,15.72,827.65,68.96,,54.38,15.07,0
749.62,16.24,1117.43,123.02,493.77,137.4,31.76,3
544.24,30.93,837.98,68.25,,60.05,26.55,0
502.4,31.72,835.05,87.97,291.4,71.87,27.67,0
511.03,23.86,836.77,88.73,,63.62,21.15,0
522.71,29.82,836.06,72.57,304.41,54.01,31.02,0
587.54,9.76,980.0,125.26,373.57,99.22,9.6,2
575.6,23.86,991.63,85.56,348.34,71.14,24.08,1
504.36,34.05,,76.76,306.43,50.45,34.32,0
552.79,20.81,909.2,73.26,289.39,39.59,18.62,0
496.27,19.27,789.81,79.32,308.74,57.3,18.95,0
652.76,44.89,1080.74,110.59,396.54,84.34,47.35,1
507.77,29.28,823.9,86.6,286.89,63.81,31.79,0
553.83,30.56,937.7,97.21,322.32,78.98,27.98,1
483.88,21.95,808.24,82.08,286.8,61.82,21.55,0
565.51,24.82,,98.0,351.59,80.69,22.32,1
523.53,26.45,811.14,71.22,314.7,47.33,22.98,0
537.74,18.48,859.29,73.91,313.72,49.11,10.59,0
617.53,16.6,1047.54,95.69,362.73,82.04,13.83,2
649.18,29.6,,119.11,,82.6,27.55,2
541.7,14.78,878.54,75.33,321.58,48.48,7.75,0
505.49,19.58,801.84,59.15,300.36,40.05,21.74,0
558.27,23.28,,89.97,353.84,75.76,26.08,1
626.79,19.62,,122.19,373.43,80.0,16.53,2
562.58,45.0,944.38,77.41,,60.0,50.0,1
582.42,4.7,980.0,102.24,,87.36,5.07,2
620.53,36.96,980.0,107.33,363.3,80.0,39.07,2
538.12,24.7,912.26,69.5,315.71,51.87,23.39,0
529.63,15.5,858.17,74.83,299.41,51.86,15.24,0
531.75,20.08,842.07,75.79,312.78,56.4,17.61,0
530.0,16.76,937.72,96.95,321.01,79.31,21.2,1
644.16,21.25,1096.2,108.34,368.02,80.0,17.67,2
511.67,13.07,832.94,71.41,299.68,51.07,7.71,0
514.1,25.95,,69.2,,53.56,27.81,0
599.11,14.06,954.58,99.15,366.72,73.75,15.76,1
589.2,27.71,1003.81,84.05,398.32,75.34,23.82,0
617.67,12.11,980.0,154.53,367.23,122.77,9.93,2
531.79,22.89,871.19,77.18,303.02,49.03,24.96,0
580.3,45.0,965.83,84.88,350.8,67.85,48.56,1
523.94,24.06,811.16,72.77,300.48,51.74,26.58,0
543.71,24.43,885.13,272.5626339780238,318.53,53.29,26.32,0
511.83,8.41,853.16,71.05,311.29,54.05,7.26,0
487.9,22.31,,78.41,275.04,51.86,22.96,0
537.6,10.13,880.31,76.31,302.56,57.23,6.77,0
548.38,26.45,884.35,74.78,298.96,57.95,24.09,0
518.31,15.37,843.31,62.4,309.06,45.27,18.91,0
550.64,25.45,949.18,95.97,332.37,77.71,28.99,1
564.32,24.48,943.08,86.89,336.22,70.26,26.16,1
535.55,12.91,,82.11,297.05,60.85,13.52,0
516.94,33.3,835.95,75.9,297.24,52.37,34.82,0
603.29,29.34,1018.4,100.98,366.5,96.47,32.29,2
574.65,11.5,982.35,107.59,339.8,82.71,13.39,1
628.96,22.54,,129.36,401.92,90.38,21.19,2
573.91,30.7,900.0,86.89,321.86,61.84,31.42,1
578.46,21.36,975.42,115.73,325.23,97.33,21.92,1
89.69704002800864,28.94,952.16,87.06,387.25,60.69,32.32,1
652.87,29.87,1120.0,115.25,404.79,84.83,27.09,2
557.28,17.29,900.0,89.74,316.84,65.88,21.08,1
642.34,20.38,1077.38,110.93,,88.99,23.21,2
501.31,10.65,815.81,73.97,299.19,55.24,9.14,0
546.97,31.83,929.45,103.99,310.0,69.21,36.09,1
513.62,33.85,799.21,78.01,293.29,55.32,32.43,0
627.2,23.02,1007.42,112.58,380.32,80.0,18.4,2
625.44,31.45,,104.91,404.67,87.57,31.84,2
517.96,33.57,862.93,,302.26,55.26,31.33,0
530.33,33.45,901.29,75.0,310.0,64.7,33.73,1
496.1,14.66,771.0,71.11,277.36,46.44,12.85,0
536.14,18.59,881.81,81.16,,59.96,19.9,0
620.24,18.68,1050.82,90.0,376.66,80.0,18.54,2
525.7,13.51,859.44,76.54,318.42,60.56,10.0,0
586.43,18.7,936.32,87.12,325.71,62.34,21.79,1
676.02,28.11,1117.07,120.92,413.8,87.31,29.11,2
600.39,19.31,928.95,84.4,352.74,60.05,19.82,1
554.58,24.79,,104.0,338.04,81.35,26.35,1
487.12,16.84,780.62,79.57,276.26,58.07,19.02,0
523.57,30.75,868.64,77.71,304.4,65.08,27.31,0
550.66,9.72,900.0,85.47,315.06,61.2,10.61,1
545.43,27.92,885.25,75.48,344.63,64.8,27.04,0
514.45,31.85,782.93,,280.51,54.46,32.18,0
660.57,4.59,1103.25,179.31,451.46,148.91,25.05,3
628.81,22.87,1102.73,134.23,386.55,86.97,15.27,2
542.41,32.09,874.26,88.73,325.46,65.67,31.41,0
606.55,28.5,1046.91,107.55,374.25,109.4,34.8,3
585.26,14.54,998.0,79.49,321.14,60.0,12.9,1
164.81,20.47,187.18,72.96,34.76,2.97,23.91,3
476.8,27.92,831.66,75.01,270.0,59.94,27.25,0
506.3,15.95,1326.656212130127,84.61,305.67,58.95,16.22,0
533.79,6.26,837.31,68.69,324.72,56.3,6.49,0
505.61,14.41,833.47,65.3,291.49,45.52,12.74,0
675.71,19.95,1120.0,117.61,396.42,85.94,22.1,2
508.44,16.45,838.4,87.46,296.93,65.74,14.26,0
615.49,24.22,992.62,103.28,,88.73,25.36,2
599.37,15.05,937.11,,,68.43,10.01,1
508.43,21.35,800.88,69.42,284.8,47.79,20.73,0
573.2,21.75,917.09,98.43,372.97,74.14,22.43,1
506.1,18.64,815.93,71.38,311.24,51.85,20.49,0
492.76,32.01,826.89,84.27,289.55,48.75,31.85,0
530.17,22.24,842.42,,305.0,72.8,14.39,0
562.11,13.83,913.83,88.49,332.38,76.83,11.25,1
597.03,22.16,976.84,89.13,380.34,67.11,24.77,1
476.12,26.43,750.99,77.27,270.0,55.85,27.55,0
561.74,30.58,910.83,97.37,337.33,70.66,35.1,1
632.48,16.83,1016.62,98.46,385.22,80.0,19.34,2
530.63,15.52,854.02,66.21,305.15,36.34,16.56,0
507.32,29.71,835.93,81.35,295.53,55.92,34.59,0
575.42,18.62,973.93,84.6,364.7,63.53,18.84,1
634.49,23.93,1073.2,121.04,,90.1,23.83,2
530.0,40.96,900.0,89.68,321.27,69.78,40.06,1
111.71,-26.68,169.67,9.98,88.89,11.55,25.92,3
512.66,35.36,834.1,73.16,289.97,43.35,35.02,0
534.28,21.05,804.72,92.65,318.64,71.94,19.33,0
526.01,27.12,877.65,65.03,304.87,44.32,24.05,0
545.27,20.5,905.84,67.65,334.43,52.2,27.52,0
530.72,19.49,857.23,67.44,297.81,57.81,20.29,0
538.39,16.23,874.96,78.18,327.3,56.69,21.94,0
501.96,24.76,811.33,76.75,289.3,43.04,27.33,0
583.14,28.26,1015.37,130.92,371.46,105.81,27.57,2
527.71,16.53,837.45,53.85,307.51,41.35,16.32,0
618.97,19.28,1010.6,,363.3,95.17,14.99,2
635.13,29.16,1045.87,100.12,376.97,80.0,29.28,2
615.91,16.7,1044.56,124.83,360.48,80.0,15.62,2
529.94,16.33,846.31,84.36,307.07,65.07,11.86,0
509.01,25.97,840.89,87.71,296.24,76.27,19.62,0
491.61,20.54,,76.67,290.15,61.89,23.69,0
522.42,12.0,863.33,73.45,316.55,48.93,8.64,0
547.64,24.48,900.0,85.32,310.0,65.53,27.82,1
501.47,11.25,,,289.82,55.38,12.99,0
535.55,13.06,878.61,69.33,303.14,47.11,13.98,0
656.54,37.26,1110.22,155.84,408.9,113.55,38.44,2
589.54,30.05,980.0,126.71,345.0,111.89,29.87,2
532.15,24.04,,67.73,300.17,55.45,18.83,0
543.62,27.86,900.0,110.16,,100.0,26.32,1
503.43,30.37,851.36,65.0,282.17,55.57,29.62,0
698.04,45.82,1178.18,160.16,461.04,135.54,29.01,3
512.28,23.26,793.96,81.08,305.22,48.98,18.6,0
510.1,29.26,816.46,90.85,313.33,78.0,25.39,0
566.81,21.93,900.0,88.61,327.33,73.42,23.25,1
545.44,14.52,920.55,69.87,296.89,57.68,19.34,0
549.08,28.91,879.89,82.87,332.77,66.1,26.92,0
648.02,36.83,1046.84,122.82,398.22,89.92,36.85,2
574.59,40.72,1000.43,103.44,346.89,72.38,40.27,1
512.03,19.27,811.42,87.31,296.61,74.15,18.81,0
930.8541832062018,24.49,923.03,65.04,298.41,40.74,29.06,0
511.46,23.39,847.71,77.74,304.17,54.63,19.55,0
568.9,20.98,900.0,,373.52,82.73,15.87,1
623.27,27.44,1051.79,127.42,425.02,98.39,27.26,2
635.79,26.43,1033.78,121.71,402.38,87.17,28.07,2
614.95,21.83,989.22,110.34,390.36,87.55,17.17,2
584.36,24.76,958.43,101.72,378.26,85.02,22.25,1
516.09,21.34,835.93,88.41,283.79,69.0,20.43,0
629.62,37.07,1018.08,118.38,345.0,87.53,40.61,2
561.59,17.7,929.27,87.77,315.71,68.69,20.61,1
559.67,29.72,922.37,81.3,,60.0,28.07,1
570.71,20.34,972.66,81.13,331.1,64.93,23.12,1
510.09,18.59,837.63,85.09,327.15,,18.42,0
517.96,19.96,849.09,67.03,283.31,49.82,20.37,0
536.75,27.84,858.83,76.93,306.95,41.98,29.12,0
582.27,28.04,,118.35,,93.23,34.66,2
553.1,31.95,900.0,101.43,333.19,,30.28,1
521.66,25.14,853.61,80.05,306.51,55.68,27.83,0
546.75,9.47,900.0,75.0,353.39,67.58,12.61,1
543.41,23.47,900.0,79.03,332.62,60.0,22.85,1
560.74,21.05,,83.38,318.54,68.97,21.74,1
501.78,4.72,818.53,57.53,276.64,40.17,1.81,0
497.36,14.68,764.85,61.4,,37.74,10.12,0
533.44,20.92,863.49,75.96,303.52,50.98,20.56,1
523.57,34.42,829.88,78.46,295.16,54.92,33.4,0
548.75,9.98,923.89,116.19,319.98,86.21,10.03,1
510.93,24.52,788.34,74.91,308.9,,26.07,0
33.74,1.52,75.84633025348265,,89.61,1.33,29.81,3
144.20082727122627,21.68,,75.0,340.27,66.33,19.26,1
539.28,27.53,915.73,84.57,306.6,61.21,31.56,0
613.3,29.35,988.83,121.41,365.76,104.74,29.58,2
515.79,14.24,829.3,63.89,298.1,50.23,13.47,0
533.35,22.68,895.61,75.42,295.57,57.92,25.43,1
569.01,24.24,947.58,100.42,346.11,79.05,22.2,1
506.73,25.2,809.92,59.24,293.18,44.98,26.28,0
555.24,18.41,,75.04,320.79,60.0,18.68,1
529.77,20.67,839.1,,306.14,52.28,19.43,0
566.47,22.2,893.7,76.73,335.07,60.26,20.96,0
620.0,25.18,,,389.95,62.61,25.19,1
558.39,27.96,1331.295094045574,74.81,321.49,52.11,30.57,0
517.55,20.86,,80.67,305.46,61.69,24.62,0
589.97,33.09,900.0,84.88,340.93,67.11,28.43,1
537.24,25.55,880.71,71.96,289.53,53.3,24.41,0
626.74,32.31,1060.83,92.65,380.06,80.0,30.37,2
609.56,19.08,,106.23,366.28,80.0,20.43,2
521.43,19.34,878.99,79.55,309.52,42.78,20.18,0
519.24,28.1,847.96,82.07,310.41,59.78,26.1,0
572.07,16.3,900.58,,363.36,74.1,16.64,1
518.74,24.57,838.56,75.88,289.76,59.91,29.02,0
558.23,25.98,900.78,82.62,,65.24,22.77,1
625.99,37.59,1047.75,105.99,386.08,85.25,34.37,2
587.76,27.18,,97.22,348.26,72.79,27.34,1
601.97,32.1,1046.63,119.36,363.53,93.71,32.27,2
557.23,30.87,930.49,86.95,358.0,60.0,28.48,1
554.13,17.21,872.82,61.33,314.83,51.25,21.66,0
638.12,36.03,1200.89,151.93,492.42,85.15,27.62,3
543.54,26.09,920.44,89.33,334.04,71.95,27.51,1
513.4,15.62,861.47,66.51,298.73,50.8,14.99,0
614.98,32.66,,147.73,396.92,122.83,30.82,2
618.22,27.84,1030.1,121.06,381.6,80.0,28.45,2
621.02,12.11,,102.12,367.58,88.46,12.38,2
560.98,11.19,900.0,86.69,359.31,60.0,13.02,1
584.88,13.26,,,359.1,62.65,13.88,1
638.78,27.83,1074.26,121.09,393.23,82.81,23.19,2
620.39,21.46,1228.24,184.22,443.96,143.65,21.64,3
535.2,18.99,,65.25,300.37,42.84,16.45,0
947.4050618721551,24.63,867.85,71.61,288.64,42.36,24.98,0
499.5,9.26,824.19,75.2,290.47,50.42,7.55,0
515.85,26.5,839.89,60.61,288.61,47.08,27.6,0
551.93,27.97,906.08,98.41,312.98,68.71,27.31,0
540.04,21.24,900.0,104.33,310.0,70.32,19.54,1
586.9,27.21,987.33,79.33,355.36,60.0,28.9,1
487.07,20.38,741.45,85.87,283.98,56.57,21.14,0
636.25,30.13,1109.25,143.74,377.93,99.53,28.34,2
518.12,28.33,,65.52,313.07,51.25,30.89,0
602.0,13.13,1022.15,96.76,387.85,94.51,9.73,2
560.16,12.46,916.37,215.3984776157096,335.96,60.0,6.93,1
533.04,13.16,833.74,72.68,302.26,43.54,14.05,0
577.27,25.05,930.17,82.67,367.6,64.55,28.19,1
612.92,40.26,993.23,87.57,365.95,79.63,41.14,1
492.86,21.89,814.72,73.42,276.74,57.13,24.75,0
511.68,26.17,826.91,76.75,318.48,53.67,24.16,0
575.08,7.92,927.71,97.05,354.52,78.92,6.75,1
590.43,22.52,948.47,99.42,,71.16,16.16,1
538.43,20.76,831.51,71.62,323.49,46.6,18.96,0
514.05,22.83,846.27,71.21,326.03,50.33,23.47,0
524.55,30.01,817.95,84.6,293.22,63.78,24.74,0
578.92,30.01,900.0,94.24,342.03,65.83,30.24,1
506.85,12.03,838.26,90.3,,58.81,13.31,0
566.46,18.78,906.16,79.43,332.1,60.0,24.15,1
489.16,26.5,,76.82,,62.93,,0
562.42,33.19,,83.24,,60.0,29.38,1
643.28,17.42,1072.03,100.84,378.96,80.0,19.22,2
522.36,18.04,848.83,78.88,17.00491240134629,46.48,14.94,0
504.57,16.52,841.4,87.16,291.69,59.14,18.5,0
572.26,21.46,925.92,74.34,349.18,47.45,22.71,0
672.34,13.77,1114.2,115.53,391.48,107.41,19.28,2
544.64,6.62,885.83,81.64,288.42,52.26,10.27,0
481.43,4.37,778.54,74.24,270.0,53.92,4.68,0
497.12,22.66,811.7,93.88,311.92,64.65,24.76,0
526.71,14.86,865.44,78.64,304.39,47.02,15.24,0
515.98,18.74,821.34,79.17,306.48,50.86,16.57,0
581.33,30.07,1010.7,109.09,358.43,94.37,32.15,1
634.97,21.16,1120.0,109.72,367.56,83.49,23.25,2
504.96,24.69,803.16,77.65,295.81,51.05,26.06,1
550.55,25.63,955.51,93.38,310.0,60.0,25.77,1
600.83,28.77,980.0,111.95,351.93,85.57,33.25,2
536.88,24.32,832.25,84.03,306.15,62.31,27.68,1
639.65,37.43,1103.71,159.01,535.09,124.62,23.54,3
520.0,23.29,825.24,86.89,301.81,52.37,27.0,0
551.52,15.72,935.72,104.22,332.01,60.0,23.83,1
558.18,24.41,937.4,96.86,348.89,70.85,20.73,1
510.58,17.1,819.41,75.2,,49.96,15.71,0
593.65,27.1,,110.37,386.61,80.0,25.29,2
475.84,22.41,745.1,80.45,280.19,60.44,14.99,0
510.97,29.87,854.75,63.78,309.67,52.88,30.26,1
536.78,32.17,905.01,68.24,303.63,50.18,33.41,0
533.33,31.58,879.55,84.24,310.77,52.51,29.41,0
577.5,28.9,948.12,88.87,348.43,64.1,27.73,1
668.88,25.27,1101.56,118.4,,145.41,13.6,3
549.66,21.55,899.46,79.58,318.66,51.46,24.78,0
621.28,15.17,1071.0,125.05,350.98,85.81,10.52,2
585.36,30.98,972.91,89.32,343.87,64.35,30.28,1
588.46,24.94,938.15,97.83,383.52,65.03,27.85,1
605.86,28.62,970.58,84.88,359.25,60.0,31.8,1
498.32,17.54,810.71,66.22,285.13,54.39,21.35,0
580.66,29.07,,86.96,344.83,69.23,33.15,1
508.7,28.32,831.48,78.16,301.58,59.91,30.4,0
565.74,28.31,938.9,97.68,359.5,65.95,23.2,1
592.04,28.57,1014.37,124.28,345.0,98.96,27.65,2
687.07,46.35,1159.68,159.88,427.78,128.96,21.8,3
558.86,16.93,,93.42,339.52,80.12,17.22,1
552.37,14.56,905.73,88.15,306.38,56.09,17.25,0
655.4,15.63,1113.85,110.0,397.86,80.97,18.47,2
518.43,12.26,850.73,86.22,307.0,60.44,13.22,0
585.92,17.51,946.52,83.92,344.62,60.0,18.03,1
536.38,18.3,860.69,71.59,320.15,48.24,14.37,0
593.56,29.85,994.46,91.87,342.73,76.19,25.81,1
489.76,20.82,816.03,81.47,278.22,49.77,26.05,0
516.41,19.23,857.97,79.71,271.77,59.05,18.59,0
502.64,23.84,847.62,69.0,288.9,55.95,15.45,0
491.77,15.87,786.72,72.02,291.21,52.32,14.23,0
636.92,36.19,996.49,150.31,397.05,115.67,33.5,2
560.83,18.32,901.27,88.9,,68.32,17.27,1
532.85,18.95,833.39,87.17,311.2,62.2,21.37,0
569.66,26.71,913.83,91.32,,76.54,25.76,1
504.4,25.12,809.97,80.06,,51.41,26.91,0
654.9,31.36,1120.0,134.24,410.84,101.42,33.83,2
608.1,33.89,,120.32,371.0,92.29,34.83,2
628.22,17.36,1034.48,109.81,388.94,92.53,17.35,2
596.37,19.08,1133.9,133.54,,134.75,13.19,3
507.86,19.93,815.87,63.82,284.56,53.6,19.51,0
523.64,19.34,,80.07,307.77,56.94,14.13,0
635.75,16.09,,108.26,373.63,80.0,14.99,2
530.0,18.17,900.0,102.02,313.41,60.0,21.33,0
582.75,25.4,928.91,90.62,366.43,75.2,21.6,1
539.87,22.99,841.67,71.68,314.31,43.05,25.95,0
646.91,25.26,1078.02,103.5,,80.0,22.33,2
527.0,16.31,867.65,86.7,325.4,65.01,18.84,0
647.5,20.37,1050.57,98.72,399.31,80.0,18.64,2
526.44,14.19,816.99,97.58,297.15,59.22,12.82,0
565.49,25.43,930.34,94.35,347.35,75.68,27.6,1
119.63,27.89,126.92,-13.78,58.65,20.85,40.23,3
513.29,24.96,830.8,74.21,280.83,54.6,28.21,0
574.17,28.34,953.27,90.0,344.55,77.64,30.58,1
601.88,21.4,935.63,107.85,376.38,82.17,16.73,1
619.04,27.61,1043.92,,373.24,87.59,20.44,2
496.61,19.47,801.64,56.33,292.74,46.54,,0
539.73,11.6,908.77,70.09,312.56,45.01,10.65,0
543.52,27.98,865.77,78.31,303.91,56.32,30.47,0
503.56,14.89,832.69,78.03,307.41,50.6,16.64,0
497.7,14.4,801.54,88.67,294.95,54.78,17.76,0
479.02,20.96,789.22,79.63,292.55,66.46,19.95,0
670.51,19.5,1120.0,123.38,408.29,100.23,20.1,2
580.0,40.8,937.82,83.83,318.27,58.44,39.45,0
516.2,23.68,834.91,68.85,291.64,53.03,31.3,0
720.17,44.38,1139.49,125.07,453.44,121.21,36.04,3
519.3,26.21,822.74,79.07,302.91,54.87,24.5,0
513.64,29.09,851.36,69.47,,53.91,28.52,0
585.78,21.19,963.34,86.52,362.96,60.0,19.39,1
545.77,25.91,900.0,90.98,337.15,62.3,27.84,1
536.32,27.41,909.87,75.89,312.48,49.71,31.42,0
502.77,14.68,804.43,83.61,277.29,52.14,12.56,0
503.82,17.44,811.2,88.69,316.23,63.66,9.88,0
566.1,41.59,,98.94,354.51,73.63,44.55,1
530.97,23.62,869.88,72.47,305.37,55.02,26.28,1
531.79,24.65,863.17,82.8,318.71,63.72,22.19,0
609.01,20.6,975.25,90.74,395.79,78.33,17.06,1
518.17,21.45,815.54,78.17,291.4,64.57,24.29,0
526.01,18.27,904.97,74.46,305.87,50.4,20.47,0
648.15,25.45,1110.78,103.41,385.77,88.17,20.41,2
537.0,18.98,901.55,70.29,303.28,53.61,18.25,0
516.42,23.35,799.46,62.95,297.72,42.24,22.02,0
520.3,11.74,859.49,90.26,301.3,67.32,8.82,0
524.78,13.0,862.38,73.36,313.77,52.53,15.21,0
517.91,11.56,831.92,80.93,290.07,60.51,7.73,0
524.66,23.0,869.55,79.23,314.28,48.18,21.54,0
522.73,27.25,851.86,78.45,311.06,54.11,25.93,0
581.9,24.86,980.0,119.38,,98.38,25.03,2
555.2,22.29,922.01,75.0,320.9,60.0,21.05,1
617.31,27.92,1033.84,95.95,384.32,80.0,29.21,3
579.04,32.17,916.56,91.34,339.42,77.93,34.71,1
583.9,20.16,948.84,95.65,371.03,60.0,16.42,1
531.49,14.53,855.73,73.38,322.46,46.02,18.85,0
522.78,30.51,829.13,74.18,303.52,50.09,27.97,0
472.6,28.15,791.43,69.41,281.35,52.23,28.76,0
544.21,8.29,921.81,87.66,317.07,71.06,7.33,1
539.72,20.11,889.5,77.06,320.62,53.94,16.84,0
528.38,21.45,851.7,72.2,300.81,52.43,20.7,0
535.73,23.74,879.27,76.83,,53.54,26.08,0
523.72,23.11,,74.54,305.96,47.48,25.69,0
603.18,33.63,1006.73,94.45,359.34,77.77,36.3,1
512.66,18.71,810.74,81.23,271.22,57.47,16.48,0
522.33,22.92,845.78,77.2,307.7,53.58,27.5,0
658.41,14.94,1120.0,118.5,400.85,80.0,14.47,2
534.34,15.37,857.27,64.75,303.46,56.39,12.24,0
540.59,15.64,882.26,77.66,316.8,61.16,9.07,0
515.49,20.73,842.03,79.22,311.43,58.29,16.15,0
584.72,29.77,998.02,95.24,350.49,73.67,31.7,1
599.16,36.07,1003.46,97.77,364.69,66.27,37.13,1
524.77,9.29,884.58,71.42,294.46,55.18,8.5,0
579.97,19.68,953.79,86.65,371.56,60.0,20.29,1
,22.19,844.87,79.89,314.05,58.97,26.64,0
609.13,40.54,,122.23,358.33,108.57,41.38,2
656.61,21.82,1120.0,127.1,599.7066190819887,94.91,21.41,2
568.1,7.84,997.78,101.03,337.85,77.73,9.84,1
614.85,28.0,1069.99,116.36,425.92,85.44,28.76,3
607.44,35.57,1039.09,137.88,393.5,104.79,36.54,2
517.77,32.32,855.15,90.76,301.94,60.05,33.46,0
549.28,17.64,878.13,68.26,322.84,59.35,25.74,0
543.38,30.68,884.68,65.31,306.84,42.47,28.73,0
585.96,34.56,939.39,107.41,368.07,80.61,32.17,1
608.25,23.6,1020.03,101.73,361.31,81.64,22.81,2
644.07,26.1,1035.47,97.07,373.78,80.0,23.85,2
547.08,22.07,877.52,77.14,320.5,59.75,12.59,0
591.75,30.32,938.78,79.39,346.78,60.0,32.42,1
503.88,17.97,833.42,75.05,299.18,51.92,15.19,0
681.04,43.59,1127.76,158.42,420.05,131.61,20.55,3
618.71,20.36,1038.88,106.21,361.57,80.0,23.76,2
521.5,19.3,827.41,76.82,306.63,53.71,18.56,0
622.9,24.24,1004.41,124.01,416.89,89.04,24.69,2
712.02,34.84,1065.93,165.38,448.85,133.55,10.95,3
568.06,33.54,,90.94,331.6,73.33,31.93,1
579.49,20.77,979.01,87.69,343.95,80.4,19.78,1
545.37,19.06,883.4,92.5,315.88,63.09,15.73,0
531.85,12.0,863.87,71.17,302.85,52.73,9.06,0
645.97,35.32,1109.57,117.12,410.05,88.58,38.23,2
527.85,24.1,,61.68,316.97,48.47,23.46,0
559.02,29.17,939.68,91.18,310.0,68.9,28.03,1
624.29,25.73,1076.8,118.74,375.11,91.01,27.49,2
543.8,29.84,911.37,76.78,329.08,52.62,32.65,0
659.95,16.69,1118.75,90.0,416.13,80.0,17.4,2
532.64,28.42,874.0,71.49,321.55,60.74,27.8,0
620.38,29.45,,90.0,,80.0,34.51,2
610.81,44.97,980.0,91.61,409.44,80.0,48.11,2
603.72,24.41,970.95,111.67,347.78,65.5,26.11,1
555.53,28.99,,,354.39,73.21,24.67,1
531.28,24.82,,57.66,,40.35,24.16,0
570.12,24.09,,90.27,324.19,79.08,17.36,1
532.89,16.33,866.46,64.69,290.51,37.57,20.82,0
660.65,30.94,1096.54,121.13,413.37,85.79,27.06,2
566.14,19.9,901.22,75.08,323.0,61.47,19.85,0
566.84,15.93,940.67,93.98,323.08,61.0,10.76,1
579.33,44.19,949.33,92.37,341.98,61.86,47.9,1
538.68,25.63,872.51,86.97,325.15,67.78,23.81,0
612.34,21.81,1092.11,109.35,363.55,91.54,23.0,2
614.83,20.61,1018.68,120.82,377.02,93.68,19.31,2
535.57,22.24,831.93,82.86,313.2,57.85,18.43,0
565.62,19.28,,92.25,360.3,75.71,21.97,1
498.8,25.97,822.13,73.99,302.98,39.67,25.85,0
661.88,28.99,1094.32,119.79,410.47,85.36,30.36,2
514.94,12.37,801.15,82.18,286.08,64.1,7.86,0
533.16,25.06,900.48,73.13,308.78,54.76,25.99,0
637.56,37.19,1058.61,100.83,391.66,83.58,43.04,2
633.3,40.92,1106.04,100.66,605.6895901141729,83.24,43.5,2
529.98,25.13,832.07,80.54,314.3,64.87,22.91,0
570.96,22.99,903.52,86.51,367.86,60.0,27.99,1
522.62,25.55,,,,54.99,22.17,0
692.1,22.97,1100.67,139.09,504.98,165.04,29.9,3
624.4,15.96,1052.62,120.22,410.75,88.82,16.49,2
525.61,18.62,851.4,79.38,310.83,58.9,20.1,0
541.55,15.54,900.0,89.99,326.0,72.85,15.89,1
565.89,23.62,946.1,80.06,338.87,55.9,21.33,0
569.82,26.64,,84.64,329.95,67.53,29.72,1
656.27,30.24,1120.0,131.81,398.31,85.4,26.84,2
497.58,14.1,811.38,70.1,,52.48,14.86,0
536.43,22.93,903.43,77.84,305.16,61.14,22.04,0
584.9,27.27,925.93,95.65,350.15,77.08,23.9,1
525.51,17.89,832.92,73.31,310.59,48.95,14.63,0
548.78,4.05,905.63,82.42,335.35,66.35,3.64,1
541.0,25.33,876.34,70.57,339.75,45.36,24.92,0
570.55,16.04,949.34,81.85,,63.98,18.91,1
603.88,25.77,1025.65,116.15,572.0900432038793,87.02,25.72,2
615.29,13.78,1066.49,99.66,345.0,80.0,10.93,2
