altitude_km,vertical_extent_km,temperature_c,optical_thickness,droplet_radius_um,liquid_water_path,wind_shear,humidity_pct,albedo,pressure_hpa,cloud_type
8.9844,0.2248,-40.0218,1.0524,18.4759,1.8125,8.8107,58.0893,0.0392,368.3615,Cirrus
9.5157,0.4754,-43.3683,1.1896,22.2289,0.0,9.4688,8.7958,0.0407,322.2847,Cirrus
8.5101,0.2884,-36.3353,0.0771,20.4278,0.3493,8.6171,30.078,0.0306,379.3476,Cirrus
7.4863,0.05,-40.1624,0.2148,32.2698,1.2352,15.3329,54.4657,0.012,418.5608,Cirrus
9.3224,0.4222,-40.6712,2.054,20.6377,1.5318,8.1453,35.7126,0.0846,339.74,Cirrus
12.3001,0.05,-48.075,1.7294,64.0886,0.0,38.3139,64.5485,0.01,241.3035,Cirrus
10.566,0.5499,-50.5855,1.3541,28.7455,1.8181,17.624,44.3952,0.107,296.9665,Cirrus
8.9244,0.6047,-49.8841,1.8311,18.5166,10.874,8.9727,20.8535,0.4839,349.0234,Cirrus
9.9211,0.7228,-34.385,0.2719,23.0597,8.4476,8.6608,44.0009,0.0539,330.3855,Cirrus
12.517,0.5281,-54.09,1.0411,72.209,7.5342,44.2125,28.2055,0.252,245.0563,Cirrus
9.7387,0.2966,-40.6708,0.9753,21.3635,0.0,12.0427,31.9531,0.034,315.1653,Cirrus
8.4318,0.3528,-40.6669,0.6609,23.9304,4.6101,9.1755,22.9467,0.1255,376.7458,Cirrus
9.5822,0.4307,-46.7898,0.4064,22.1698,1.2986,8.9152,27.1571,0.0503,328.9446,Cirrus
10.2703,0.7657,-42.2513,2.1213,22.6903,3.7289,14.032,43.6998,0.2044,301.4599,Cirrus
10.0,0.7683,-40.8014,0.7594,22.7879,0.0,10.9505,24.117,0.1005,308.2589,Cirrus
11.2433,0.379,-50.086,1.5154,44.2578,4.8918,20.2909,11.7795,0.1517,276.0926,Cirrus
9.6198,0.6457,-47.5261,1.4326,21.363,0.0,8.2187,39.9212,0.01,329.5338,Cirrus
6.6884,0.271,-42.9386,1.9318,39.7544,3.7656,24.2259,32.0599,0.0955,456.176,Cirrus
10.0661,0.5091,-42.7231,1.7139,22.6355,1.5916,12.5166,46.036,0.0978,312.3084,Cirrus
9.9846,0.3126,-51.9535,0.9847,23.9132,0.0,9.8868,25.7965,0.01,306.1342,Cirrus
9.9065,0.461,-41.9769,0.3144,24.1403,1.4816,9.692,47.2642,0.01,329.0723,Cirrus
8.4817,0.1945,-41.7119,1.8246,20.6054,0.6873,10.6823,43.5761,0.0864,381.9534,Cirrus
11.892,0.05,-35.5894,2.0553,52.9789,0.0,36.4916,41.1928,0.01,255.3787,Cirrus
8.195,0.0884,-42.7365,2.9242,18.3972,0.3709,10.898,18.8014,0.0675,385.9451,Cirrus
8.3225,0.5458,-45.4087,1.8846,20.0391,0.0,10.6926,34.2846,0.0506,388.4476,Cirrus
9.2254,0.1214,-37.2139,0.7528,18.077,0.0,10.0506,45.8335,0.01,338.1623,Cirrus
11.0917,0.3147,-34.7896,0.8437,37.9372,0.0,21.3929,28.3582,0.0277,277.3688,Cirrus
11.1437,0.6226,-52.2809,0.0,39.3778,7.1344,22.0303,9.8236,0.01,277.4514,Cirrus
10.2682,0.6801,-46.2641,0.6318,29.3674,11.0195,12.7467,26.8756,0.2121,295.5303,Cirrus
10.572,0.1551,-57.4033,0.3118,26.7638,1.6162,17.7307,23.6215,0.0226,296.2723,Cirrus
7.937,0.05,-49.3394,1.6116,24.9364,1.1682,14.2251,27.7156,0.0354,417.6697,Cirrus
7.4602,0.1991,-32.2217,1.8703,29.29,1.7147,14.8707,17.6612,0.0976,408.3942,Cirrus
9.0536,0.4501,-50.139,2.7807,17.6669,5.3218,8.4504,44.2917,0.4226,356.8858,Cirrus
10.5628,0.5678,-39.3694,3.3612,32.1328,7.2131,15.7687,42.2989,0.5672,280.4437,Cirrus
10.594,0.1051,-39.7619,1.3742,33.4285,0.0,14.9083,24.1024,0.0684,280.3494,Cirrus
8.4571,0.05,-46.7217,0.792,20.839,2.4085,8.5761,29.8025,0.0973,374.6409,Cirrus
8.3274,0.1731,-45.8165,0.9263,20.264,3.0244,11.1353,24.5221,0.0521,381.7735,Cirrus
10.9024,0.2702,-32.8906,0.7154,37.0345,4.1343,16.4653,40.8355,0.0714,286.5991,Cirrus
9.7283,0.9219,-36.0334,2.8406,22.6712,8.8753,8.5103,22.9743,0.54,324.044,Cirrus
7.014,0.4275,-26.9769,0.0,33.8619,1.3457,20.5497,24.7293,0.01,435.2425,Cirrus
8.151,0.5622,-60.5223,2.3342,22.4761,6.394,9.7838,36.1993,0.3762,386.5905,Cirrus
10.0822,0.675,-38.8999,0.5467,24.6829,0.4721,13.8721,24.8283,0.0706,294.8901,Cirrus
8.0764,0.2876,-59.3315,0.9261,21.0194,0.0,10.7698,55.1197,0.0184,396.215,Cirrus
8.3188,0.4251,-42.9306,0.0,21.0322,7.3772,9.8878,26.3612,0.01,377.0695,Cirrus
8.3625,0.4632,-44.2176,1.9385,20.1972,5.9582,8.773,43.7908,0.2603,391.6952,Cirrus
10.5499,0.5516,-50.6964,1.7552,31.0947,8.1245,17.4376,45.59,0.37,284.7215,Cirrus
9.4886,0.3679,-46.9115,0.4347,20.2235,1.0691,9.8681,18.1564,0.01,336.0845,Stratus
11.5116,0.661,-44.776,1.9753,46.7611,1.3773,24.955,31.8448,0.01,245.0869,Cirrus
8.9853,0.6759,-39.6213,1.8405,21.65,4.1341,9.4668,24.55,0.2028,363.747,Cirrus
9.2469,0.3291,-50.7084,0.8289,20.8887,6.9572,9.5216,45.8613,0.1559,342.307,Cirrus
9.9015,0.5898,-47.8473,0.0,21.3635,1.4108,11.0528,34.0743,0.0144,312.6444,Cirrus
8.7504,0.4973,-39.0484,1.0466,21.4745,0.7495,9.0454,45.6844,0.0877,351.8368,Cirrus
7.5818,1.0654,-37.6523,1.9292,26.7071,12.3919,16.3874,54.5815,0.5739,412.7126,Cirrus
9.0769,0.624,-24.2787,0.5595,23.7022,3.0624,8.0498,55.7145,0.0127,348.5761,Cirrus
8.6016,0.4966,-41.5154,1.9569,22.7146,0.2839,9.3093,22.1239,0.0462,353.6814,Cirrus
9.3479,0.2577,-38.2601,0.5976,21.3036,3.2606,7.8426,20.8469,0.01,333.3493,Cirrus
8.7822,0.1414,-44.2639,1.1366,20.3213,0.0,9.3352,20.8277,0.0833,356.3692,Cirrus
10.0409,0.5319,-32.8766,0.6844,27.5081,4.4168,10.5602,48.6189,0.0845,320.6312,Cirrus
9.0777,0.05,-49.223,1.3095,20.615,0.0,8.6934,44.023,0.1144,342.7066,Cirrus
7.5608,0.806,-43.1643,1.7749,24.2238,0.0,17.2623,43.1534,0.0756,411.2632,Cirrus
8.7528,0.05,-40.9381,2.3415,20.1113,0.0,6.801,41.5867,0.0515,364.6221,Cirrus
8.0573,0.1427,-39.2764,1.3459,24.724,4.6712,11.9342,30.0854,0.1121,397.3944,Cirrus
11.806,0.65,-36.1432,0.1089,50.778,5.18,31.9829,36.0749,0.0345,257.0376,Cirrus
9.5553,0.3911,-44.121,1.6425,26.7617,1.7754,8.4426,39.0301,0.1659,333.0987,Cirrus
10.3006,0.4458,-36.4482,0.9915,28.0515,5.6837,13.0961,36.3534,0.173,302.8504,Cirrus
9.385,0.2281,-52.5989,0.9765,22.1832,1.8452,8.4521,27.2328,0.0462,332.4071,Cirrus
11.7007,0.3681,-40.9335,1.2741,51.1273,0.0,28.981,54.3166,0.0669,252.1304,Cirrus
7.9869,0.5711,-55.9111,1.5914,26.0603,6.4617,12.666,20.597,0.2949,390.1081,Cirrus
8.5501,0.1919,-44.2805,0.9105,20.5503,1.3308,8.387,29.978,0.0839,369.3928,Cirrus
10.8355,0.3345,-25.1943,1.6067,35.1919,3.1127,18.5757,52.5392,0.1202,290.5583,Cirrus
8.8788,0.4013,-40.8355,1.4833,19.2667,0.0,10.8695,46.1534,0.0673,358.4898,Cirrus
8.6021,0.3323,-46.038,1.6072,19.4937,6.4427,8.2176,19.7652,0.2033,350.9662,Cirrus
8.8263,0.5877,-39.096,1.8159,17.8874,4.9107,7.1033,8.7002,0.1681,367.0453,Stratus
11.8182,0.5149,-43.031,0.0,52.1291,6.7567,31.0709,22.6396,0.01,241.3623,Cirrus
11.9535,0.3738,-50.5735,0.9251,52.1078,0.0,36.2848,36.4309,0.0696,238.7371,Cirrus
9.9917,0.05,-55.6121,1.0931,24.272,0.0,10.3864,35.732,0.0297,303.913,Cirrus
9.736,0.6955,-42.7868,1.0257,20.9486,8.6221,10.2765,34.6,0.2213,315.7812,Cirrus
10.4401,0.1691,-44.0617,0.5937,29.8658,1.6574,13.0352,41.9063,0.0475,298.2646,Cirrus
9.971,0.844,-44.4766,0.7433,20.5611,0.0,10.6087,35.3232,0.0933,325.5858,Cirrus
9.7109,0.1888,-36.7927,1.5649,20.3257,0.0,10.6471,46.4444,0.0959,330.1339,Cirrus
8.9593,0.4635,-32.9552,1.5226,17.9663,3.8922,5.8157,44.0905,0.1722,338.8336,Cirrus
8.7612,0.559,-37.4867,1.2228,19.7485,8.9145,5.2151,9.1016,0.3141,349.7382,Cumulus
10.0954,0.3508,-44.9092,0.4972,23.1558,0.877,11.0729,36.0582,0.0625,316.3291,Cirrus
9.6669,0.478,-41.6205,1.8017,23.1925,8.2582,8.0023,32.425,0.2976,325.4982,Cirrus
11.2622,0.3294,-34.7691,1.7512,40.3868,1.5249,22.9931,38.2889,0.0865,260.8799,Cirrus
9.1892,0.8723,-36.3199,1.9787,20.4127,4.1973,7.236,32.1058,0.1802,346.364,Cirrus
8.3898,0.4506,-38.4348,0.6529,20.4915,6.2225,8.9225,15.661,0.1401,385.139,Cirrus
7.7467,0.3709,-45.8587,3.7389,25.3938,4.5883,12.0223,40.497,0.4371,410.4265,Cumulus
8.5782,0.4611,-34.7409,1.354,17.6606,2.1119,10.9746,43.3398,0.0934,363.1452,Cirrus
7.7744,0.6831,-32.5828,0.6698,26.2011,1.4118,13.0594,12.8536,0.0244,385.8715,Cirrus
10.8771,0.4976,-36.26,2.8653,36.269,0.0,17.6262,55.732,0.1273,286.3731,Cirrus
8.9899,0.4459,-21.3975,1.7233,17.328,3.503,9.9469,46.2735,0.1931,345.4951,Cirrus
8.5786,0.05,-36.7575,1.3419,21.0677,0.0,4.5712,24.2146,0.0598,364.1299,Cirrus
10.0757,0.6888,-33.9685,1.4265,24.6265,5.5042,11.2681,21.8156,0.2497,298.9248,Cumulus
11.8389,0.4876,-37.5151,2.0977,54.4215,3.7979,33.3511,37.4257,0.2155,251.5546,Cirrus
8.9878,0.2887,-42.9072,1.3766,18.8164,2.3021,7.013,36.5511,0.1312,347.6029,Cirrus
8.1391,0.4817,-50.2324,0.0,20.9787,3.0798,10.8347,42.4379,0.01,389.0893,Cirrus
9.0253,0.7477,-47.3849,1.1874,20.2463,0.0,7.2285,40.8986,0.046,356.6594,Cirrus
7.2695,0.5788,-47.3124,1.8297,30.3931,4.968,16.7967,42.0379,0.1667,424.6467,Cirrus
10.1176,0.8921,-50.4623,1.1665,24.0482,8.3396,9.8781,21.6697,0.2643,324.694,Cirrus
10.1923,0.6186,-44.0065,0.5104,24.3136,10.1013,13.4793,33.3177,0.1059,303.2494,Cirrus
8.9727,0.05,-41.9774,1.1745,20.6705,0.0,8.0488,39.1202,0.0273,359.1454,Cirrus
8.1555,0.7152,-33.6604,1.805,24.4051,0.0,10.9585,32.1585,0.0428,387.4721,Cirrus
12.3804,0.05,-50.4365,2.0932,64.9675,0.0,42.6953,42.7629,0.0278,241.86,Cirrus
8.0247,0.7377,-35.7566,0.4236,22.298,5.1227,13.2622,47.9248,0.048,386.4178,Cirrus
8.5998,0.6213,-40.1229,0.3758,22.1844,6.0195,8.0677,25.0534,0.057,376.4921,Cirrus
9.5409,0.82,-39.3643,1.1588,21.0665,9.9554,10.5207,34.5779,0.3204,352.386,Cirrus
10.533,0.5107,-42.6734,0.715,30.6844,8.2567,14.6492,28.6542,0.1225,286.8035,Cirrus
9.3192,0.4716,-27.3567,0.7953,23.243,3.3994,8.9559,29.9064,0.085,320.8073,Cirrus
9.5424,0.7097,-47.5037,1.0119,19.0854,1.5967,11.2956,15.284,0.0595,325.7937,Cirrus
10.2344,0.1058,-45.9084,1.7363,25.9104,0.9328,15.6592,39.9579,0.0226,307.8524,Cirrus
13.3468,0.4101,-41.1759,0.6093,94.1332,0.0,60.8167,69.3952,0.0477,214.2407,Cirrus
8.805,0.3425,-39.2309,0.3836,18.7825,2.0087,9.0052,40.0154,0.01,354.513,Cirrus
8.8881,0.2926,-40.4256,0.6827,17.3782,0.9353,5.8615,62.4684,0.01,364.2835,Cirrus
9.3708,0.2573,-42.3496,0.141,20.4406,3.8527,8.0976,50.4939,0.037,334.9284,Stratus
10.3148,0.4395,-38.3151,1.2368,28.3408,1.7547,12.8417,25.9713,0.01,308.3226,Cirrus
12.5302,0.5796,-37.7887,1.2764,64.125,1.761,45.8625,40.0911,0.0394,229.1534,Cirrus
9.3672,0.7718,-42.2703,1.907,21.2639,4.3796,8.4496,44.4246,0.247,331.4439,Cirrus
10.1656,0.3288,-29.1428,0.459,24.4434,1.1369,10.8091,43.7974,0.038,305.0432,Cirrus
6.9091,0.3081,-38.9086,1.286,35.5655,3.4078,22.5188,26.3468,0.1508,453.0053,Cirrus
9.5775,0.05,-43.9288,1.4345,19.0164,0.7601,7.3666,37.5289,0.0243,341.0283,Cirrus
9.4831,0.7661,-33.2958,0.1164,23.2818,4.2908,7.457,55.0665,0.01,334.515,Cirrus
10.7229,0.0605,-56.2049,1.3534,33.8703,0.0,16.0178,16.3471,0.0181,285.3707,Cirrus
8.8792,0.5201,-49.8765,1.3794,22.8314,0.8291,7.7846,47.4088,0.0752,356.2253,Cirrus
8.0331,0.4731,-43.4276,1.1104,22.2151,0.0,11.3821,49.175,0.0645,390.5733,Cirrus
9.7756,0.6476,-50.2455,0.3031,21.7085,0.8227,10.1876,14.4357,0.028,319.2386,Cirrus
7.6291,0.1801,-36.3768,1.1467,25.7883,0.0,13.7692,27.4631,0.0176,408.0896,Cirrus
8.5355,0.5435,-36.6152,0.0,18.2998,9.3065,8.8709,31.6811,0.01,373.2189,Cumulus
9.566,0.8071,-30.5823,1.4276,18.4387,10.2743,8.7565,45.5117,0.3506,317.5294,Cirrus
6.6239,0.4581,-46.0433,1.7191,42.6225,4.173,24.9531,35.0887,0.1589,448.2679,Cirrus
9.1932,0.181,-38.0275,1.0467,21.4679,4.1268,6.0234,28.389,0.1828,340.0693,Cirrus
11.3966,0.05,-33.0418,2.0956,45.2641,3.0496,25.3907,35.9512,0.1415,259.4965,Cirrus
7.5668,0.7722,-40.8622,0.712,28.3453,3.6111,15.676,40.2064,0.0175,414.7516,Cirrus
8.6799,0.2902,-35.0988,0.6904,19.3802,0.0,9.3588,33.0662,0.1297,364.1496,Cirrus
10.2062,0.3399,-42.7004,1.005,25.8056,8.9821,13.3846,54.5073,0.2361,308.4202,Cirrus
10.4785,1.0321,-32.797,2.7845,29.162,7.2633,16.788,35.4073,0.4278,287.5571,Cirrus
9.5695,0.6307,-47.3272,1.0011,23.9319,3.9716,10.0222,43.8913,0.1548,343.0613,Cirrus
9.2764,0.6864,-52.8607,2.7003,22.0578,7.6942,7.6234,22.3089,0.4086,334.1758,Cirrus
11.4841,0.8104,-44.6522,1.1731,47.5595,6.0255,25.9874,39.3581,0.1643,264.2596,Cirrus
9.7553,0.05,-42.615,0.635,24.4957,7.7127,8.591,28.9168,0.1581,314.4896,Cirrus
8.2308,0.7837,-38.9371,2.567,21.3756,1.6345,7.8286,28.9362,0.2163,378.4782,Cirrus
9.6442,0.8177,-38.8428,1.3293,22.6368,9.9423,9.8104,53.4976,0.3581,328.2795,Cirrus
9.3381,0.2885,-46.9659,0.9942,22.6322,2.6588,8.1076,27.0984,0.1124,341.2922,Cirrus
8.9736,0.588,-48.9897,1.8027,22.5414,3.6841,9.2032,28.8391,0.2486,356.584,Cirrus
7.4826,0.6419,-30.615,2.0731,30.116,1.9497,17.0216,14.252,0.1148,427.3719,Cirrus
9.4915,0.223,-42.964,0.7931,19.6199,0.0,10.0889,24.3797,0.01,349.4566,Cirrus
10.199,0.6286,-45.3301,1.8312,27.9255,7.5754,10.5207,14.6355,0.2939,315.2059,Cirrus
10.4006,0.2412,-39.7676,1.0414,26.2272,2.5679,13.7102,49.1417,0.121,298.729,Cirrus
9.5133,1.048,-48.7886,0.5132,22.7849,7.6638,8.7204,39.4159,0.0511,328.586,Cirrus
9.5427,0.4404,-47.0042,0.7048,20.3398,0.0,10.3905,44.6719,0.0407,326.041,Cumulus
8.8281,0.5418,-36.4569,0.3796,19.1629,0.0,10.3544,40.5778,0.0176,356.4143,Cirrus
10.6616,0.05,-49.1014,1.261,27.0939,0.0,14.5976,23.4881,0.0389,286.7169,Cirrus
8.0731,0.499,-51.3046,1.2635,22.9821,1.4868,8.4099,44.8031,0.0671,399.34,Cirrus
8.8748,0.705,-44.4894,1.9996,18.3293,3.2332,6.8716,32.6869,0.2213,361.214,Cumulus
8.533,0.1764,-40.1867,1.8079,19.3618,1.353,10.1473,41.9631,0.2048,367.6393,Cirrus
9.366,0.2694,-32.3771,0.9173,22.0554,4.9541,8.5352,5.0,0.1424,323.8389,Cirrus
11.0753,0.2223,-39.6164,1.0649,34.2887,5.3804,23.2119,20.6743,0.2252,268.3073,Cirrus
8.0747,0.1114,-38.3872,0.7457,26.0708,0.4019,9.8888,26.5404,0.0209,394.8204,Cirrus
9.8351,0.0762,-49.1587,1.2768,28.3871,0.0,8.5257,38.6724,0.1153,324.174,Cirrus
9.8618,0.6573,-40.6922,1.0454,21.3189,5.1825,11.6442,16.0997,0.1028,325.1598,Cirrus
8.3431,0.0836,-49.8349,1.2347,23.7425,2.2229,6.6886,62.2859,0.1153,382.7182,Cirrus
9.2689,0.05,-35.5921,2.2235,17.5391,2.254,9.284,50.1526,0.1232,332.8348,Cirrus
8.4239,0.267,-41.2051,2.2597,22.1527,5.9567,11.7101,50.6191,0.3872,367.3373,Cirrus
9.6208,0.4125,-42.3626,0.7629,21.3991,1.9927,6.6056,52.2472,0.0552,334.775,Cirrus
9.3581,0.5451,-38.4604,1.7438,27.1205,7.0584,7.18,41.5388,0.3743,346.0888,Cirrus
11.3058,0.1782,-45.4345,1.6574,41.3857,0.0,23.8272,21.4613,0.0644,266.4964,Cirrus
8.5816,0.2529,-45.3951,0.8155,22.4427,5.3744,7.8277,40.5025,0.0985,378.6671,Cirrus
9.2936,0.5352,-48.6565,2.1884,19.5599,2.3137,9.0468,29.0922,0.1736,351.3292,Cirrus
9.0517,0.6261,-29.5324,0.165,19.7777,5.1067,11.3685,32.2172,0.01,355.3459,Cirrus
11.1281,0.7109,-43.595,1.9529,37.5964,5.1085,20.5251,45.2649,0.1933,274.0816,Cirrus
8.9092,0.5199,-44.212,1.1182,19.6979,1.3604,7.6913,28.2412,0.01,345.0375,Cirrus
8.4306,0.05,-37.1438,0.4501,20.6915,0.0,7.7183,27.6122,0.0803,368.3561,Cirrus
8.5689,0.1812,-41.9183,1.0712,22.0837,0.0,6.2922,46.5321,0.0454,367.3503,Cirrus
8.549,0.7135,-58.2517,2.5146,18.7569,5.2786,8.8132,25.1738,0.3328,385.9873,Cirrus
8.8025,0.8427,-27.8407,2.9576,19.0456,7.7618,5.3915,31.2876,0.4999,372.1528,Cirrus
8.4731,0.3781,-45.3576,0.6549,25.8526,8.7966,6.488,33.9906,0.1734,369.6279,Cirrus
9.5186,0.3561,-47.878,1.1727,20.7833,3.2664,8.8061,41.97,0.0809,338.949,Cirrus
7.9417,0.1498,-43.1387,1.0698,24.4532,0.0,11.9656,43.7766,0.0122,388.1361,Cirrus
10.1919,0.7551,-45.6129,1.1867,25.7943,5.274,10.8806,27.027,0.0924,281.8873,Cirrus
9.5494,0.1354,-45.4786,2.3375,22.2634,0.0,7.7285,14.9224,0.01,343.8479,Cirrus
11.4461,0.8904,-41.1861,0.9264,43.414,10.0623,23.6183,50.3545,0.1763,240.919,Cirrus
10.0602,0.3796,-55.0206,0.6527,19.6812,5.5294,11.7034,7.9941,0.0783,288.0762,Cirrus
9.9391,0.185,-36.8564,0.8888,22.3562,0.0,11.4649,39.8754,0.0808,316.3937,Cirrus
11.9115,0.05,-35.321,1.0689,52.3621,0.0,34.0056,34.4337,0.1218,247.0432,Cirrus
10.0213,0.3324,-53.8266,1.739,22.6631,0.0,9.4048,38.1396,0.0918,318.1372,Cirrus
9.2423,0.3684,-38.811,1.288,21.1657,4.0109,9.725,38.7031,0.0159,353.5923,Cirrus
8.4569,0.3203,-47.992,1.6657,25.0033,0.1025,7.6231,32.1466,0.1426,382.6335,Cumulus
11.2435,0.4013,-45.0648,1.941,36.5776,5.7865,24.171,33.9975,0.2746,271.5452,Cirrus
8.29,0.7464,-39.5379,1.0031,20.8026,7.9585,8.3158,39.0003,0.1398,378.0498,Cirrus
8.1325,0.5547,-35.9351,1.151,23.2449,1.5996,10.1074,38.203,0.121,382.6459,Cirrus
8.1379,0.4487,-39.6826,1.5437,23.3882,5.7804,8.9273,5.0,0.2129,398.0533,Cirrus
8.5971,0.6854,-51.7244,0.7686,20.6538,7.9155,10.9523,34.1727,0.1343,362.6508,Cirrus
9.5521,0.1709,-41.551,1.231,22.7177,3.0843,7.1482,44.5986,0.0899,336.4217,Cirrus
9.1855,0.5783,-38.5739,1.941,21.6792,5.1428,9.2441,26.3351,0.2504,346.7984,Cirrus
10.1305,0.5736,-47.4089,1.2855,23.8207,3.0259,10.6613,40.5515,0.1323,308.1164,Cirrus
8.192,0.7749,-47.9208,2.0928,22.0566,12.4317,8.8929,47.2517,0.5305,392.8191,Cirrus
8.4539,0.0573,-42.5001,0.5623,20.4695,0.0,9.87,36.1209,0.01,369.8885,Cirrus
9.6843,0.1835,-37.9846,1.4367,19.981,1.6403,7.5143,36.4874,0.01,312.1406,Cirrus
8.343,0.1975,-45.9671,1.6046,21.8156,4.1767,10.4176,18.7201,0.1562,391.2025,Cirrus
7.8654,0.5195,-40.317,1.4217,24.3314,2.5007,13.2068,33.8825,0.0952,401.6177,Cirrus
7.6642,0.456,-50.8238,0.9984,25.1612,3.2019,11.1007,40.9725,0.0609,411.9631,Cirrus
9.4418,0.5419,-40.1066,0.1788,18.7577,1.1462,9.3918,29.7565,0.0196,330.58,Cirrus
9.4174,0.05,-54.7499,1.9828,21.6353,0.0,10.5831,30.3676,0.0807,329.3617,Cirrus
9.3608,0.768,-39.8313,0.2124,22.8941,12.6713,6.9786,41.229,0.1159,357.5153,Cirrus
10.9603,0.4588,-35.8302,0.2649,36.9228,1.4062,17.5801,39.2693,0.0389,268.3165,Cirrus
9.8626,0.5381,-43.1683,1.6069,20.2862,7.5026,8.0955,40.5936,0.3499,321.7566,Cirrus
9.5004,0.4926,-38.0983,0.9416,24.3089,2.1011,7.3758,16.1633,0.0434,335.9081,Cirrus
11.1176,0.243,-40.2829,1.3006,37.2267,0.0,23.2304,40.0737,0.1031,278.91,Stratus
10.67,0.5295,-51.6399,0.3019,34.2842,0.7752,16.3776,15.7781,0.01,284.7379,Cirrus
8.6241,0.4191,-50.2675,1.4041,20.999,4.0499,9.3252,31.7721,0.1134,377.8935,Cirrus
10.5015,0.4157,-44.5343,1.7853,29.5757,0.0,14.1997,58.2687,0.0873,292.6161,Cirrus
11.6275,0.5233,-43.04,0.1072,47.0841,7.7853,29.0036,41.8025,0.01,256.5854,Cirrus
11.632,0.3744,-47.4778,1.3765,46.6885,2.165,30.5846,38.9195,0.0106,258.7122,Cirrus
10.6721,0.0598,-50.5417,1.8316,33.349,0.0,18.1377,24.9585,0.01,290.9243,Cumulus
9.9656,0.3546,-61.9942,0.2662,22.7564,0.0,11.9167,53.5092,0.01,326.5964,Cirrus
9.8483,0.8063,-30.285,1.3013,24.3963,3.1351,10.0207,38.728,0.1067,308.4408,Cirrus
11.2486,0.2616,-30.067,1.236,39.5512,5.1651,22.1127,7.1625,0.1908,278.7847,Cirrus
7.8948,0.4235,-47.9147,1.4497,25.7751,0.0,12.4252,26.8435,0.0654,404.2757,Cirrus
11.0211,0.6086,-52.0831,1.0092,37.4032,2.6436,20.1868,38.2845,0.1003,282.5646,Cirrus
9.6565,0.9298,-31.8151,0.1804,21.4821,10.9553,11.3809,32.2941,0.1074,327.4628,Cirrus
8.3928,0.3361,-56.838,0.9219,19.2107,0.0,6.1611,47.9936,0.0441,373.7924,Cirrus
8.0816,0.0932,-34.8049,0.811,23.0834,0.0,10.215,21.4543,0.0116,395.3017,Cirrus
7.4533,0.5681,-37.5426,1.1525,30.5748,0.256,14.8415,37.0882,0.0128,418.8477,Cirrus
10.1774,0.1969,-44.4472,2.0436,20.7727,0.0,11.932,27.4634,0.0286,293.7695,Cirrus
11.8069,0.4738,-32.2488,0.1595,51.9699,4.1773,29.462,36.8911,0.01,262.863,Cirrus
8.901,0.5515,-46.6183,1.8725,17.0372,5.1835,8.2612,28.401,0.2532,350.1219,Cirrus
8.4752,0.2802,-36.1165,2.4377,21.2691,1.7068,9.8833,35.7111,0.0843,369.781,Cirrus
10.9502,0.332,-43.7476,2.3949,37.0821,0.0,20.9698,53.1166,0.1232,287.1691,Cirrus
9.6362,0.6048,-50.5165,2.4534,20.367,0.4016,9.931,16.0417,0.1237,326.6412,Cirrus
11.0052,0.6732,-27.6997,1.3348,36.4636,6.7258,19.8497,59.7054,0.2314,276.4221,Cirrus
8.329,0.4111,-46.9593,1.2505,24.5351,1.9637,8.5287,76.7407,0.1429,378.5339,Cirrus
10.2831,0.4422,-45.005,0.0,24.6355,0.0,10.8575,28.9702,0.01,302.1419,Cirrus
11.6782,0.119,-36.3063,1.0478,47.5011,0.5632,30.9301,51.7809,0.0277,257.9306,Cirrus
8.2401,0.4295,-33.3179,1.9928,22.4453,5.4628,9.7962,45.7615,0.1892,396.6731,Cirrus
9.1151,0.3021,-51.2312,0.2052,22.1163,1.5485,8.0264,44.2339,0.01,331.7746,Cirrus
9.0661,0.4197,-31.9141,0.598,24.8709,0.0,8.9945,25.8631,0.0204,365.7658,Cirrus
10.3994,0.7546,-42.0441,1.2767,27.0614,5.5889,15.5579,23.6539,0.1776,317.425,Cirrus
11.0128,0.1185,-42.6153,0.0421,38.5939,0.0,22.4643,29.2662,0.0564,269.6184,Cirrus
8.6819,0.6938,-43.172,2.4764,19.668,1.7523,8.5624,29.8919,0.1538,362.6727,Cumulus
12.4977,0.4487,-42.117,1.6086,66.6734,2.9828,45.4203,20.2435,0.1628,234.8346,Cirrus
9.5678,0.3933,-52.9153,1.4403,20.2438,0.0,8.7212,25.5494,0.0272,338.5385,Cirrus
8.8188,0.1828,-39.154,1.7664,18.5962,0.4405,9.6702,47.0799,0.0561,357.1743,Cirrus
11.2132,0.4699,-40.5705,0.9629,40.1381,5.4667,23.8838,53.5349,0.1607,275.2547,Cirrus
9.6681,0.9429,-44.5712,1.396,22.4707,14.6803,9.3992,24.1074,0.5222,333.9158,Cirrus
9.0485,0.05,-40.5602,0.5161,20.48,0.0,9.0911,64.2892,0.01,336.6325,Cirrus
8.8492,0.05,-43.4358,0.0,22.2822,0.0,9.3427,17.7749,0.01,359.9328,Cirrus
12.0226,0.3558,-42.5184,1.1773,59.8714,6.1133,33.146,20.778,0.2192,242.7378,Cirrus
8.3073,0.4818,-39.0766,2.3075,22.3561,0.0,11.251,12.3513,0.1262,383.2611,Cirrus
10.851,0.6349,-43.5815,2.3722,33.7432,3.3809,17.3234,13.3192,0.2484,271.2445,Cirrus
8.526,0.513,-47.4412,1.0679,19.7798,8.5264,8.1887,48.6942,0.1893,373.3594,Stratus
8.7527,0.05,-36.6881,1.0064,18.6593,0.0,6.5479,29.227,0.0141,356.6248,Cirrus
