period_min,amplitude_mag,bp_rp,phi21,r21,fe_h_proxy,skewness,luminosity_lsun,n_modes,star_type
288.8631,0.1276,1.4056,4.71,0.5356,-1.8,-0.0257,1163.7008,1.0235,0
76.7142,0.238,1.1266,1.1378,0.2465,0.8,0.6661,19.2358,0.7181,0
600000.0,1.3734,3.689,5.1294,0.1982,0.0679,0.0695,0.5,-0.3,3
1312.5764,0.0095,-0.15,4.4267,0.2473,-0.5676,0.0217,39.6274,0.7882,5
685.478,0.6302,1.4678,2.2078,0.241,-0.2857,0.8277,6855.3084,0.0168,1
1172.8285,0.947,1.9046,1.2196,0.3372,-0.1444,1.4385,105694.2923,-0.2,1
1392.3727,0.0932,1.2213,3.4668,0.4743,-0.0787,0.1439,0.5,1.0498,0
780.9965,0.0274,1.4258,7.358,0.1165,0.3474,0.5711,0.5,1.2407,0
80.6205,0.112,0.05,5.7234,0.01,-1.0871,0.0769,0.5629,0.1695,6
217974.4034,2.4458,2.8368,5.583,0.4895,0.1275,0.4717,500000.0,-0.2532,3
24.5158,0.0109,1.2594,3.1431,0.3919,-1.8933,0.6418,2.6959,0.7199,6
103.1592,0.1672,1.7966,2.2401,0.3239,0.7304,0.6724,0.5,1.0073,0
7187.1448,1.3548,2.1841,5.9939,0.4225,0.3479,0.0373,3519.1053,0.048,2
312778.2574,1.1994,2.9226,1.9776,0.352,0.0479,0.7137,500000.0,0.7516,3
87541.2154,1.4593,1.8259,4.0213,0.197,-1.4902,1.3,78.9843,0.3579,4
64.807,0.0443,1.8077,3.7445,0.01,0.8,-0.5589,1.0399,0.9711,0
31.165,0.2846,0.9798,2.7296,0.7105,-1.3283,-0.3968,0.5,0.6058,6
574.5369,0.0163,0.2977,3.2163,0.4762,-0.3806,-0.8509,62296.0027,0.281,5
35554.1579,0.1584,0.6272,4.3619,0.5357,-1.4652,-0.4644,40.7775,-0.0215,4
55.6584,0.0817,0.1772,3.0978,0.01,-0.5399,0.1438,0.5,0.9908,0
8999.9425,2.4625,1.2442,4.248,0.6495,-0.7816,-0.2224,500000.0,0.5344,2
27936.1985,2.0427,1.1691,4.8307,0.3534,0.6608,0.5448,206.1241,0.4976,2
1328.1175,0.3857,2.1175,3.8994,0.1986,-3.0223,1.1145,1067.7444,-0.2,1
787.5663,0.9631,0.756,3.7266,0.5508,0.35,0.2238,10.49,0.2116,1
380575.4688,2.4199,4.4696,6.415,0.3895,-0.9397,0.2693,500000.0,0.0945,3
4913.6231,0.2182,1.0545,5.6477,0.5177,-2.377,0.3497,26.6922,0.0153,4
39295.5865,1.0231,1.055,6.3969,0.7459,-0.2096,1.2805,592.5867,0.4491,2
175877.5347,2.0845,4.9483,1.9384,0.4745,0.0436,0.0888,9166.0655,0.6113,3
1137.5051,0.12,0.4932,2.4334,0.5044,-0.505,-0.5,233.7524,0.2054,1
9932.5965,0.9247,1.5403,6.9061,0.7932,-1.6926,0.4437,1497.7893,-0.2,4
14.6307,0.0114,0.1121,7.0382,0.01,-0.053,-0.3338,6.7869,1.7958,0
308.2802,0.3446,0.741,3.0283,0.0625,-1.5075,0.3876,55.7511,1.5263,6
889.9715,0.4686,2.0519,0.0031,0.4602,-3.2,0.9424,123.272,-0.2,1
37835.7654,0.3692,1.4864,4.3864,0.5305,-2.318,0.4508,0.5,0.6579,4
982.7543,1.2188,1.4482,3.1105,0.2654,-0.8537,1.1468,52.0914,0.1227,1
1153.7237,0.0293,1.1381,3.9103,0.3179,-0.335,0.2238,500000.0,0.5889,5
439.4347,0.0944,0.6079,2.8212,0.1801,0.8,0.3869,6.691,1.5382,0
16129.3431,2.8,0.3526,5.4571,0.221,-0.094,-0.1465,500000.0,0.4116,2
25.3538,0.3772,1.4672,0.5732,0.4472,-0.5906,0.0685,9.6595,1.6861,0
676.7934,0.0392,-0.13,0.5979,0.5015,0.3955,0.3935,94.9049,0.9597,5
7260.8137,0.658,1.3305,6.385,0.225,-0.7688,0.3599,47435.8778,0.7941,4
36.7935,0.0848,1.2105,5.123,0.3353,-0.1191,0.3033,500000.0,0.5409,0
65819.7505,0.5285,2.2354,5.4283,0.2925,0.1596,-0.2287,0.5,0.5142,2
62148.6908,0.275,1.4918,6.4771,0.6106,-0.771,0.6832,500000.0,0.2036,2
158.352,0.6989,1.0052,4.5737,0.0304,0.7532,-0.118,0.5,0.9008,0
1205.9894,1.0852,0.8698,2.7716,0.4711,-0.5689,0.7703,229.3334,0.9,1
587.7523,0.513,1.4847,4.9432,0.4337,-2.2626,-0.4083,86.216,0.2137,6
1721.3392,0.9003,0.4315,3.478,0.543,-2.4694,1.8,0.5,0.1481,1
19.3171,0.0758,1.3049,6.8292,0.01,-0.0111,0.0556,3292.4976,1.0793,0
11570.0421,0.5239,2.1259,5.8933,0.5212,-0.5111,-0.0102,45170.5395,-0.1178,2
1833.1171,1.0516,1.1685,2.0827,0.2753,-2.6654,0.7133,79.7417,-0.2,1
315.6306,0.0989,1.0805,7.0882,0.3399,0.8,0.0748,0.5,0.8359,0
1650.9419,0.0966,0.7146,6.8862,0.155,-0.1346,-0.6446,0.5,0.8388,5
310.435,0.0383,0.197,3.9349,0.3766,0.5135,0.3984,76804.9759,1.2004,5
17980.3183,0.7496,1.9112,1.6046,0.2217,-1.8008,0.6471,5616.0824,0.1849,4
17613.6159,0.1374,1.2207,5.6006,0.7237,-1.3347,0.1813,20.8959,-0.2,4
21.7269,0.0786,0.3431,2.6361,0.1913,-0.3243,-0.0514,115.962,0.8268,0
35.3945,0.035,1.202,5.7652,0.2472,-0.369,-0.0072,60.397,1.3275,0
69.6274,0.3802,0.92,3.7008,0.01,-0.3978,0.5028,135.4328,0.5035,0
634.6557,0.7833,1.4961,4.4922,0.5942,-2.2607,0.2706,8534.7467,0.7817,1
951.8912,0.8787,1.0908,0.2292,0.3434,-0.8136,1.2273,8.973,0.9,1
600000.0,1.9416,2.6836,5.1304,0.2547,-1.3272,0.5391,6947.2563,0.0741,3
1966.1988,0.7009,0.6104,1.4742,0.8532,-1.1108,0.898,0.5,0.4061,1
652.1083,0.3092,1.9266,3.9887,0.7661,-0.9679,0.3907,0.5,0.2238,1
707.9705,0.7729,0.8393,0.0,0.4259,-0.8222,0.5146,0.5,0.3908,1
13288.2473,0.6046,1.9379,3.8965,0.03,0.352,1.0218,500000.0,0.2025,2
807.156,0.0184,1.2095,5.1274,0.5987,-0.7196,-0.9157,0.5,1.7475,6
36557.5058,0.4849,1.7437,5.8966,0.2517,-0.6586,-0.3079,42.5092,0.4609,2
38.9855,0.2301,1.3842,2.0806,0.4947,0.5174,0.2638,731.8042,0.8637,0
213.3307,0.1588,1.035,2.9933,0.1146,0.0209,0.0257,1174.972,1.6763,0
316.4223,0.007,0.948,2.8322,0.5016,-0.531,0.7108,19317.9701,-0.1,5
66579.0521,0.7855,0.4907,4.4931,0.4601,0.2048,-0.5,500000.0,0.1584,2
4419.3565,0.7665,0.2791,3.3657,0.95,-0.4729,0.4828,5.5073,-0.2,2
226.8624,0.223,0.5571,6.0245,0.4303,-0.0087,0.405,8.0392,1.8601,0
15003.5587,1.1333,1.653,4.5954,0.8129,-0.6887,0.6093,500000.0,-0.038,4
54.4651,0.023,1.741,4.9839,0.3031,-0.7086,-0.0598,359.9965,1.3101,0
73594.952,1.2597,3.9096,0.544,0.376,-0.7355,0.7011,7.9597,-0.182,2
9086.2256,1.0033,1.8975,6.2565,0.4831,0.2889,-0.051,0.5,0.5144,2
3584.0548,0.9341,0.9259,3.6398,0.6482,-1.4817,0.0676,28170.053,0.525,4
20014.1431,0.2206,1.9156,7.0404,0.5779,0.2101,-0.3327,500000.0,0.8327,2
25580.8229,0.6455,1.0935,5.611,0.5421,0.85,0.2372,0.5,-0.2,2
488216.2166,4.6504,4.3907,4.458,0.3714,0.8225,1.2169,8.6808,0.5392,3
677.48,0.8174,0.8836,2.5301,0.7932,-0.8896,0.9964,54530.4837,0.1404,1
6158.6169,0.8509,2.1101,4.7373,0.5396,-0.3834,0.3171,0.5,-0.2,4
1285.5292,0.6035,1.6825,3.5354,0.4961,-2.8936,0.6533,18.7228,-0.2,1
45048.8792,4.8637,3.904,3.8162,0.4033,-0.1239,1.1742,8604.921,-0.3,3
22.4064,0.8306,0.7097,6.569,0.3637,-0.5765,-0.1188,311.9686,0.8475,6
28.3477,0.0805,0.0765,6.6548,0.1286,0.3893,0.2785,0.5,1.1697,5
12609.5554,0.7415,1.6113,5.3239,0.5851,-1.5793,0.6685,9320.8794,0.4819,4
11211.7833,1.4938,1.6335,6.7297,0.3879,-0.8011,0.5436,114778.7337,-0.2,2
266.0347,0.3643,0.9714,2.9243,0.4468,-0.3209,0.4253,3444.2752,0.2486,0
957.2428,0.5752,0.7699,2.1187,0.7164,-1.3434,0.4806,4.0512,0.6016,1
21231.463,1.764,1.827,3.955,0.6084,0.4436,0.8985,712.8928,0.2962,2
37.0029,0.3761,1.0114,2.5194,0.4244,-0.7005,-0.1612,0.5,0.7509,0
358.8032,0.3484,0.7424,2.23,0.3333,0.6112,0.4843,0.5,1.1442,0
46026.2656,0.5497,1.5613,6.8249,0.7167,0.2212,0.4082,31857.8257,-0.0712,2
32.7838,0.2965,0.2985,4.3588,0.2348,0.8,0.2014,3.575,0.9419,0
39.77,0.0252,0.9943,5.5816,0.01,0.6361,0.7442,0.5,1.2776,0
772.3206,0.8016,1.4839,2.663,0.4996,-1.6015,0.5128,4.306,0.2983,1
449926.5886,2.4599,2.0278,6.2181,0.212,-0.6582,-0.1562,0.5,0.5068,3
41540.5279,1.0432,1.794,4.974,0.699,-0.7269,0.7121,87.6085,0.0198,2
8588.4469,0.3462,1.4826,3.6281,0.3811,0.85,0.4772,4122.8205,0.4794,2
2002.1779,0.8669,0.9831,1.3934,0.4265,-0.7017,-0.0908,0.5,-0.2,1
359.088,0.1071,0.8922,3.2769,0.8202,-1.7736,0.3485,0.6628,0.7979,6
38713.8578,0.2414,1.5918,4.8898,0.1055,0.8002,0.4343,6551.3143,0.289,2
1039.8602,0.0834,0.8605,5.7323,0.1185,-1.5963,-0.1125,1.0473,1.6543,0
69.1896,0.0893,2.2291,1.2407,0.7511,-0.2407,0.1941,0.5,0.5645,0
999.5692,0.368,1.3667,0.7723,0.4218,-1.2484,0.5263,125.0495,0.2432,1
850.8448,0.0038,0.6568,4.6947,0.01,-0.5801,-1.1849,1.2308,0.136,5
165.1026,0.0565,0.888,3.4889,0.1336,-0.4195,0.4192,66.8065,0.9408,0
1511.3259,0.4963,2.2403,3.2191,0.4945,-3.1468,0.3646,195.7946,0.2671,1
5552.8878,0.5946,1.7604,6.4814,0.6052,-0.2627,-0.0267,18837.2444,0.389,2
404163.4972,1.1582,4.3185,7.7118,0.28,-0.472,0.9378,23.6974,-0.1518,3
668.9185,0.0703,1.3719,6.8335,0.231,0.4967,-0.2204,0.5,0.9237,0
1896.5435,0.6481,0.9511,0.0412,0.4096,-1.1507,1.091,321.1496,-0.2,1
899.1819,0.0727,0.5888,5.1097,0.3896,-0.3796,0.5598,0.6128,2.1127,0
957.0079,0.0853,1.0815,2.3894,0.0498,-2.0431,-0.4231,13.8606,0.8431,6
519303.0761,4.8765,1.94,5.1588,0.4066,-0.5209,-0.0652,500000.0,0.1623,3
1149.4068,0.0897,0.1977,8.5,0.01,-0.5221,0.4348,500000.0,0.3579,5
33.6655,1.2,1.1163,2.2254,0.2624,-0.3611,0.1414,9.0187,1.4651,0
21512.2703,1.3301,1.1908,6.0933,0.3717,-0.5191,-0.0636,1.466,0.5535,2
105836.7551,0.8604,1.5417,3.7348,0.1988,-0.737,1.3,0.5,0.0569,4
38783.704,0.3824,0.9733,4.1372,0.541,-1.4233,0.0966,5.8936,0.1869,2
143.0001,0.0822,1.1333,2.6973,0.0627,-0.8424,-0.7735,1.6394,1.4388,6
649.3096,0.0307,1.2473,6.8699,0.3622,-1.3935,-0.1451,5456.3765,0.1519,0
579.136,0.5079,0.7435,2.6371,0.01,0.1084,-0.1725,13.654,1.5035,0
287.4444,0.0975,1.0058,2.7187,0.141,-0.9625,-0.2156,14.1939,1.0545,0
158.6805,0.0393,0.5851,1.5725,0.2554,0.8,-0.3526,0.5,1.4416,0
19.3154,0.0378,1.2827,2.2701,0.4505,0.8,-0.079,0.5,0.7924,0
888.4342,0.1314,1.1091,4.6583,0.4691,-0.4222,-0.3483,5.772,2.2,0
20231.034,0.3378,1.0224,4.3744,0.5056,-0.3935,0.2886,19.8809,1.0,2
687.5057,0.6323,1.405,5.035,0.0852,-1.8087,0.7472,0.5,-0.1381,1
7801.0362,0.5083,1.6473,5.4469,0.5703,0.3167,0.1518,15069.2575,-0.1213,4
31.3449,0.0067,0.2809,5.5471,0.6576,-0.0108,0.0006,0.5,0.9637,6
36060.431,0.3123,1.412,8.0125,0.5294,-1.0081,0.5341,462277.0144,0.5572,4
600000.0,1.3348,2.6971,6.4752,0.0813,-0.2024,0.8592,271244.2205,0.0961,3
8331.2891,0.2529,2.4351,4.9553,0.4632,0.7996,0.6469,227.7749,0.1204,2
52.3365,0.0233,0.2951,2.6506,0.3259,-0.652,0.3787,5131.7986,0.6044,5
129.4415,0.3788,0.7396,2.4498,0.01,0.8,-0.3073,1229.8064,0.3041,5
10805.8301,0.5476,0.8352,5.3395,0.5014,-2.0736,0.9657,223.0942,0.377,4
18716.7197,0.6524,2.4524,3.685,0.6802,-1.0558,-0.5,500000.0,-0.2,2
56.6549,0.0435,1.3885,7.838,0.3081,-0.1599,0.486,0.5,0.132,0
4326.1588,1.265,1.2938,5.7393,0.03,0.5422,0.9486,3.1395,0.4196,2
1285.0472,0.2925,0.6286,3.2552,0.4132,-1.6484,0.5379,127845.7915,0.7743,1
27.2714,0.1225,0.5936,0.6432,0.1536,0.3083,-0.9029,1.9974,1.2453,0
258.0424,0.0557,0.9232,2.3757,0.4496,0.1345,0.9459,63063.5115,-0.1,5
293.6113,0.1748,1.0339,3.897,0.01,-1.2489,-0.1078,0.5,0.9775,6
1596.4659,1.139,0.8355,2.1621,0.4775,-0.9963,1.1028,500000.0,0.9,1
550.1251,0.1806,1.3018,3.9739,0.0971,-0.5615,0.2126,0.5,0.8893,0
846.8482,0.3885,1.4918,3.7673,0.2732,-0.6199,0.8018,1.0147,-0.0107,1
542.8879,0.7215,1.0944,1.2119,0.4322,-0.6324,0.4439,152.4017,0.2259,1
358.6562,0.2375,1.5949,3.2307,0.3176,-0.2397,0.8807,30376.0578,1.3946,0
567.0032,1.2956,1.0517,4.4821,0.6824,-1.5484,1.5556,21.549,0.7239,1
719.2676,0.1854,1.1074,5.077,0.1931,-0.2269,-0.7726,0.5,1.2523,0
255893.4502,5.1343,3.2664,4.2076,0.1755,0.4841,0.5967,500000.0,0.5876,3
16571.2586,0.9622,0.9437,6.0369,0.5967,-1.8137,-0.0346,8972.3862,0.1817,4
600000.0,1.8103,3.817,1.4088,0.099,-1.8,1.4641,282185.2446,0.5934,2
148000.4515,0.854,1.8471,6.4567,0.5105,0.6074,0.3188,281.378,-0.1321,2
1770.5514,0.8653,1.4142,2.6257,0.4867,0.35,0.456,167.2312,-0.2,1
115.621,0.1382,0.6357,3.738,0.1287,0.6344,0.3531,0.5301,1.1645,0
17.0983,0.1159,0.5703,6.2495,0.3228,-1.0579,-0.1487,7.0609,1.188,0
392583.9826,2.5262,1.9164,2.2344,0.1573,-0.1113,0.7832,1025.7186,0.0025,3
762.2901,0.332,0.8301,5.0485,0.372,-1.1369,-0.2314,5.1924,-0.0584,1
83236.4308,0.2816,1.6438,3.6965,0.2568,-1.1165,0.9013,135.0953,0.7065,4
763.1159,0.5915,0.8168,2.7317,0.3338,-2.8875,0.1329,74.8967,0.0769,1
181.8053,0.0378,1.759,2.2743,0.2911,0.0195,0.2714,3.0805,2.0738,0
1649.9989,0.7039,0.979,2.7567,0.2936,-1.3435,1.0508,99.6218,0.6142,1
71.4402,0.0802,0.05,2.4659,0.1609,0.5971,0.7629,0.5,1.0043,0
762.906,1.164,0.9891,1.6484,0.1425,0.2671,0.7259,0.5,0.7486,1
5862.2297,0.2755,1.1294,4.0449,0.284,-0.4505,-0.2823,0.5,1.0,2
48.5921,0.4493,0.5349,1.6936,0.4357,0.8,0.5731,4.9691,1.4692,0
63.1155,0.5031,0.6771,2.15,0.6597,-0.4432,0.1673,0.5,1.8308,0
570.1365,0.7024,1.6914,4.2945,0.8146,-1.6301,0.7491,0.5827,-0.2,1
599969.7615,3.135,4.7337,2.6336,0.1225,0.5479,0.7158,56544.1665,0.446,3
8672.4123,0.3565,2.3321,3.0132,0.1506,0.6495,0.8294,31746.5411,0.1336,2
39136.9321,1.4139,1.1868,5.7681,0.9114,0.2959,0.8125,16122.1401,-0.2,2
24686.4342,1.3955,1.4739,8.0303,0.5161,-0.2111,-0.3505,316.391,0.2676,2
519.0101,0.3267,0.1692,5.2323,0.0844,-0.7287,1.1,448.3539,1.9749,0
577.5688,0.5074,0.753,1.1374,0.8526,-0.3878,0.4395,421.6685,0.2208,1
978.0569,0.9808,0.8669,1.7417,0.2389,-1.2207,0.5561,1192.9018,0.606,1
786.4032,0.5512,0.8487,3.2322,0.0856,-1.4288,0.4117,24990.2454,0.2181,1
1097.7329,0.12,0.985,2.3665,0.4031,-0.8483,0.7121,5.1696,-0.2,1
1430.0213,0.7292,1.0466,2.0361,0.4912,-0.6712,1.0157,0.5,0.1365,1
678.4757,0.1677,1.2192,2.3335,0.6155,-2.9066,0.0137,326.4171,-0.2,1
72680.3101,0.843,0.6651,2.2466,0.796,0.3298,0.2001,516.8258,0.1793,2
122.113,0.0417,1.0506,3.194,0.01,-0.2558,0.4925,0.5,1.211,0
24186.2267,1.0626,1.1462,7.5755,0.412,-0.6825,0.291,500000.0,0.581,2
1125.3103,0.3425,1.5493,5.1466,0.4586,0.254,0.2524,14.8931,0.4416,1
5761.942,0.67,1.0115,7.4221,0.1027,0.1579,0.1286,89.146,0.0001,2
267.8061,0.1924,0.657,3.6196,0.2288,0.21,0.17,40.3725,0.3829,0
9722.0173,0.7408,1.152,4.6296,0.7146,-0.7028,1.1602,41591.5759,-0.0252,4
267.9094,0.0254,1.0981,2.7916,0.1666,-0.821,-0.1626,0.5,1.2961,0
38.7122,0.0421,1.069,6.268,0.8156,0.1849,1.0625,2179.105,1.1322,0
50425.9068,0.7221,0.381,3.656,0.6204,0.6243,0.1122,19.6735,0.1978,2
38848.8657,0.6595,2.1887,5.3177,0.5098,0.0878,0.2125,500000.0,1.0,2
45.3901,0.5392,0.644,4.5879,0.2711,0.4405,0.1752,0.5,1.0119,0
299.5058,0.1164,0.6609,3.0733,0.2542,0.4458,0.1494,0.5,1.1988,0
6220.2948,0.5224,1.0375,5.8311,0.5197,0.765,1.1013,101364.5918,0.7222,2
49220.8603,0.963,2.4605,2.5863,0.2258,-0.5796,0.2733,49.0867,0.4691,3
67813.0295,0.3445,1.1616,3.8921,0.3135,-0.1312,0.7335,465.0385,0.5366,2
379.9807,0.8435,1.7939,4.385,0.01,-2.0644,-0.3352,500000.0,1.8031,6
1597.1239,0.2617,1.0924,3.8994,0.3107,-3.2,0.5584,1.0685,0.9,1
9190.5121,0.5208,1.7427,4.4878,0.6549,-2.6414,-0.2362,2407.1072,0.06,4
936.4332,0.5478,1.2961,1.3807,0.4686,-0.5343,0.2355,271.0779,-0.2,1
1236.8728,0.12,1.2708,0.0621,0.1707,-1.1534,0.6474,4.5478,0.2984,1
588.9809,0.3416,1.9214,0.0082,0.3737,-1.7543,0.1621,25.8589,-0.0074,1
59.337,0.0298,0.0332,8.2818,0.3158,-0.4209,0.5039,0.7642,0.5752,5
631.542,0.1603,1.5964,1.8008,0.653,-0.5733,0.2935,8356.2075,0.1985,1
618.8127,0.6735,0.7638,2.2694,0.6133,-2.2391,0.3825,104.4464,0.9,1
347765.0606,3.4483,3.3335,2.7152,0.01,-0.5219,0.6439,6606.4977,0.2155,3
32232.9774,1.2052,1.5635,7.851,0.4774,-1.0779,0.4012,1925.4535,-0.2,4
293.9263,0.064,1.2518,4.9651,0.5505,-0.4226,0.2503,380.0314,0.5523,0
1330.8301,0.5974,1.0165,1.4818,0.1473,-2.0047,1.8,1.0504,-0.1787,1
8475.9617,2.3121,1.2664,4.809,0.7571,-0.3539,0.6824,191.8762,0.5943,4
1142.6623,0.7702,1.379,1.7475,0.7852,-1.9679,0.4382,60.128,0.3699,4
3364.6806,1.9063,1.7233,4.6353,0.5056,-1.5301,0.0351,46683.5505,0.0982,4
28.1837,0.1244,0.9623,5.7186,0.3165,-1.3985,-0.2659,54.0719,0.8726,0
32.4166,0.2456,0.3455,5.3443,0.2572,-0.8939,0.3356,54.4686,0.2228,0
1486.1879,0.0374,1.2979,5.0938,0.2282,-0.2384,0.3915,3.8173,1.322,0
213936.1171,3.3824,2.7874,5.3489,0.0832,0.2897,1.2451,15375.7535,0.122,3
16069.0231,1.3797,1.6138,4.2353,0.3744,-0.2288,0.2265,18057.4413,-0.2,2
149.9422,0.0869,0.9632,7.3461,0.3244,-0.8948,0.0248,0.5,1.3101,0
4163.3527,1.1749,1.2437,4.7211,0.3452,-0.6851,0.3864,0.5,-0.0321,2
72.7948,0.0283,0.1314,2.9982,0.3946,-0.4317,-0.5869,500000.0,0.7711,5
917.2828,0.9021,2.2221,2.3459,0.2556,-0.6141,0.724,0.5,0.117,1
925.6971,0.4817,1.4235,0.1572,0.5349,-1.6333,-0.2933,105.9171,-0.0554,1
71862.2697,0.8871,0.5104,6.1776,0.6008,0.6295,0.5586,13.6685,0.6992,2
216.1251,0.0671,1.0571,2.5306,0.7468,-0.7921,-1.0265,500000.0,0.7758,0
22.5742,0.1011,1.305,1.3081,0.0721,-0.7401,0.2967,0.5,1.4018,6
14580.1969,0.2797,1.6931,3.8284,0.6674,0.7412,-0.2895,496.0479,0.212,2
1064.8997,0.675,1.8127,2.1375,0.0635,-2.2207,0.8274,71.4841,0.4763,1
1143.8999,0.4667,1.6584,3.5114,0.2713,-2.0995,1.2408,55.7778,0.0542,1
600000.0,3.5863,4.0715,3.937,0.0811,-0.3548,0.4237,25.3315,0.2913,3
115246.4841,1.764,3.816,8.5,0.4896,-1.8,0.8331,5.1849,0.3265,3
242667.824,4.8998,3.0519,3.1082,0.422,0.2695,0.1927,500000.0,-0.0808,3
24600.0815,0.5725,1.407,5.8426,0.6298,0.3863,0.1243,13.7827,-0.1558,2
918.5298,0.0358,1.1606,7.0133,0.2129,0.5362,0.2629,0.5,0.9034,0
374838.0311,1.4733,3.3234,4.5616,0.3223,-0.5609,0.3092,500000.0,0.1476,3
223.6011,0.43,1.0737,1.1369,0.4184,-0.4267,-0.557,332.2073,1.1687,0
6073.6852,0.5312,0.9927,6.5249,0.4568,0.8342,0.4227,0.7522,0.1461,2
29.9789,0.0426,0.9599,0.9609,0.2034,-0.6027,0.2902,0.5,0.9898,0
59.0318,0.1906,1.4677,3.4595,0.3627,0.4628,0.8489,1.9913,1.1975,0
863.8086,0.6145,2.1776,2.3252,0.1297,-1.0743,0.0971,0.5,0.1692,1
23183.8583,2.8,0.9126,5.0234,0.3956,-0.0264,0.5323,0.5,0.2974,2
14084.1508,0.3498,1.1887,5.8978,0.4258,0.7983,0.5183,11491.0956,-0.2,2
42.1273,0.0582,0.5993,4.9719,0.2856,0.4588,0.1888,7783.5524,0.4208,5
325055.3572,2.499,5.1019,1.4735,0.3021,-0.0051,-0.8,5002.5964,0.2483,3
2780.9407,0.6046,2.0306,3.9129,0.1669,-1.112,0.9053,0.5,0.1866,1
1235.5445,0.8882,1.1924,1.9055,0.1754,-1.9529,0.6653,0.5,0.5265,1
145470.5048,2.9898,3.7684,8.3898,0.7287,0.319,0.2133,4.3834,-0.2514,3
34.0755,0.0576,0.6296,5.2148,0.8,-0.1853,-0.1546,500000.0,0.698,0
39535.8653,0.4986,1.9616,5.2949,0.7652,-0.1677,0.2531,0.5,0.3304,4
29.3912,0.3853,1.1424,1.4769,0.3416,0.8,-0.2385,72.4847,1.8982,0
267.3098,0.6663,1.2015,1.7912,0.517,0.3534,0.2346,4.6977,1.1319,0
16899.2667,0.5632,1.8139,7.3822,0.3492,-0.9634,0.4415,38525.9398,0.1344,2
735.9878,0.0841,1.2468,1.7922,0.2758,0.5542,0.4724,0.5,1.9426,0
1077.5062,0.4924,1.2686,0.0,0.5839,-2.8053,-0.5,0.5,0.0834,1
174183.9429,3.5597,3.4655,3.4656,0.2751,-0.5537,0.4346,399.6183,0.1838,3
797.3208,0.361,0.6475,5.6413,0.01,-0.1089,-0.2303,2391.811,0.7182,0
600000.0,0.7467,3.0056,7.3744,0.1586,-0.1374,0.6068,185.778,-0.3,3
1171.0668,0.527,2.2423,5.123,0.3316,-1.0367,1.2827,1.2099,0.5224,1
201252.333,9.654,2.571,5.416,0.4416,0.3582,1.6818,10800.5947,0.2086,3
574.1452,0.7958,1.6177,5.8759,0.01,-1.0872,-0.0005,175.1766,0.9048,0
799.7947,0.5757,1.0048,4.2053,0.4124,-0.2967,1.7329,309869.9865,-0.1812,1
4686.4648,0.7218,1.1466,6.5471,0.95,-2.0684,0.6343,825.7827,0.0099,4
10628.8666,1.9733,1.9314,5.1602,0.3313,0.85,-0.0681,67476.963,0.5713,2
18080.1978,0.6432,0.7755,3.9752,0.1728,-0.6003,0.2068,35.0131,-0.2,2
3372.7008,0.6056,1.2462,6.6415,0.0494,-1.0798,1.0925,21871.3804,0.0613,2
9110.6922,0.1993,0.4004,0.3743,0.772,-1.3121,-0.0235,1.43,0.2976,2
184.5092,0.1335,0.3185,1.9322,0.4856,-0.1438,0.1387,0.5,0.5049,5
105893.9037,2.8187,4.4438,0.2991,0.2334,-0.7294,0.6037,3072.1028,0.1625,3
5456.6281,0.716,0.8629,5.5592,0.9136,-2.3042,0.0852,6.1481,0.3602,4
741.9505,0.051,1.5822,4.0122,0.2015,-0.2845,-0.0223,0.5,1.2751,0
530939.1278,1.8316,4.7683,1.8748,0.3032,0.2921,0.7023,450652.568,-0.0268,3
697.4542,0.2276,0.9959,3.0236,0.3987,0.6795,0.4183,3.36,1.0016,0
746.6769,0.2364,1.1314,6.3308,0.2224,-1.0196,1.3221,34591.7777,1.2726,0
123534.5398,0.7181,1.8552,6.6459,0.7269,0.4162,0.0934,11286.7576,0.731,2
47.5516,0.4251,1.4653,2.3389,0.1175,-0.498,-0.5845,38.5323,0.3493,0
28.3698,0.0915,1.1148,3.1851,0.583,0.6303,-0.7902,21.3583,1.1462,0
71.6465,0.1383,0.9614,2.4148,0.6692,0.0585,0.5938,10.9815,1.454,0
12321.8767,0.9773,0.9283,6.2321,0.5774,-1.8366,-0.0762,2989.7699,0.2638,4
1369.0033,0.5055,0.8711,1.0736,0.3424,-2.1614,1.0453,500000.0,0.2543,1
2891.1632,0.2895,0.05,2.3462,0.7084,-0.5022,0.2288,5659.1589,-0.2,4
10614.4032,0.7368,1.9676,7.5253,0.8241,0.4825,0.2822,55.3496,-0.0214,2
1166.6111,0.1239,1.1226,2.9192,0.6052,-0.4437,-0.2948,420.5188,1.1684,5
51.9029,0.2,0.6513,4.8629,0.4663,0.3776,1.0022,0.6397,0.7908,0
379.1547,0.1552,0.966,4.2365,0.165,-0.321,-0.3139,0.5,0.9028,0
267.0786,0.0408,0.4167,7.1108,0.494,0.8,0.3534,0.5,0.3995,0
1160.5816,0.4029,1.4896,1.8273,0.0305,-0.1254,0.4875,135.8583,0.9915,0
9478.7132,1.5714,0.9319,7.7756,0.4661,0.8464,1.3,7885.7748,0.0647,2
322.5859,0.3113,1.1854,4.0415,0.4222,-1.9353,0.6877,80.8305,1.4146,6
148582.6,6.5853,1.8222,3.8935,0.3033,-1.2126,0.5955,500000.0,-0.3,3
841.8602,0.0783,0.0373,2.7984,0.3557,-0.109,-1.4148,271.034,0.2356,5
