log_sfr,log_stellar_mass,u_r_colour,dn4000,log_ssfr,h_alpha_ew,log_halpha_lum,velocity_dispersion,galaxy_type
-1.0424,10.12723,1.60866,1.32346,-11.16962,36.52958,40.02613,39.93,0
-1.56332,10.74207,2.64561,1.78274,-12.30539,7.89281,38.86022,87.65564,1
-1.03641,11.14203,2.81672,1.66979,-12.17844,-4.5447,39.91245,132.2437,1
1.41105,10.09975,0.92853,0.90557,-8.6887,124.82457,42.60491,123.97256,2
-0.06428,11.21707,1.6052,1.01926,-11.28134,8.66927,41.05724,59.11533,0
1.46609,9.82917,0.93721,1.07511,-8.36309,78.82109,42.37746,64.66405,2
1.17277,9.52687,1.14791,1.29006,-8.35411,62.23381,42.41899,220.64042,2
-0.77759,10.29592,1.48933,1.13303,-11.07351,45.15059,40.15055,89.64894,0
0.08666,10.85469,1.67222,1.11756,-10.76803,19.10628,41.22164,89.96992,0
0.65314,10.00137,0.50764,0.85,-9.34823,132.97583,41.75186,82.42225,2
0.79923,9.19437,1.03979,1.07702,-8.39515,22.66919,42.0125,88.4322,2
1.11707,10.36268,1.22312,0.97203,-9.24561,11.99951,42.43744,145.4391,2
1.37079,9.89157,0.95131,0.85,-8.52077,30.52329,42.95345,85.3354,2
-2.03633,10.99897,2.24398,1.4278,-13.03529,4.74527,39.25264,80.0,1
1.18777,10.16176,0.85164,0.85,-8.97399,31.65333,42.5319,134.47068,2
-1.81575,11.1751,2.36929,1.4,-12.99085,0.58195,39.20055,114.62476,1
1.04263,11.42566,1.4185,1.0095,-10.38303,10.78517,42.18834,39.91482,0
-1.10446,9.52461,1.50675,1.1916,-10.62907,14.65281,40.33027,61.25655,0
-0.91072,10.04256,1.26895,1.0828,-10.95328,21.18201,39.93554,30.86502,0
-0.69002,9.69989,1.6633,1.26256,-10.38991,61.38786,40.30469,23.45674,0
0.71379,10.43725,1.01947,1.18856,-9.72346,66.75537,41.88674,56.14532,2
-1.09564,9.44426,1.7077,1.15878,-10.5399,63.46466,40.02859,62.61378,0
-0.94155,10.09901,2.66727,1.62137,-11.04056,-4.54799,39.80073,91.10371,1
-0.09396,10.55452,1.8359,1.18756,-10.64849,13.89009,41.07111,44.32299,0
-1.69663,11.32282,2.90615,1.83237,-13.01945,0.29113,38.95134,80.0,1
0.0,9.69727,1.03011,0.95022,-9.97344,92.77837,41.1549,135.52371,2
-1.07634,9.32593,1.55823,1.18796,-10.40228,30.52356,40.7,88.50057,0
0.50731,9.62647,1.54732,1.0735,-9.11916,46.09407,41.23986,78.50077,2
0.02026,10.56968,1.23619,1.11605,-10.54942,8.3821,40.99546,49.85637,0
-0.78722,10.28515,1.17036,1.09114,-11.07237,27.29279,40.12765,73.12257,0
1.62719,10.463,0.54186,0.94962,-8.8358,73.03502,42.61045,85.30346,2
0.61569,9.9463,1.14488,1.02222,-9.33061,79.85982,41.95567,157.14534,2
-1.72143,10.50493,2.55602,1.66305,-12.22636,3.28391,40.04771,84.68116,1
-0.41362,9.79775,1.78268,1.34078,-10.21137,18.94192,41.20619,75.75303,0
0.48605,10.57086,1.57731,1.17043,-10.08481,21.16994,41.3951,84.57484,0
-1.97007,10.36337,2.11312,1.4,-12.33345,-4.84114,38.9684,110.76545,1
-0.91325,9.81856,1.60988,0.9674,-10.73181,8.57625,40.39868,52.10606,0
-1.30052,10.63633,2.83752,1.65526,-11.93684,6.16872,39.86627,80.0,1
0.69561,11.23131,0.74011,0.94365,-10.53569,7.23975,41.30965,51.51652,0
1.54786,10.80606,0.80942,0.85,-9.25819,70.98372,42.58102,79.75633,2
-1.93218,11.76348,2.6484,1.55813,-13.69566,-3.78323,39.10769,91.57219,1
0.19083,9.34087,0.96108,1.01823,-9.15004,141.67049,41.16072,110.8634,2
-2.83493,11.31613,3.08797,1.71417,-14.0,-8.0,38.59444,91.91881,1
0.0,9.8551,1.06447,0.93481,-10.08284,78.85734,41.03735,51.14182,2
-1.96838,9.74341,2.92216,1.75974,-11.71179,1.12636,39.29864,80.0,1
0.2013,10.62324,1.26173,0.95829,-10.42194,37.08517,41.60381,59.09358,0
-1.64399,10.73057,2.35259,1.43574,-12.37456,1.83602,39.1157,101.23029,1
-2.1725,9.76666,2.69126,1.67879,-11.93917,2.98681,39.05663,80.0,1
1.70083,10.89459,0.71734,1.04423,-9.19376,107.13936,42.96687,65.99491,2
-0.64528,11.58647,2.81238,1.83591,-12.23174,-5.50667,40.41291,137.90939,1
-1.08961,10.97411,2.58341,1.72257,-12.06372,8.92212,40.42953,80.0,1
-0.5,11.57876,3.00758,1.79952,-11.97483,-2.76272,40.80722,119.27634,1
-2.44866,11.27307,2.67139,1.70915,-13.72173,-1.23606,39.07647,117.01864,1
-0.48375,9.78974,1.62181,1.37653,-10.27348,14.08216,40.88586,68.16691,0
-2.30027,10.48943,2.54484,1.67045,-12.7897,5.43898,38.67502,115.00059,1
-1.33444,10.11814,2.35139,1.6311,-11.45258,-0.05752,39.47923,80.0,1
0.28261,9.84689,1.31683,0.96748,-9.56428,80.20571,41.11073,25.0,2
1.12088,10.55641,1.27121,1.10713,-9.43552,52.45777,42.177,107.23282,2
-1.9187,11.56175,2.52565,1.5899,-13.48045,3.85186,39.02921,93.40743,1
0.10006,10.49994,1.39629,1.20575,-10.39988,11.58785,41.23787,68.24417,0
-1.10875,10.64325,2.70861,1.75647,-11.752,3.85786,40.14554,80.0,1
-0.61745,9.86664,1.33052,1.0849,-10.4841,7.67208,40.5104,40.39611,0
-2.85369,10.92794,3.01973,1.61745,-13.78163,1.88416,38.65054,80.0,1
-1.4553,10.20364,2.14954,1.53607,-11.65895,-2.21233,39.36916,86.47522,1
-2.31248,11.89842,3.0529,1.82433,-14.0,-4.56547,38.31082,115.17833,1
0.04363,10.52977,1.56853,1.15504,-10.48614,11.95795,41.12991,36.16011,0
-0.03075,11.10482,2.17431,1.36274,-11.13557,21.70328,41.05826,71.64243,0
-0.54425,10.32175,1.48962,1.05089,-10.866,20.8608,40.40821,72.29659,0
-0.1088,10.88151,1.70394,1.07651,-10.99031,19.04474,41.31404,65.13488,0
-0.44455,9.8441,1.25311,1.05422,-10.28865,46.90476,41.0037,45.88439,0
-1.35205,11.09072,2.27701,1.59167,-12.44277,-0.22659,39.73512,102.49385,1
-2.92952,10.53216,2.58847,1.52492,-13.46169,4.0095,38.68779,80.0,1
-0.54773,9.85626,1.40756,0.85,-10.404,16.98321,40.07348,88.99521,0
0.66773,10.12333,1.09147,0.85,-9.4556,154.50801,42.11001,159.89155,2
-2.17064,11.56431,3.07153,1.91796,-13.73495,0.95012,38.96514,80.0,1
-1.73187,10.37389,3.04334,1.93278,-12.10576,-3.4841,39.26927,84.1077,1
0.12844,9.25167,1.0028,0.85,-9.12323,44.05866,41.48099,135.21142,2
0.40552,10.5542,1.44876,1.00111,-10.14867,18.2371,41.37709,87.80186,0
0.44823,9.66187,1.42523,0.94384,-9.21364,61.89137,41.82655,119.5935,0
0.58994,9.7055,1.68501,0.85,-9.11556,58.66065,41.81515,54.0035,2
-0.04918,9.94126,1.41658,1.3726,-9.99044,18.44806,40.62778,78.77,2
2.36502,10.63853,0.83389,0.85,-8.2735,57.44057,43.28277,86.482,2
2.40199,10.85334,1.28211,0.94095,-8.45135,137.95057,43.41685,105.07785,2
-2.44015,11.62976,2.71441,1.6617,-14.0,2.22849,38.82218,99.8527,1
-0.47363,10.15827,1.51616,0.9886,-10.6319,16.38489,40.96583,50.48852,0
1.67189,10.17269,1.22305,1.09664,-8.5008,22.56143,42.75802,89.43925,2
-0.95373,9.4122,1.30037,1.22114,-10.36594,8.52929,39.91422,76.40812,0
-2.67672,9.82698,3.00859,1.77277,-12.5037,4.22755,38.2028,80.0,1
-0.26084,10.23818,1.08571,1.09144,-10.49902,25.91303,41.12136,21.07704,0
1.5176,9.46446,0.73548,0.85,-7.94686,90.51813,42.65463,87.28804,2
-0.04888,10.05641,1.65373,0.85,-10.10528,36.69543,41.38482,73.70706,0
-2.84744,10.66908,2.36057,1.55941,-13.51653,1.07404,38.14274,137.90634,1
-0.42634,9.62569,1.54656,1.1445,-10.05203,14.60292,40.74561,67.58671,0
-0.56352,9.94403,1.42607,1.19411,-10.50755,14.30225,40.77747,66.38254,0
0.07422,10.47051,1.99567,1.41965,-10.39629,12.00534,41.6117,87.68056,0
0.53828,10.85151,1.16102,0.85,-10.31323,11.97807,41.12312,68.50707,0
1.58487,10.46247,0.95242,0.85,-8.87759,28.59671,42.50916,45.14073,2
-0.37922,10.49559,1.92054,1.2299,-10.87481,13.43584,40.49138,57.07678,0
-2.06165,9.80842,2.75331,1.57291,-11.87007,3.47495,38.86307,80.0,1
-2.41516,11.00195,2.69111,1.72142,-13.4171,-2.32264,38.98866,90.08978,1
-1.77926,10.47772,2.47689,1.70669,-12.25698,-2.71689,39.09747,80.0,1
-0.15618,10.36844,1.81679,1.40331,-10.52462,18.03445,41.2102,49.79642,0
-0.5,10.70011,2.86235,1.75207,-10.5806,-6.81044,41.01819,80.0,1
0.0,8.95176,1.19624,1.09379,-9.32641,72.00347,40.88499,109.24226,2
-2.65526,10.03534,2.62215,1.73533,-12.6906,3.34133,39.08032,80.0,1
-2.49109,11.74042,2.6807,1.80814,-14.0,-3.56745,38.52425,80.0,1
-1.21208,10.55786,2.58303,1.42245,-11.76994,-1.17154,39.68107,80.0,1
-2.26611,11.23918,2.6813,1.8331,-13.50529,2.76375,39.32476,93.36612,1
0.0246,10.97962,1.73449,1.27294,-10.95502,10.50163,41.61027,89.69534,0
0.3821,10.65647,1.44429,1.16293,-10.27438,22.48072,41.26324,72.64071,0
-0.73154,9.06811,1.64015,1.19288,-9.79965,15.07601,40.06569,71.12993,0
-0.81552,11.27067,2.86505,1.77042,-12.08619,-3.70888,40.19892,95.13325,1
-0.00902,10.48882,1.57097,1.29257,-10.49784,10.76679,41.36143,60.98011,0
-0.38251,10.39372,1.12312,0.85,-10.77623,17.7574,40.64147,20.0,0
0.39719,9.30017,1.09189,0.85,-8.90298,62.01231,41.82726,76.28035,2
-2.08094,11.31526,2.60402,1.60996,-13.3962,5.39899,38.80654,145.67368,1
-2.06426,11.29607,2.72674,1.58084,-13.36034,-1.88915,39.69132,125.01433,1
0.0,9.03458,1.53937,1.21773,-9.39691,92.94787,40.86582,82.25404,2
-0.60898,10.2363,1.55093,1.1667,-10.84527,6.51107,40.91406,20.0,0
0.7619,11.23319,1.53572,1.18442,-10.47129,22.61253,41.83598,62.67892,0
-0.12747,10.02298,1.37645,1.00158,-10.15046,21.32287,41.36244,39.55818,0
-0.50788,10.5174,1.0174,0.85,-11.02528,16.55827,40.50718,20.0,0
-0.25771,10.4873,1.51906,1.17801,-10.74501,6.4935,40.60958,66.30376,0
-1.71262,11.72091,2.15361,1.4949,-13.43353,1.7822,39.19789,80.0,1
0.28858,10.50982,1.72829,1.22917,-10.22124,13.08919,40.968,46.16166,0
1.08345,9.99471,0.66644,0.90377,-8.91127,25.3142,42.3672,101.81263,2
-0.35643,10.65065,1.78831,1.31879,-11.00708,19.73047,40.812,31.37483,0
-0.36602,10.22522,1.5105,1.10741,-10.59123,25.17508,41.04349,55.80984,0
-2.10121,10.72721,2.84177,1.79335,-12.82842,-0.1503,39.21789,80.0,1
-0.30541,10.17864,1.50068,1.16173,-10.48405,11.73772,40.91238,112.06994,0
-1.32485,9.56039,1.93037,1.30884,-10.88523,9.27336,39.86588,20.0,0
-0.56901,9.96046,1.38296,1.2035,-10.52947,5.29576,40.66147,34.41581,0
-1.81521,11.46877,2.70046,1.60645,-13.28398,10.0,39.52924,103.75988,1
0.18908,8.88751,1.07943,0.93318,-8.69843,100.65188,41.22307,190.73944,2
-0.93427,11.03569,2.90299,2.0888,-11.96995,-1.14078,40.00464,115.14626,1
0.24433,11.386,1.15067,0.88658,-11.14167,32.43455,40.99072,24.20323,0
-2.17425,10.80148,2.90823,1.72775,-12.97573,-2.33901,38.96044,80.0,1
-0.37656,9.95411,2.28845,1.36216,-10.33067,23.444,41.05533,50.99179,0
-0.18293,10.34945,0.9089,0.86783,-10.53238,12.38633,40.86053,44.85325,0
0.73649,11.22202,1.62677,1.17959,-10.48554,20.42348,41.51612,85.2163,0
-1.4725,10.99044,2.71647,1.70346,-12.46294,3.43485,39.43554,134.09603,1
-1.07815,10.30058,2.59829,1.55117,-11.37873,-0.06271,40.08647,80.0,1
-0.43623,9.70866,1.03093,1.04635,-10.14489,10.31731,41.13858,52.42128,0
-0.2159,10.28121,1.43473,1.2178,-10.49711,7.17311,40.81123,95.53029,0
-0.78851,10.18584,1.318,1.26785,-10.97435,19.55304,40.03208,52.29994,0
-1.97793,10.89619,2.3455,1.54543,-12.87412,-0.54872,39.58233,80.0,1
-0.22024,10.45645,1.33747,0.91139,-10.67669,24.44205,41.10449,34.76648,0
-0.68358,10.59555,1.35858,1.09309,-11.27913,3.20889,40.66043,109.29534,0
-0.42331,10.42839,1.55701,1.28984,-10.8517,15.72184,41.12374,20.0,0
-1.80269,10.47183,2.4577,1.59736,-12.27452,5.5498,39.075,80.0,1
0.30243,9.62554,1.03888,1.03552,-9.32311,39.66932,41.10645,151.46167,2
-1.02594,9.97583,1.86172,1.45155,-11.00178,23.42616,41.2582,46.63313,0
0.12345,10.18135,1.08217,0.93229,-10.0579,31.72267,41.06559,71.74174,0
0.08948,11.23383,1.65086,1.13386,-11.14435,27.7243,41.43451,94.22035,0
-0.13735,10.30392,1.43777,1.00528,-10.44127,7.38512,41.32194,58.43083,2
-1.51478,8.97245,1.93395,1.34866,-10.48723,15.40977,39.87691,43.84513,0
-1.27825,10.0269,1.9227,1.2466,-11.30515,40.12491,40.12053,86.20776,0
-2.12402,11.27795,2.43614,1.70483,-13.40197,4.15848,39.33807,83.89196,1
-0.00171,10.63793,1.56308,1.12155,-10.63964,9.36589,41.01634,64.91838,0
-1.2759,10.5823,2.46064,1.43073,-11.8582,1.03604,39.70764,116.20242,1
-0.5,11.01024,2.3977,1.62891,-11.30711,7.82046,40.14925,85.24807,1
-1.67599,11.90723,2.79035,1.65028,-13.58321,-0.40485,39.60355,87.89613,1
0.14096,9.64858,1.4728,0.95443,-9.50762,62.59883,41.65173,104.54354,2
-1.50271,10.57217,2.30163,1.52297,-12.07488,0.3426,40.12757,80.0,1
-2.23581,11.12477,2.2088,1.4,-13.36059,8.63243,38.51526,109.2735,1
-0.68392,10.17464,1.5619,1.48167,-10.85855,28.59361,40.77233,85.66581,0
-2.10603,8.78572,1.71588,1.07785,-10.89175,10.43176,39.34241,46.02911,2
-2.39173,11.56332,2.23739,1.48722,-13.95505,2.36564,38.47598,92.17928,1
-1.64489,10.26765,2.39371,1.65957,-11.91254,5.2165,38.85209,80.0,1
0.48654,10.99288,1.55845,1.07793,-10.50634,17.1533,40.87813,85.23287,0
-0.09855,10.69467,1.04664,0.85,-10.79322,19.71633,40.82982,108.11358,0
0.76001,9.58259,1.02851,0.85,-8.82258,28.28816,42.04195,179.97648,2
-0.70942,9.73977,1.63098,1.19049,-10.44919,12.48406,40.85045,63.12591,0
2.52025,11.32414,1.33383,1.17937,-8.80389,69.92864,43.33434,40.73054,2
0.54105,9.67893,1.36129,0.95739,-9.13788,62.64162,41.81358,140.04784,2
0.61578,10.6308,0.85988,1.04864,-10.01502,15.65744,41.55176,88.51944,0
-2.24832,10.35654,2.96013,1.69199,-12.60485,7.35184,38.9928,88.0136,1
-1.64304,10.81875,2.72058,1.83248,-12.46179,6.38822,39.82077,80.0,1
-0.33319,10.48374,1.95327,1.33703,-10.81693,10.34357,40.97438,35.12174,0
-0.1021,10.47129,1.37669,1.1276,-10.57339,8.39666,40.56258,77.26813,0
0.5028,9.63653,1.02126,0.97678,-9.13373,25.69068,41.96902,120.70893,2
-0.12708,10.14165,1.47479,1.21485,-10.26874,22.66443,40.80795,35.97922,0
1.08129,10.90272,1.93368,1.42288,-9.82143,7.20455,41.79104,21.55065,0
-0.41785,10.25619,1.37203,1.153,-10.67403,12.08321,40.4852,74.28599,0
-0.78078,10.98489,2.5691,1.80686,-11.76567,0.11312,39.6111,80.0,1
-1.01901,11.4074,2.96694,1.84058,-12.42642,1.3039,40.36499,114.96103,1
-0.95552,11.39111,2.71151,1.66036,-12.34663,4.63519,40.3712,91.30692,1
0.59971,10.19147,0.97464,0.98537,-9.59176,46.01024,41.73409,125.65215,2
0.46746,10.75529,1.52252,1.21992,-10.28783,12.49834,41.54696,62.689,0
0.0,8.77325,0.92069,0.95887,-8.8673,28.11947,41.36874,101.13945,2
-1.81903,10.93506,3.02788,1.63109,-12.75409,1.9736,39.23759,91.95517,1
0.85375,10.06249,0.76717,1.01084,-9.20874,19.65293,42.12587,101.27274,2
0.9187,10.14248,1.28682,1.20262,-9.22378,62.75495,42.23373,56.45628,2
-1.32049,11.36542,2.51691,1.43168,-12.68591,-3.86171,39.82195,100.70416,1
-0.77157,10.67334,1.64417,1.27864,-11.44492,15.75163,40.24912,61.0671,0
0.47376,9.31797,1.165,0.85,-8.84421,36.66662,42.07051,88.7993,2
-2.28958,10.33664,2.59976,1.44416,-12.62622,-2.80127,39.02478,80.0,1
1.31143,9.7935,1.40313,1.00145,-8.48208,33.51171,42.40242,178.27073,2
1.02514,9.87138,0.98688,1.06615,-8.84624,46.23932,42.72343,124.09607,0
-0.29596,10.2205,0.88475,0.90587,-10.51646,32.52701,40.70955,101.10917,0
-2.56765,10.87973,2.96808,1.82103,-13.44738,-2.62207,37.94564,97.91297,1
0.64999,10.91575,1.36741,0.94744,-10.26576,9.13626,41.47,83.17004,0
-0.27773,10.27222,1.62783,1.16319,-10.54996,17.83708,40.8989,50.47503,0
0.02005,9.96244,0.61054,0.85,-9.94239,48.37865,40.85221,64.04878,2
0.46153,10.72461,1.4004,1.18303,-10.26308,10.90926,41.96089,105.14076,0
-1.65598,11.09073,2.7196,1.60559,-12.7467,6.24017,39.63324,80.0,1
-0.12151,10.67887,1.49475,1.08115,-10.80038,40.03853,40.89217,92.28881,0
-0.51638,9.73858,1.26722,1.06378,-10.25496,5.67508,40.65291,39.32552,0
-0.22966,10.33864,1.81698,1.13881,-10.56829,6.13204,40.90903,85.39891,0
-1.61858,9.1001,1.26009,1.06746,-10.71869,26.04786,39.73852,20.0,0
-1.78428,10.8155,2.59507,1.66889,-12.59979,0.19334,39.34521,111.3006,1
-0.44204,10.22589,1.38181,1.16594,-10.66792,23.38014,41.06533,32.23328,0
-1.81086,11.76854,2.63967,1.66435,-13.5794,1.82714,39.41349,80.0,1
0.27264,10.71001,1.55178,1.23692,-10.43737,4.75731,41.20003,99.1648,0
0.44025,11.02192,1.10631,1.06869,-10.58168,13.13812,41.41134,98.67263,0
-2.30999,10.21001,3.14566,1.90532,-12.52,5.33388,38.64376,106.80739,1
-1.0689,9.07353,1.64016,1.03477,-10.14243,21.83802,40.24363,20.0,0
1.61493,10.26297,1.05048,1.03057,-8.64803,42.95364,42.90633,25.0,2
-0.39197,9.80292,1.11266,1.06601,-10.1949,15.23981,40.63849,49.62092,0
2.06411,11.18759,1.38006,1.0767,-9.12348,102.89747,43.15721,105.16593,2
-2.14711,10.43716,2.31572,1.65073,-12.58427,-1.13676,38.97959,102.17698,1
-2.84135,11.54234,2.89349,1.80735,-14.0,-4.24235,38.23796,113.82503,1
-1.40652,9.9256,1.71213,1.01294,-11.33212,17.50761,39.84259,77.87739,0
-0.87687,10.13296,1.27522,0.96021,-11.00983,27.23006,39.91509,57.75248,0
-2.08675,11.16644,2.95588,1.69046,-13.25319,-5.40205,39.80328,117.35324,1
-1.132,10.37258,2.03728,1.49021,-11.50459,-2.22734,40.04262,80.0,1
0.24534,10.79314,0.83301,0.85,-10.5478,69.73983,41.37058,86.04014,0
0.38051,10.65563,1.71929,1.08919,-10.27512,20.4265,41.14776,95.88386,0
0.88169,10.38832,1.10515,1.05107,-9.50663,69.86108,42.22668,128.03347,2
-0.61731,9.47601,1.39501,1.0937,-10.09332,10.3005,40.69302,21.69749,0
2.20286,10.09394,0.67771,0.90444,-7.89108,45.4765,42.87571,65.95218,2
-1.88337,10.84527,2.44068,1.44869,-12.72864,-0.99651,39.59805,94.12226,1
0.00485,8.85349,1.02138,0.94109,-8.84864,61.75069,41.30879,60.0291,2
-0.6773,10.03715,1.15669,0.97116,-10.71444,15.29431,40.51359,46.02487,0
0.27328,9.23536,1.11759,0.85892,-8.96207,26.97676,41.70854,62.63956,2
-2.21745,10.51685,2.66096,1.74182,-12.73429,-2.99293,39.1994,80.0,1
0.00898,11.09526,1.47991,1.05952,-11.08627,12.80565,41.21003,76.18365,0
0.0,9.19916,1.38643,0.85,-9.97873,34.57488,40.54513,85.76686,2
-0.18669,10.13241,1.37342,1.08888,-10.3191,24.61731,40.99495,56.40284,0
-0.70693,10.28924,1.4859,1.23675,-10.99617,17.2378,40.17592,56.04692,0
0.17774,10.61663,1.26965,0.93837,-10.43889,6.74006,41.21858,44.16785,0
1.98415,10.3169,1.00838,1.02322,-8.33274,72.39121,43.17164,184.31212,2
-1.55828,10.74929,2.54422,1.71764,-12.30757,1.24821,39.44546,80.0,1
-2.38503,9.81631,2.86221,1.61507,-12.20133,-0.4368,38.96261,80.0,1
-2.01862,11.03932,2.74461,1.70827,-13.05794,-4.24671,39.0135,116.85686,1
-0.49437,10.3062,1.2186,1.03701,-10.80057,15.84307,40.6811,58.12715,0
-1.12996,9.35909,1.83277,1.26368,-10.48905,34.02387,40.36358,28.57208,0
-0.21978,9.74271,1.24002,0.96445,-9.96248,21.53175,40.86562,60.12821,0
-2.01169,10.69223,2.14286,1.46853,-12.70392,7.77899,38.59618,92.76419,1
-0.42972,10.11131,1.66022,1.05306,-10.54103,12.9699,41.10716,97.54627,0
-0.95867,8.89011,1.21574,0.97983,-9.84878,14.93583,40.55577,24.47913,0
-0.34477,10.49597,1.62524,1.23444,-10.84074,7.50225,40.78261,54.66063,0
0.4818,10.04706,1.57711,1.18787,-9.56527,107.89499,41.56834,89.91167,2
2.01378,10.77881,0.70805,0.91086,-8.76503,41.73723,43.29948,94.78573,2
0.0,9.27785,0.4809,1.11974,-9.57865,20.48877,41.13272,99.14278,2
-1.2971,11.13515,2.35871,1.4,-12.43225,3.40933,40.39261,138.15303,1
0.58598,10.53434,1.87605,1.46572,-9.94836,15.40148,41.74432,29.64807,0
0.61507,9.70607,1.05415,1.08652,-9.09101,87.49382,41.61723,62.40075,2
-0.46613,10.7245,1.91194,1.29571,-11.19063,17.76792,40.36625,57.35448,0
-1.22426,9.30517,1.08009,1.11217,-10.52943,99.70615,40.21826,32.00211,0
-0.29649,10.69222,1.37711,1.03809,-10.98872,10.0451,40.66007,91.66467,0
-1.99439,11.16834,2.49942,1.52674,-13.16273,1.45965,39.09061,96.38745,1
0.0,8.90096,0.5825,0.86601,-8.90742,49.91487,41.64016,87.52147,2
2.06486,11.45515,0.92843,0.87614,-9.39029,46.72096,43.35805,152.25284,2
-1.53538,10.07116,2.53789,1.6076,-11.60654,2.72463,39.56406,93.35839,1
-2.24681,10.68424,2.80437,1.7273,-12.93105,6.75932,38.85862,80.0,1
-0.78997,10.56464,2.83962,1.46848,-11.35461,2.06633,40.45845,80.0,1
0.1284,10.81046,1.79458,1.26644,-10.68206,7.24674,41.24152,89.85283,0
0.17016,10.81208,1.05943,1.06207,-10.64192,11.64801,41.20027,64.1253,0
-0.74307,9.75059,1.15393,0.85,-10.49367,13.09704,40.6723,79.54941,0
-0.03194,10.59675,1.52112,0.98383,-10.62869,15.50121,41.2896,34.76072,0
-0.73018,10.15402,1.59153,1.22405,-10.8842,15.75269,40.6762,70.95763,0
0.03616,10.58382,1.62701,1.27469,-10.54766,7.17763,41.1834,46.19585,0
-0.38957,10.49303,1.6711,1.33751,-10.88259,8.87487,40.48153,69.63359,0
-0.3003,10.11518,1.63619,1.22663,-10.41549,12.04504,41.43472,39.78342,0
-1.75322,9.5,3.03769,2.01655,-10.92861,3.88824,39.26653,97.04956,1
-1.25103,11.08297,2.64199,1.456,-12.334,0.25161,39.34545,80.0,1
-3.74006,10.70143,2.79438,1.82753,-14.0,-0.65587,37.27925,80.0,1
2.55822,10.10881,0.91022,1.12338,-7.55059,48.86696,43.70659,113.83083,0
-1.62696,10.91718,3.02352,1.81849,-12.54415,-3.13523,39.13378,98.78046,1
-0.01926,10.88901,1.60915,1.19168,-10.90827,13.71394,41.62004,57.87461,0
2.3578,11.11218,0.95586,0.95301,-8.75438,74.77448,43.37908,142.05329,2
0.13288,11.01991,1.41536,1.1083,-10.88703,17.86367,41.09764,65.82376,0
-2.48825,10.93092,2.91699,1.6026,-13.41917,8.86579,38.56101,80.14665,1
0.12732,10.18201,1.31345,1.21904,-10.05468,4.88729,41.45704,42.23851,0
0.5502,9.35261,1.43159,1.13259,-8.80241,21.51061,41.64544,79.88826,2
-0.95611,10.40943,1.76501,1.2937,-11.36554,54.56568,40.26396,48.38046,0
-2.53781,9.8546,2.41469,1.65633,-12.39241,-0.4072,38.61799,80.0,1
-1.50558,10.12437,2.62829,1.58261,-11.62994,0.24245,39.2339,80.0,1
-0.39598,10.33759,1.25964,0.92813,-10.73357,28.22009,40.99285,105.75211,0
-1.58253,10.66612,2.543,1.60206,-12.24865,0.05235,39.23156,113.81893,1
0.18664,11.39738,2.19968,1.34304,-11.21074,14.25763,41.19839,67.39933,0
-2.21282,10.34989,2.50985,1.59091,-12.56272,0.38147,39.31196,99.44701,1
0.0424,10.34145,1.76071,1.10979,-10.29905,7.40808,41.12336,36.30133,0
-1.37886,9.5,2.65741,1.64083,-10.87559,-1.41081,39.39498,86.31022,1
-0.79119,9.34463,0.91316,0.92642,-10.13582,21.52631,40.39354,20.0,0
-1.32729,11.55879,2.30532,1.58123,-12.88608,2.37646,39.56371,80.0,1
0.52873,10.82182,1.59126,1.02104,-10.29309,7.35484,41.61875,61.88343,0
-2.62232,10.66487,2.89408,1.55678,-13.28719,1.75594,38.62692,80.0,1
-2.74035,10.41772,2.66075,1.45127,-13.15808,-1.77422,38.76294,80.0,1
-1.93245,11.40253,2.02576,1.5075,-13.33498,-1.68061,38.9657,94.68123,1
0.16165,10.95282,1.8072,1.1523,-10.79117,3.77078,41.40227,66.19639,0
0.52333,9.14669,1.55381,1.16239,-8.62337,79.03853,41.8745,52.68064,2
0.08077,9.42092,1.4122,1.10607,-9.34015,145.52713,41.24724,88.06812,2
-0.42626,10.32211,1.7033,1.22149,-10.74836,17.22093,41.18616,49.68601,0
-1.59282,11.48423,2.63176,1.72592,-13.07705,-0.03188,39.96489,150.00414,1
0.18601,9.78941,1.03881,0.9093,-9.6034,28.00013,41.61925,89.80274,2
1.79758,10.31818,0.7566,0.85,-8.52059,114.87673,42.91392,168.29386,2
-0.71966,9.58172,1.28494,0.95857,-10.30138,10.1026,40.65369,61.53376,0
-0.32376,10.58543,1.34875,0.85754,-10.90919,85.21603,40.86817,112.81085,0
-0.74129,9.8704,2.02934,1.38167,-10.6117,12.13462,40.56071,113.66672,0
0.99112,9.76342,0.78687,0.96214,-8.77231,32.06386,41.93319,25.0,2
0.51085,9.43192,1.02998,1.06773,-8.92107,117.72428,41.97292,120.51801,2
0.84538,9.72422,0.47385,0.85,-8.87884,78.95012,42.0907,87.76807,2
-0.64416,10.25288,1.08021,1.03681,-10.89705,15.79917,40.4502,57.58042,0
-2.596,10.08976,2.68947,1.58681,-12.68576,1.12836,38.89331,80.0,1
-0.38536,9.64394,1.60835,0.93136,-10.0293,10.02667,40.77311,45.36869,0
-2.91458,11.24036,2.6763,1.693,-14.0,1.40824,38.73689,101.6304,1
0.93174,10.59343,1.54751,1.15637,-9.6617,74.23376,42.07005,117.61154,2
-0.85402,10.03189,1.30128,1.17052,-10.88591,16.37253,40.06521,93.65349,0
-1.41445,11.67772,2.74822,1.81527,-13.09218,-3.43972,39.66466,80.0,1
