log_sfr,log_stellar_mass,u_r_colour,dn4000,log_ssfr,h_alpha_ew,log_halpha_lum,velocity_dispersion
0.48292,11.02235,1.71262,1.20682,-10.53942,26.69193,41.37637,60.21531
0.27803,11.0274,1.38721,1.0673,-10.74937,25.42971,41.44302,35.84048
-0.00492,10.2571,1.65245,0.96707,-10.26202,9.99448,40.5223,63.66909
-0.57819,9.76259,1.64922,1.21073,-10.34079,15.05769,40.4876,33.05669
0.60371,9.90181,1.49679,1.06848,-9.2981,62.77981,42.04123,124.53141
-1.82323,10.93126,2.54347,1.62976,-12.75449,-0.59086,39.29217,80.0
-0.10263,9.99598,1.38906,1.19849,-10.09861,30.31448,40.71347,79.71549
0.08213,10.03218,1.67073,1.10106,-9.95005,14.44381,41.19349,30.61771
-0.36181,10.15779,1.43876,1.03606,-10.5196,29.20808,40.6034,40.92883
-2.06729,10.3288,2.68102,1.64381,-12.39609,-0.58182,38.97996,89.80821
-0.41421,10.18364,2.3385,1.33972,-10.59785,15.30123,41.01834,57.43364
-1.1574,9.58343,1.87843,1.33358,-10.74083,24.85327,39.51663,20.0
1.17991,9.89642,0.68051,0.85,-8.71651,121.3501,42.24554,73.06412
1.08183,9.51268,0.94784,0.85,-8.43086,56.08524,42.24638,78.73636
-2.60444,11.08416,2.75731,1.62339,-13.6886,-0.01099,37.99594,125.07623
-1.86168,10.70985,2.93485,1.71276,-12.57153,-2.83293,39.55119,94.69911
-2.28065,11.32657,2.29265,1.56693,-13.60722,9.04054,39.11758,132.38397
-0.00463,10.70151,1.67507,0.9181,-10.70613,21.64727,41.05676,76.04845
0.5668,10.6327,1.67578,1.28346,-10.0659,51.67661,41.43459,87.32663
-0.61762,10.42332,1.55362,0.90638,-11.04095,14.27651,40.5003,42.55006
-0.34759,10.12071,1.66416,1.10951,-10.4683,11.06541,41.43578,63.612
-1.21402,9.29377,1.04702,1.13863,-10.50779,15.75055,40.098,58.56342
-1.08954,9.51727,2.69585,1.5982,-10.60681,-3.81079,39.81064,80.0
-0.89753,8.91434,1.98361,1.26145,-9.81187,115.35403,40.26539,36.58719
-0.24296,10.03027,1.26509,0.94682,-10.27323,17.96764,40.84131,53.06219
-2.21406,10.16489,2.36915,1.40962,-12.37895,-1.33395,38.73705,93.90392
-0.37327,10.11,1.61507,1.10668,-10.48328,8.01748,40.79115,27.01466
-2.61333,11.29247,2.49928,1.56485,-13.90579,4.97908,38.34062,80.05226
-2.07486,11.8035,2.48456,1.41373,-13.87836,-2.60283,38.92078,127.45543
-2.21913,10.12922,2.74529,1.74752,-12.34835,4.25201,38.65677,80.0
0.42113,10.85381,1.13925,0.85,-10.43269,15.06152,41.89406,110.11825
-1.18719,11.94737,2.91567,1.8149,-13.13456,2.41538,40.00598,105.17127
-0.91555,10.79964,2.32788,1.7004,-11.71519,2.68921,40.40512,98.22141
0.0176,10.31305,1.84493,1.36433,-10.29545,11.86112,41.2995,44.12802
-0.43935,10.2265,1.88029,1.11899,-10.66585,13.32309,40.47748,102.98245
0.48943,11.21366,1.11101,0.85,-10.72423,21.1382,41.54424,70.78089
-0.03235,10.78015,1.26817,1.35735,-10.81249,27.49525,41.16915,56.99959
-1.47038,11.19606,2.90799,1.70229,-12.66644,4.59052,39.59878,113.417
-1.89318,10.345,3.07191,1.60899,-12.23818,-2.76798,39.32535,103.01606
0.06762,10.06795,0.73195,0.85,-10.00032,47.04008,41.63776,100.94438
-2.32825,10.29917,2.42668,1.47323,-12.62742,1.8846,39.2775,80.0
-1.62515,10.4311,2.81339,1.80848,-12.05625,4.37742,39.16536,96.24716
-1.45516,11.21701,2.91218,1.65868,-12.67217,0.02533,39.49376,80.0
0.15629,10.934,1.68634,1.10465,-10.77771,15.75414,41.36177,33.79756
-0.28514,10.18756,1.521,1.19411,-10.4727,4.79436,41.01512,37.46539
-1.18715,9.89083,2.3959,1.64377,-11.07798,1.32589,40.15336,80.0
-0.12624,10.13979,1.00569,0.85,-10.26603,14.47448,41.47977,55.02154
-0.92939,9.77537,1.47432,1.11719,-10.70476,20.11943,40.23083,34.00353
0.59372,10.05021,1.59336,1.11844,-9.45649,47.6792,41.69446,35.66383
1.0322,9.81408,1.18417,0.9185,-8.78189,51.98539,42.30976,96.28041
1.04573,9.69682,0.83305,0.98299,-8.65109,52.21958,42.49044,123.30967
2.14611,10.38862,1.04985,0.86333,-8.24251,39.11487,43.0471,154.51481
-0.26611,10.29059,1.73166,1.10575,-10.5567,13.40369,39.96483,93.12927
-0.6096,10.03905,1.40629,1.29253,-10.64865,33.44448,40.65496,64.28366
1.23131,10.46566,0.92815,0.85,-9.23434,128.03848,42.44604,80.43695
0.52762,10.69229,1.36437,0.98911,-10.16467,11.83102,41.97073,20.0
-1.99698,10.61129,2.19762,1.44004,-12.60827,3.23192,38.93445,93.37156
-2.85255,12.17156,2.4547,1.51727,-14.0,2.78783,38.75848,80.0
-0.86604,11.12307,1.92504,1.4,-11.98911,-0.55179,39.92635,98.57078
0.82733,10.23971,0.51095,0.85,-9.41238,245.34248,42.22551,99.332
-1.53513,9.5,2.10468,1.56406,-10.63075,5.11327,39.47036,80.0
0.54596,10.42471,1.15377,0.97735,-9.87875,36.82033,41.78249,62.065
0.24711,10.38044,1.67531,0.9736,-10.13333,10.48753,40.99012,55.38428
-1.65115,8.5,1.43527,1.19958,-9.97212,14.67554,39.31992,30.00301
-0.67693,9.68032,1.30019,1.086,-10.35724,16.52976,40.72114,97.24532
-0.15475,10.58506,1.70114,1.08952,-10.73981,9.1503,40.582,34.90251
-1.03161,10.92792,2.80499,1.72719,-11.95953,0.59796,40.06901,101.809
-0.70829,10.33432,1.84433,1.05803,-11.04261,16.14791,40.63367,20.0
-1.6216,9.20492,2.28354,1.27918,-10.82652,16.14773,39.99865,20.5685
0.0,9.38704,0.76904,0.85,-9.95237,45.38313,40.76796,110.39336
0.40055,10.98144,1.92992,1.27703,-10.58089,13.29291,41.86501,43.13163
-2.39676,10.27284,2.4792,1.70698,-12.6696,8.99491,38.81597,89.17834
2.05661,10.30285,1.17102,0.99083,-8.24624,67.3862,43.15375,71.4667
-0.54844,10.30425,1.74408,1.16091,-10.85269,11.71305,40.68732,31.82087
0.54582,10.46372,0.68854,0.94563,-9.9179,17.11049,41.41598,47.68611
-0.30361,10.27922,1.1464,1.07172,-10.58283,18.63062,40.54525,20.0
-0.06322,10.53189,1.59245,1.05739,-10.59511,10.88213,40.98146,94.99129
-0.15644,10.28476,1.37795,1.20328,-10.44119,9.6447,40.895,46.3979
-1.31979,9.33081,1.37337,1.13565,-10.6506,14.17708,40.22209,73.7054
-1.85153,10.83294,2.34947,1.49595,-12.68446,1.73119,39.19763,92.87148
2.52014,11.03393,0.47263,0.89411,-8.5138,73.42914,43.77709,98.73923
0.00343,10.62705,2.03615,1.39448,-10.62363,24.56173,41.18614,50.22483
-2.13728,10.0424,2.12034,1.47887,-12.17968,4.12888,38.79145,93.09642
-2.5,8.5,0.85212,0.85,-10.54562,15.64366,38.51825,35.56856
2.1043,11.14006,1.49054,1.18976,-9.03576,77.66982,42.85966,74.08816
-1.08054,9.37836,1.34239,1.1229,-10.45891,30.38088,40.4171,26.83995
-0.83398,10.11307,1.3358,1.02534,-10.94704,114.99912,40.32403,83.24358
0.36905,10.22833,2.19202,1.1029,-9.85928,13.99031,41.70483,47.15682
-1.76446,10.84027,2.67702,1.65293,-12.60473,3.07207,39.12686,121.21879
-0.0965,10.59906,1.8985,1.10798,-10.69556,11.65237,41.31344,66.8607
-1.39406,10.81707,2.45936,1.43802,-12.21113,0.4313,39.82423,88.55655
-0.04148,10.25971,1.48994,1.08754,-10.30118,8.72424,40.81219,93.76478
-0.69615,9.91444,1.66738,1.18335,-10.61059,35.40833,40.34112,49.42292
0.24158,10.75068,1.79081,1.40949,-10.5091,8.30035,41.43634,46.04067
0.33188,10.55432,1.8263,1.27884,-10.22244,21.21737,41.45291,69.14034
0.0,8.84303,1.16864,1.03714,-8.8835,48.61157,41.32821,37.74676
-0.37892,10.89356,1.31809,1.12441,-11.27248,24.27939,40.82547,98.10559
-0.15471,10.86207,2.03678,1.12593,-11.01678,15.85727,40.61693,59.63806
-0.46747,9.72728,1.26927,0.9142,-10.19475,11.65243,40.86996,53.02541
-0.11467,10.34525,1.83058,1.20784,-10.45991,21.04781,40.97394,38.57251
0.03813,10.16544,1.52919,1.1055,-10.12731,18.72207,40.97325,27.50925
-1.52367,11.58117,2.70031,1.68468,-13.10484,2.07718,39.46405,136.60647
-0.74138,10.73747,2.70638,1.64754,-11.47886,3.95996,40.30388,94.36841
-2.62565,10.14603,2.49354,1.55688,-12.77168,-2.54846,38.73676,98.80822
1.36908,9.8707,0.87106,0.93973,-8.50162,43.07802,42.36775,148.28077
-1.45037,9.16431,1.82484,1.35474,-10.61468,13.0246,39.72316,74.13324
1.31318,11.31812,1.10088,0.91193,-10.00494,42.1514,42.09792,84.80976
-0.08093,9.87233,1.31108,1.07069,-9.95326,6.90363,40.68416,46.85647
-0.91747,9.24325,1.24091,0.917,-10.16072,21.47816,40.37905,90.75645
-1.33162,11.54419,2.93454,1.67014,-12.8758,2.7834,39.49134,101.56005
0.53364,11.23154,1.42799,1.12221,-10.6979,6.23362,41.51838,36.11157
-0.39987,10.4883,1.38184,1.07285,-10.88817,18.74611,40.995,89.69342
-1.40591,10.54632,2.60155,1.52423,-11.95223,0.96293,39.32322,117.31108
-1.11292,10.00388,1.3249,1.19566,-11.11679,10.28332,39.79608,42.47797
-1.26305,12.5,2.54069,1.53419,-13.77676,3.48993,39.74095,101.95518
0.0014,9.64582,2.06637,1.23106,-9.64442,9.19139,41.14831,22.35318
0.15017,11.01629,2.06441,1.47382,-10.86613,36.01081,41.24111,86.8075
-0.12847,10.2418,1.28004,1.25342,-10.37027,17.97079,40.75483,46.61705
0.95838,10.11657,1.71527,1.18162,-9.15819,50.95468,42.03465,134.26353
-2.40141,10.34233,2.80564,1.7566,-12.74374,-1.77452,39.04027,80.0
-0.17753,10.17435,1.14681,0.85,-10.35188,15.15188,41.15423,68.56211
0.3048,11.21211,1.86709,0.95622,-10.90731,19.58381,41.85728,104.08475
-0.174,10.18106,1.7514,1.08905,-10.35506,31.23733,40.61685,47.43865
-3.09012,11.28118,2.7709,1.66906,-14.0,4.22181,38.1547,97.38498
-1.31697,8.90389,1.27862,1.01881,-10.22086,12.74573,40.08889,72.91235
-1.16052,9.75675,0.97843,0.87836,-10.91727,7.76135,40.09159,52.94184
-1.35958,10.12545,1.46523,1.26162,-11.48504,35.13639,40.03152,76.54075
-1.8115,10.36101,2.75644,1.67226,-12.1725,1.91892,39.51766,80.0
0.56835,9.39604,0.96054,1.04118,-8.82768,31.7742,42.01363,90.05221
-1.07623,11.05452,2.4635,1.61716,-12.13075,3.58193,39.70392,131.62485
0.37648,11.11067,1.74288,1.05818,-10.73419,23.166,41.98081,40.64978
1.10283,10.39731,1.35928,1.19972,-9.29448,51.28568,42.12858,132.51792
0.77853,10.43099,0.70766,0.85,-9.65246,108.27092,41.97487,129.44598
-1.87789,11.08623,2.11699,1.49337,-12.96412,0.05719,39.26183,80.0
1.02965,9.88443,1.0426,1.0857,-8.85478,16.95573,42.08687,89.96368
-2.10369,10.8595,2.69097,1.65788,-12.96319,2.01437,39.05882,141.86896
-1.02609,10.08751,1.80474,1.14216,-11.1136,43.31742,40.52739,68.39517
-0.79146,9.97153,1.60344,1.13465,-10.76298,62.2544,40.08032,47.49729
1.0775,10.25228,1.3457,1.08644,-9.17478,104.56359,42.19183,51.8686
-1.42878,10.50106,3.03369,1.60047,-11.92984,3.1209,40.21515,99.87603
0.85948,10.09041,0.80377,0.85,-9.23093,43.51311,41.75665,69.83413
-0.71266,9.46921,1.16054,1.04533,-10.18187,39.11111,40.5222,69.3569
-2.75192,10.35812,3.00464,1.74484,-13.11005,5.57457,38.3285,80.0
1.61453,10.10925,1.16994,1.04773,-8.49472,29.69083,42.73462,227.36749
-0.09911,10.07378,1.51099,1.06965,-10.17289,8.69437,40.79284,58.35581
-0.3081,10.55828,1.41026,0.91474,-10.86637,19.72399,40.58265,56.02876
-1.23989,10.80985,2.51609,1.64804,-12.04974,0.60503,39.72181,172.65417
0.0,9.44264,1.31644,0.96285,-9.47919,56.71697,41.22364,73.98667
-1.02456,9.58378,1.611,1.25116,-10.60834,20.6439,39.99435,33.84674
1.16347,10.53673,0.6143,0.85,-9.37326,52.97202,42.48583,25.0
1.74287,10.64831,1.37408,0.94129,-8.90544,38.4193,43.06034,128.79148
-3.28583,11.3266,2.48317,1.51165,-14.0,2.53691,37.85586,122.01104
-2.46306,11.10549,2.72479,1.66886,-13.56855,-3.9444,38.42225,80.0
-1.00678,10.03679,1.45079,0.87288,-11.04357,27.89207,40.22513,40.92357
-2.58036,10.35353,2.6375,1.71648,-12.93389,-2.31128,38.63937,89.54776
0.09765,10.73884,2.19072,1.30888,-10.64119,15.27646,41.07644,84.90459
0.65565,10.13849,0.92662,1.04348,-9.48283,35.46422,41.70533,95.07518
-1.66885,10.11536,2.99495,1.95721,-11.7842,-0.2234,38.76121,80.0
-0.34271,10.0743,1.1121,1.19639,-10.417,20.09076,40.78895,39.02552
-0.60477,9.50398,0.94596,0.85,-10.10874,12.26632,40.34049,57.15646
-1.50124,11.63589,2.44872,1.58661,-13.13714,5.34521,38.9825,115.82877
-0.80206,11.06363,2.91247,1.73979,-11.8657,-7.15659,40.08509,80.0
-0.70472,10.30081,1.5846,1.11884,-11.00552,17.7333,40.48456,89.11555
1.49514,10.99113,0.774,0.88754,-9.49598,68.39208,42.57261,67.81495
-0.01435,10.36526,1.2291,1.01111,-10.37961,11.77138,41.18549,49.00579
0.07459,10.00721,2.10098,1.45671,-9.93263,31.76354,40.87174,47.73124
-2.40733,10.76799,2.29403,1.61846,-13.17533,1.36401,38.76068,122.02971
-1.10275,9.99483,1.53216,1.17123,-11.09758,11.34901,40.16637,49.20478
1.67177,9.67675,1.19187,0.88384,-8.00498,18.56625,42.63142,152.24657
-1.3063,10.43144,2.14663,1.53926,-11.73774,-2.15795,39.48455,89.03025
0.72476,11.36223,1.53768,1.1536,-10.63747,22.29798,41.77415,77.61989
-2.02049,10.99885,2.73479,1.82714,-13.01934,-4.16493,38.9737,80.0
-0.46125,10.20917,1.38528,1.15899,-10.67042,18.32116,40.59785,27.73707
-1.60621,9.45375,1.65562,1.25277,-11.05997,24.49822,39.51433,68.83712
0.50914,10.08582,1.11363,0.85,-9.57668,16.60464,41.6511,76.2629
1.24415,9.88288,1.04277,0.98367,-8.63873,34.64049,42.42753,53.01459
0.56092,9.14994,0.54047,0.94796,-8.58902,28.37243,42.10591,34.61627
0.69656,11.0714,1.41957,1.09195,-10.37484,19.33168,41.91454,80.84681
-1.26586,9.95212,2.80829,1.59645,-11.21799,2.98588,39.8376,80.83953
-1.45839,10.57383,2.76396,1.58841,-12.03221,7.4384,38.81733,80.0
-2.45642,10.39134,2.37643,1.53707,-12.84776,-7.48866,39.22594,90.61648
0.0,9.05531,1.27992,0.85,-10.5,45.00287,40.5,110.19967
1.79689,11.02661,1.42487,1.04588,-9.22972,20.74189,42.83528,134.57041
-0.61348,9.37805,1.94091,1.27519,-9.99153,36.60454,40.609,46.27917
0.42602,10.8488,2.0293,1.32051,-10.42278,40.58003,41.80128,78.34385
0.0,9.16669,1.23274,0.97522,-9.67562,52.27605,40.83563,139.55994
1.74386,10.21226,0.94518,0.98181,-8.46839,56.52053,42.6808,92.22246
-1.743,10.28358,2.69507,1.74844,-12.02658,-5.33479,39.17786,134.93916
-1.30595,11.08271,2.79515,1.81502,-12.38865,5.11285,39.15427,82.26754
-2.09104,11.19466,2.53784,1.78356,-13.2857,2.29767,38.91784,80.0
-1.98011,9.52734,2.00874,1.26259,-11.50745,9.45791,39.0115,51.57886
0.80133,10.66918,0.87527,0.85719,-9.86785,50.27345,42.08175,25.0
-1.64123,11.12164,2.31865,1.54103,-12.76287,1.45453,39.15568,83.0212
1.55631,11.6147,2.11662,1.48194,-10.05839,8.98571,42.7828,56.26657
-1.44679,10.36344,2.43936,1.49492,-11.81023,2.48355,39.57673,80.0
-0.54701,10.12854,1.19848,0.93463,-10.67555,13.10654,40.36377,67.54376
-0.69484,10.15978,1.24442,1.11953,-10.85462,23.48904,40.52642,44.75531
1.03291,9.71564,1.08415,0.94835,-8.68272,67.79692,41.74148,118.95949
-1.31076,9.75221,1.21535,1.09298,-11.06297,10.69273,39.89377,33.08561
-1.51028,10.05047,2.76473,1.5987,-11.56075,3.85792,39.48796,80.0
-1.92821,10.88401,2.75491,1.71132,-12.81222,2.90301,38.9203,104.88413
0.66591,11.58941,1.37417,1.14513,-10.92351,25.24669,41.56621,56.79027
-1.26472,9.34041,1.57455,1.07961,-10.60513,15.16832,39.82707,66.9486
-1.70157,12.19579,2.61064,1.67455,-13.89736,4.84958,39.61205,148.40595
-0.47814,9.95892,1.98846,1.18499,-10.43706,46.44715,40.89418,65.85002
-2.28378,10.85905,2.89489,1.83886,-13.14283,-1.38277,38.34973,139.90397
-1.45793,10.0796,2.51003,1.46816,-11.53752,-2.09055,39.2212,80.0
-0.96854,10.82763,2.68607,1.69071,-11.79616,-0.00951,39.87854,94.61545
-0.84534,9.89835,2.65388,1.43296,-10.74369,-5.56772,39.75466,80.0
-1.30002,9.03205,1.46585,1.17715,-10.33207,18.53111,39.95352,37.34275
0.29378,9.56008,0.79927,0.85,-9.26629,117.61712,41.29902,97.28569
-0.46448,9.90485,1.85367,1.23729,-10.36934,11.00626,40.83417,37.8573
-1.16938,9.18544,1.342,1.08991,-10.35482,19.71625,39.68183,32.41217
-0.63818,9.90141,1.539,1.12926,-10.53959,23.75453,40.02879,38.01625
-2.45187,10.30905,2.51934,1.4,-12.76092,3.49295,39.21041,90.89219
-2.45316,10.3401,2.7195,1.5621,-12.79327,1.05547,38.6377,124.83188
-2.66189,11.76448,2.64744,1.71999,-14.0,0.93597,38.83769,89.87463
-0.72078,9.9063,1.44741,1.05805,-10.62708,11.22184,40.93856,53.39835
0.0,8.5,0.92894,1.01043,-8.85177,12.99486,40.55786,170.23216
0.64258,11.07023,1.52984,1.35605,-10.42766,42.46725,41.66171,76.18533
-1.45031,9.5737,1.33917,0.96819,-11.02401,41.14391,39.5516,36.03451
0.42145,10.97591,1.23172,1.19912,-10.55446,15.54761,41.13125,78.98961
-2.43454,10.39098,2.60912,1.48589,-12.82552,-4.88263,38.78514,117.47405
0.5405,9.55344,1.22652,0.95248,-9.01295,54.06995,41.82,146.79378
-1.64728,10.07958,2.89829,1.60017,-11.72686,-0.88232,39.10809,80.0
-0.81245,10.39571,2.98612,1.88736,-11.20816,-2.0236,40.21243,80.0
-2.52806,11.11252,2.18106,1.45023,-13.64058,1.72187,38.35396,120.82489
1.02968,9.94447,1.55274,1.05005,-8.91479,22.29628,42.64995,81.7584
-0.15957,10.82022,1.41601,1.0864,-10.97979,14.01136,40.46957,31.38286
-0.465,10.75421,1.74747,1.31341,-11.21921,23.32713,41.05632,67.38304
-1.66531,12.02504,2.82196,1.85504,-13.69035,2.30363,39.7208,109.12552
0.45067,10.16831,0.58118,0.85,-9.71764,50.02799,41.86716,70.54943
0.0,9.2903,0.57694,0.85,-10.16785,58.67645,40.53936,173.08312
-1.29995,10.92596,2.96894,1.872,-12.22591,3.5537,39.60621,80.0
-0.3153,9.76995,1.74448,1.04233,-10.08524,13.84936,40.8658,100.40443
1.02246,10.29145,0.88755,1.02436,-9.26899,52.10487,42.43554,25.0
3.1033,10.92353,0.94657,0.89726,-7.82023,60.2888,44.30107,125.99402
-0.3859,10.33635,1.60015,1.20087,-10.72225,9.6315,40.56834,53.58248
-2.55588,11.09325,2.83945,1.58643,-13.64913,3.1526,38.14063,80.0
1.42987,10.76169,1.44398,1.10317,-9.33182,12.68895,42.42248,24.25699
-0.32917,10.42955,1.50425,1.22268,-10.75871,12.74449,40.4596,58.54117
-0.57638,9.93356,1.62959,1.28306,-10.50994,33.28994,40.42191,36.72464
-0.92172,10.0463,1.62647,1.06904,-10.96802,19.89478,39.91775,79.15914
-0.86952,9.43259,1.08578,1.1066,-10.30211,37.89539,40.46185,45.67083
-2.13985,10.59571,2.45783,1.66708,-12.73555,3.60557,39.22365,80.0
0.11711,10.60214,1.42414,0.94711,-10.48502,16.89556,41.38004,80.68459
0.0,8.84826,0.9714,0.91172,-9.13758,47.19532,41.36404,57.19756
-0.64453,9.42096,1.67451,1.06375,-10.06549,16.30991,40.31415,20.38466
-2.6774,10.81637,2.81293,1.87342,-13.49377,2.51421,38.95664,103.36141
-0.49052,10.0447,1.7649,1.13416,-10.53523,14.88439,40.61172,40.82655
-1.43175,10.61578,2.92161,1.70346,-12.04754,0.24818,39.71044,104.41313
-0.44497,10.58289,1.5119,0.97792,-11.02786,6.65016,40.52017,53.30851
-1.79101,11.42306,2.83325,1.69096,-13.21407,-0.32073,39.03231,134.09925
-0.45646,9.60178,1.34452,1.04704,-10.05824,33.33939,40.78098,34.56907
-0.31091,10.08282,1.46252,1.12632,-10.39373,26.56955,41.06252,25.92645
1.11879,9.29459,0.91921,1.04281,-8.1758,145.27871,42.13539,82.00823
-1.91229,10.15617,2.38253,1.4,-12.06846,6.19197,38.70522,80.0
-0.54506,9.88456,1.52832,1.00509,-10.42962,36.07865,40.80979,58.87715
-1.38887,9.3285,1.50042,1.01936,-10.71738,7.96351,40.0168,50.38413
-0.33906,10.63167,1.05369,0.94109,-10.97072,10.67504,40.54245,41.63603
1.37281,10.03453,1.7932,1.17179,-8.66172,27.35478,42.83677,170.45856
0.0,9.24995,1.0576,1.31357,-9.52314,22.23555,40.62057,114.31411
-1.04331,9.14647,1.09465,0.85,-10.18978,9.9257,40.36457,64.35664
-0.61685,10.32962,1.05696,1.02682,-10.94647,14.70218,40.86194,82.76669
0.27102,10.292,1.7615,1.25845,-10.02098,28.41365,41.49618,93.05783
0.01844,10.9433,1.36826,1.08849,-10.92486,8.84153,41.38893,93.46635
-1.45562,11.19397,2.4285,1.64662,-12.64959,5.67297,39.54481,101.69403
1.66909,10.13818,1.06301,1.07983,-8.46909,40.23456,42.68041,203.98964
0.33738,10.59487,1.91088,1.29037,-10.25749,19.95043,41.14933,75.41057
-1.87078,10.15434,2.68798,1.67516,-12.02512,-1.01369,39.09525,103.87943
-1.94267,11.10137,3.06665,1.84052,-13.04404,4.71596,39.33101,165.58582
-0.02099,10.20211,1.41261,1.10949,-10.2231,19.06597,41.45909,40.78332
-1.8061,9.17057,1.35297,1.09272,-10.97667,34.15742,39.32049,45.66109
-1.71202,10.67891,2.5707,1.65344,-12.39093,-3.74705,39.48419,87.52404
0.34529,10.75872,1.50688,1.16821,-10.41343,19.35468,41.81081,46.5108
1.97239,10.77373,1.4031,1.0112,-8.80134,29.55319,43.30929,107.07447
-1.61738,9.7279,2.72692,1.68086,-11.34528,-1.52626,39.55065,80.0
0.0,8.65576,1.04389,1.02965,-8.96442,116.6698,40.92083,80.07306
-0.93025,9.61048,1.18954,0.96481,-10.54073,39.9911,40.51855,87.08851
0.37128,11.06535,1.84678,1.19514,-10.69407,17.9913,41.15954,44.60884
-0.60667,10.1893,1.46267,1.06664,-10.79597,49.56511,40.51528,20.0
-1.84855,10.91681,2.5164,1.65169,-12.76536,4.60163,39.32143,108.97402
0.81013,9.77927,0.78295,0.86465,-8.96914,55.85349,41.81456,118.71943
1.43328,10.58558,1.127,0.85,-9.15229,58.26778,42.15609,96.41512
1.90046,10.67741,0.7544,0.85,-8.77695,37.78724,42.89316,97.4758
-2.65088,10.22335,2.50981,1.72322,-12.87423,0.66517,38.6201,81.74195
-1.06659,10.83105,2.4166,1.48959,-11.89764,2.68771,40.74166,83.13812
0.51139,9.90435,0.86007,0.88506,-9.39295,45.63113,41.75816,143.20447
-1.41262,11.21165,2.55109,1.64886,-12.62428,-2.74557,39.72948,160.07132
-1.38648,11.73385,3.19571,1.96049,-13.12033,2.9796,39.32706,111.17581
-1.92712,9.67834,2.32862,1.57796,-11.60545,0.30718,38.98853,106.43866
1.45352,9.59893,1.1663,1.05293,-8.14541,61.64343,41.94578,128.49342
-2.11103,10.87643,2.46974,1.60393,-12.98746,2.65447,39.24396,80.0
0.69256,9.86585,0.84709,1.03314,-9.17329,27.59786,42.12984,101.89772
-1.13121,9.52069,1.18462,1.16135,-10.6519,16.01212,40.01933,42.8521
-1.45683,10.09908,3.04342,1.76924,-11.55591,-0.70671,39.71331,80.0
-1.5183,10.47788,2.54375,1.48956,-11.99619,2.52516,39.18732,121.62083
1.88699,10.54729,0.3,0.85,-8.6603,38.89854,43.02593,37.55897
-2.19116,10.89792,2.52164,1.56091,-13.08907,-2.98632,38.99019,92.55437
-3.02396,11.72988,2.89195,1.80728,-14.0,3.26162,38.37855,100.47358
0.18428,10.24489,1.09377,1.01541,-10.06061,116.93895,41.79046,124.30055
-1.00131,9.48327,1.5719,1.13443,-10.48458,14.46224,40.37981,50.5926
0.32941,10.21991,1.00651,0.95471,-9.8905,62.3964,41.80697,136.2772
-0.34253,10.71055,1.52376,1.18277,-11.05307,13.20987,40.36397,46.82622
1.05708,10.10676,0.88898,0.85,-9.04968,38.10777,42.35449,123.65227
-2.27731,10.77457,2.94957,1.6793,-13.05187,0.97575,39.00458,80.0
-0.12349,10.91129,1.94829,1.36628,-11.03479,4.87361,40.67783,30.65874
-1.34606,9.0006,1.54427,0.93945,-10.34667,9.1287,39.66706,47.72608
2.98822,10.62185,1.39619,0.90282,-7.63363,85.48554,43.97,134.55754
-0.86108,10.02031,1.39968,1.23407,-10.8814,21.35096,40.12228,55.16641
-1.83899,10.51329,2.65877,1.59066,-12.35228,-2.51648,39.27034,91.9423
-0.80339,9.55798,1.55032,1.21092,-10.36137,31.26697,40.1307,35.75178
-0.56809,9.4317,1.96858,1.32513,-9.99979,19.37729,40.3056,29.43453
0.67425,8.78013,1.01584,1.12264,-8.10588,71.18419,42.12298,146.43173
1.66329,10.35673,0.61736,0.85,-8.69344,205.89506,42.79312,173.66562
-1.71481,9.29432,1.92633,1.19323,-11.00913,15.05084,39.53368,40.65614
-0.47933,9.78424,1.47205,1.0372,-10.26356,30.40576,40.89232,106.951
-1.03401,10.43693,2.26941,1.57401,-11.47095,-0.54076,40.32608,80.0
-2.06336,10.00882,2.34951,1.59862,-12.07218,6.93564,39.22206,96.17996
-0.54598,10.33497,1.33167,0.92562,-10.88095,23.5411,40.75354,53.81185
-1.33611,11.77741,1.84357,1.4,-13.11351,5.8425,39.71293,80.0
-1.98816,10.99608,2.92016,1.75364,-12.98424,-3.69203,38.93179,80.0
-2.13539,10.31657,2.09391,1.52648,-12.45196,3.49903,38.88283,87.03783
-1.63166,11.02836,2.80935,1.60633,-12.66002,6.10414,39.45805,80.0
-2.35402,10.8735,2.98726,1.76585,-13.22752,1.47152,39.44543,80.0
-1.20366,9.90274,1.7218,1.10769,-11.10641,19.1241,40.19053,74.42968
-0.13101,10.48704,1.20919,1.08615,-10.61806,111.01518,41.29037,89.56893
-1.06044,9.44299,1.08652,1.09789,-10.50344,27.21919,40.27543,79.67495
-0.01392,10.49082,1.2715,1.19369,-10.50474,42.27181,40.99782,20.0
0.12773,10.29133,1.95614,1.254,-10.1636,53.46885,41.10378,81.19135
-1.53338,10.44559,2.77224,1.82597,-11.97898,5.91034,40.09216,93.65861
-2.0032,10.2085,2.20085,1.45861,-12.2117,6.8291,39.08074,89.21023
2.04081,10.08606,1.1397,1.02957,-8.04524,42.94554,43.15284,119.95354
-1.86011,10.87095,2.55263,1.64507,-12.73105,-4.90975,39.70617,110.63428
-2.3003,10.35804,3.13186,1.83157,-12.65834,3.18154,39.02566,80.0
-0.88367,9.37277,1.56727,1.27871,-10.25644,23.27187,40.27571,47.44736
