battery_voltage_v,solar_panel_current_a,cpu_temp_c,reaction_wheel_rpm,attitude_error_roll_deg,attitude_error_pitch_deg,attitude_error_yaw_deg,link_quality_db,power_consumption_w,eclipse_flag,operational_state
29.15257,0.07599,25.99078,472.68989,-0.01924,-0.02776,-0.02857,-0.35517,91.89393,1.0,0
29.99165,8.35801,17.81114,1158.80338,-0.01541,0.00777,0.02467,-1.41322,98.23987,0.0,0
29.75995,8.20861,25.16127,1814.06506,0.01784,0.01762,0.00933,-1.64461,93.1813,0.0,0
27.16812,0.06661,37.41712,1123.06866,-0.00087,-0.01057,-0.00336,-0.93749,121.453,1.0,0
28.673,0.00815,26.18674,938.04298,0.03206,0.03355,0.00089,-1.91732,98.26033,1.0,0
31.01391,9.8771,23.14702,548.51386,0.00555,0.0145,0.01998,-2.15364,108.57474,0.0,0
27.94323,0.54249,52.0,811.628,0.01425,0.03412,0.02328,-0.05802,123.02549,1.0,1
27.40208,0.16089,27.21538,555.37778,-0.03242,0.00314,0.00149,-1.30881,103.87071,1.0,0
29.35924,7.50239,52.0,58.35109,-0.02193,-0.04596,-0.0311,-2.98219,117.05435,0.0,1
28.6766,0.03352,29.96286,-3557.52648,0.05006,-0.25757,-0.1206,-5.31982,131.98367,1.0,3
27.45751,0.16428,26.50999,253.01036,0.02067,-0.03106,0.00907,-1.48272,118.46526,1.0,0
28.06199,4.02651,10.0,1757.177,0.00473,0.05377,0.01481,-1.47767,58.55473,0.0,2
30.82101,4.09243,31.37583,1290.43696,-0.00231,-0.01535,-0.00193,-2.05397,98.01944,0.0,0
30.19806,10.53709,23.50302,491.84134,0.0052,0.00761,0.0086,-3.68717,93.89491,0.0,0
30.7646,6.62872,29.09566,892.12114,0.00456,0.01021,0.01607,-1.17369,114.83263,0.0,0
29.26268,7.14279,24.65216,554.39781,0.0143,-0.01434,0.00025,-1.51939,108.3348,0.0,0
28.47773,0.16443,24.6107,-120.06375,0.00283,0.00401,-0.0128,-0.36751,88.80591,1.0,0
30.21861,5.4226,26.5845,1007.27008,-0.02066,-0.00168,-0.03979,-1.33912,105.28326,0.0,0
28.15469,0.42713,11.65603,-428.92798,-0.00791,0.01076,-0.00142,-4.09581,74.81359,1.0,2
27.94775,3.65506,10.0,1567.25858,0.03848,0.0427,-0.00189,-2.50592,74.91344,0.0,0
32.08325,7.94976,26.16743,626.22326,-0.00893,-0.02603,-0.00609,-0.60109,102.7617,0.0,0
30.27551,5.09288,23.37337,304.35351,-0.00809,-0.02582,-0.00385,-0.04255,88.18928,0.0,0
27.51418,0.3688,52.0,808.85222,-0.01368,-0.00377,0.01012,-1.62056,112.43288,1.0,1
27.8744,0.06235,24.78593,911.83474,0.00594,0.02054,-0.00899,-2.19261,102.91231,1.0,0
29.74933,7.20493,36.85605,120.24495,0.01278,0.01802,0.00045,-1.96363,118.73726,0.0,0
30.64335,9.5196,28.09304,1809.70398,0.01641,-0.01074,0.0218,-2.6236,101.09529,0.0,0
27.9711,0.40961,21.04562,278.42823,-0.01761,-0.01601,-0.00686,0.51727,110.98121,1.0,0
27.65562,0.18271,52.0,-328.8771,-0.02144,-0.00433,0.02516,-2.09606,140.00008,1.0,1
28.27156,0.26757,24.12644,-70.52744,0.02308,0.0357,0.01379,-1.98046,104.51,1.0,0
27.72662,0.20716,21.90089,957.64841,0.00065,0.00257,0.03158,-2.56364,94.08335,1.0,3
28.42556,0.06024,25.54717,476.68223,0.01758,0.02423,-0.01401,0.20591,94.72122,1.0,0
29.04983,0.00531,22.18478,1248.17043,0.01801,0.0301,0.00728,-1.60319,105.26474,1.0,3
28.16475,4.01106,17.2532,388.47285,-0.03426,-0.01046,0.00949,-2.89471,71.50657,0.0,2
30.57319,13.03944,22.79178,-358.50947,-0.00806,0.00128,-0.011,-2.7091,96.84258,0.0,0
30.87822,7.88731,52.0,-277.36085,-0.01706,0.00306,-0.02357,-3.8589,143.5791,0.0,1
27.95168,0.17241,22.02954,156.03479,0.00816,-0.00414,0.00708,0.77708,111.55798,1.0,0
28.19315,3.50833,17.63256,681.99236,0.02289,0.0032,-0.0227,-0.44527,91.83782,0.0,2
28.4859,0.27237,52.0,386.80099,-0.02873,-0.00189,0.01954,-1.90658,124.60955,1.0,1
29.89361,9.37024,26.82359,-511.82674,-0.01193,-0.00339,0.00777,-0.41363,101.98513,0.0,0
29.89878,7.15912,21.84108,134.36501,0.02288,0.00729,-0.01088,-0.65497,98.03169,0.0,0
29.67644,7.71596,27.89126,2007.93863,0.00317,-0.06916,-0.09212,-1.48455,104.92382,0.0,3
31.07217,8.38547,30.86802,383.30161,-0.01763,-0.00882,-0.01714,-1.53577,88.76395,0.0,0
28.8475,4.17156,17.61159,-64.63941,-0.02882,0.02093,0.0202,-4.47811,89.87383,0.0,2
30.3725,7.19119,52.0,499.64986,-0.01532,0.0038,-0.03151,-2.76053,149.20939,0.0,0
30.07173,5.67751,32.8239,511.73047,-0.01107,-0.005,-0.00662,-2.09231,108.32649,0.0,0
26.87487,0.08007,23.50402,439.63217,0.00557,0.00448,0.00782,-0.9569,99.44844,1.0,0
30.77153,6.49357,30.50397,126.80566,-0.00023,0.00168,0.00265,-0.69718,119.74886,0.0,0
31.25114,9.20524,20.30535,717.12704,0.00905,-0.00109,0.00403,-4.51418,88.27928,0.0,0
29.39925,4.14356,24.37802,1350.01495,-0.01384,0.00385,-0.00602,-0.50731,92.13384,0.0,0
31.10767,5.24054,21.0626,117.91694,0.0148,0.0092,-0.01325,-2.74768,99.6744,0.0,0
28.33713,0.06456,42.25815,195.85839,0.01224,0.00357,0.04173,-1.61041,126.695,1.0,2
30.6421,9.30004,25.32893,869.24038,0.03402,-0.00325,0.0179,-1.11839,81.61388,0.0,0
29.10396,7.67289,27.86628,-88.66627,0.00327,0.00218,0.00777,-0.66123,110.26298,0.0,0
28.98582,7.34038,21.16645,1392.49702,-0.02828,-0.02347,-0.01957,-1.71824,80.50035,0.0,0
27.41453,0.05985,30.16222,-116.27674,0.00566,0.00461,0.01824,-2.35961,101.03808,1.0,0
25.37961,0.78412,10.427,273.20867,-0.01611,-0.02373,-0.00611,-2.08431,61.12137,1.0,2
31.38153,6.07194,22.03098,620.79955,-0.02192,-0.01328,0.00812,-0.34608,104.20597,0.0,0
29.10041,0.20456,25.21951,420.20202,0.02816,0.02541,0.02335,-2.08264,93.72887,1.0,1
28.82608,0.06317,27.8488,972.33616,-0.02187,-0.0077,-0.0236,-0.70847,104.4042,1.0,0
29.0031,4.9707,52.0,-570.58965,0.00983,-0.02036,0.02387,-1.65556,137.22652,0.0,1
27.98533,0.08385,52.0,738.87247,0.01997,0.00938,-0.00863,-2.37758,123.26457,1.0,1
26.89221,4.42179,16.89483,692.30161,0.01037,-0.03669,-0.01617,-0.69815,65.7627,0.0,2
30.97794,6.67951,25.28632,-3424.86707,-0.22948,-0.02428,0.22282,-6.50493,119.49004,0.0,3
27.74232,5.44908,15.57936,112.87374,0.00236,0.01621,0.00508,-3.6575,64.06869,0.0,2
28.22396,6.94529,27.02003,253.22573,0.02806,0.03597,0.03562,-2.96001,101.54883,0.0,0
27.19242,0.12562,28.54555,133.7354,0.01326,-0.00853,-0.01609,-2.12437,96.59307,1.0,0
30.08723,10.35966,21.7448,1021.49502,0.00211,0.02081,0.00966,-1.93551,88.8733,0.0,0
30.89286,7.53581,27.88482,624.06004,-0.00501,0.02106,0.01128,-2.4419,110.97778,0.0,0
29.03327,7.45144,52.0,766.02138,-0.03635,-0.01852,0.03048,0.27319,126.87188,0.0,1
30.21705,8.27082,52.0,534.7819,0.01635,0.00315,0.01421,-3.20665,119.81488,0.0,1
30.41407,7.86376,27.29959,-209.54307,0.00441,-0.00225,-0.005,-0.56653,97.80126,0.0,0
29.89173,6.24742,52.0,-195.12943,0.00163,0.02066,-0.0085,-4.52372,137.59342,0.0,1
28.21396,0.22336,52.0,874.66181,-0.06019,-0.05032,-0.01059,-1.71029,136.97648,1.0,0
31.23908,6.40033,52.0,-43.94884,-0.00979,0.0176,0.04065,-2.83724,122.18515,0.0,1
29.53989,0.14378,33.59434,-2109.25667,-0.22303,-0.09392,0.09852,-5.06695,115.83789,1.0,3
31.96981,5.17816,24.53558,-27.18141,0.01366,0.02401,0.0038,-1.68079,95.99041,0.0,3
28.53874,4.58935,13.49447,1450.14436,-0.00164,0.01652,-0.00762,-3.22181,61.8858,0.0,2
28.54449,0.1308,16.81163,284.52643,0.0128,0.00462,-0.03312,-3.14424,75.0,1.0,0
28.8435,2.63682,10.36719,-307.45139,0.00244,0.02439,-0.00294,-0.80965,71.56531,0.0,2
29.6549,8.14597,22.37979,-27.16801,-0.01779,-0.01427,-0.00699,-3.20924,86.67536,0.0,0
29.48394,0.36095,55.58775,188.62567,-0.0207,-0.0019,0.00845,-1.63081,137.99195,1.0,1
31.66582,5.58139,16.44485,347.42911,-0.01014,-0.01776,0.00393,0.20702,94.14273,0.0,0
29.61737,6.4108,20.59418,531.02699,0.00606,-0.01795,-0.0291,-2.06145,96.21381,0.0,0
31.57774,4.8945,26.31159,-104.66269,0.00063,0.02558,0.00607,-0.27054,98.4946,0.0,0
29.51598,0.16701,52.0,21.2643,0.00166,-0.0188,-0.02794,1.27508,133.41144,1.0,1
31.11889,8.87274,52.0,1568.9636,-0.01188,-0.02782,-0.016,-1.11697,128.34003,0.0,1
28.09444,0.00122,23.18584,337.20304,-0.0086,-0.01012,-9e-05,-3.33303,93.15469,1.0,0
29.19909,0.00696,21.04077,228.07635,-0.0141,0.01009,0.00283,-0.96031,109.15488,1.0,0
28.71666,0.05464,30.00529,1444.94284,0.00257,0.01794,0.01375,-1.66787,93.23879,1.0,0
28.21975,0.00478,29.92479,500.0129,0.02083,0.00749,-0.00942,-2.39024,104.40202,1.0,0
26.89939,3.54,15.48351,-137.24667,0.0147,0.05497,0.01071,-4.19977,54.66189,0.0,2
31.0877,7.03334,25.45515,304.01063,0.00078,0.01188,0.01001,-1.73327,103.03632,0.0,0
30.58612,7.43703,18.92169,-773.43407,-0.0175,0.0147,0.01774,-0.64866,88.13823,0.0,0
28.6541,0.21738,17.22123,212.56785,0.00464,-4e-05,-0.00277,-0.89208,97.69623,1.0,0
30.22377,9.36639,25.53055,3239.63928,-0.18158,-0.12831,-0.01007,-8.28938,120.95191,0.0,3
27.50639,3.95869,10.0,262.05589,-0.01181,-0.00684,-0.01097,1.5,59.26897,0.0,2
29.69575,7.11937,25.82516,420.18802,0.02453,0.00895,0.00592,-1.72127,112.71145,0.0,0
27.95744,0.25089,52.0,320.19458,-0.01517,-0.02781,-0.02145,-0.63217,110.0,1.0,1
28.86984,0.19048,26.98032,309.63709,-0.00043,0.00854,-0.00508,-1.27654,103.1403,1.0,0
29.58722,7.56993,57.91251,281.21433,0.00332,0.00459,-0.00531,-1.44037,149.33032,0.0,1
27.07214,0.70739,31.92157,3736.98361,-0.00676,0.15179,0.25244,-4.58022,118.16651,1.0,3
28.2085,0.00496,27.64793,-768.36252,-0.00817,0.01018,-0.00853,-2.24767,106.22726,1.0,0
30.89505,11.21445,34.28292,1284.68616,0.01011,-0.0114,0.00356,0.06006,104.58721,0.0,2
29.00482,0.0943,27.35312,284.37511,-0.02063,0.00216,-0.02,-0.92677,105.98839,1.0,0
26.7171,0.0811,25.85764,2342.32777,-0.05884,-0.02783,-0.01079,-0.99058,106.05159,1.0,0
30.11925,5.60882,30.9034,770.53575,-0.00909,-0.00245,-0.00498,-1.50669,96.83004,0.0,0
27.81434,2.78106,15.46705,676.50308,0.0048,0.00048,0.01556,-1.72048,75.55572,0.0,2
31.43859,10.10448,30.46069,670.63026,0.02925,0.01542,-0.00646,-1.9725,98.6828,0.0,0
30.28124,4.64253,24.04911,3046.95517,-0.1851,-0.33676,-0.26933,-4.74103,100.47118,0.0,0
31.09433,8.49139,31.42043,632.5847,-0.00438,-0.02164,-0.02596,-0.29653,117.99525,0.0,0
30.38295,7.91533,22.00321,343.62044,0.00318,-0.02113,-0.00443,-2.88128,91.8129,0.0,0
28.97805,5.42683,14.67643,-235.73827,0.02477,0.00226,-0.00795,-3.13217,78.5342,0.0,2
30.39299,9.63495,22.80853,330.82253,-0.01454,-0.00361,-0.00729,-0.36309,99.51796,0.0,0
30.63208,2.4717,26.07182,776.35467,-0.00448,0.02039,0.00012,0.04607,93.757,0.0,0
29.98025,3.96694,52.0,-0.18301,0.00292,-0.00737,0.01903,-2.44062,138.92837,0.0,1
28.63573,0.12114,22.86239,291.56862,0.02254,0.02007,0.01162,-0.06967,109.70427,1.0,0
31.89948,8.8899,52.0,966.84869,0.02797,0.03629,0.00062,-2.38689,126.97909,0.0,1
26.01027,0.23041,15.26309,179.62058,-0.04263,-0.04608,-0.00996,-1.46911,71.31633,1.0,2
29.37287,0.10292,25.99924,509.2651,-0.0083,-0.02636,-0.01577,-0.41174,96.92404,1.0,0
31.04396,10.09055,18.49089,-880.96773,0.02462,0.02342,0.01479,-1.96401,101.42352,0.0,0
25.72194,5.09013,10.0,670.57818,0.04827,0.05976,-0.00496,-1.27374,53.53087,0.0,0
30.32955,7.31907,21.50607,764.78481,0.02086,-0.00647,0.00214,-2.92623,95.08234,0.0,0
28.52116,0.30498,18.06038,-317.00084,0.03687,0.01778,-0.00112,-1.03192,98.19227,1.0,0
27.18694,0.12019,22.09013,-130.05184,0.00892,-0.02732,-0.00412,-0.35277,102.66124,1.0,2
27.94685,0.28155,52.0,884.74155,0.00371,0.05087,0.02598,-2.7319,128.4444,1.0,1
27.38761,0.30673,34.31257,-3806.14626,-0.13527,-0.48652,-0.36935,-5.40988,125.74585,1.0,3
30.80401,7.74771,27.14884,69.29831,-0.01455,-0.01205,0.0322,-1.85103,93.82508,0.0,0
27.28959,4.48769,25.75624,78.80561,-0.00606,-0.03517,-0.00011,-2.31643,97.31432,0.0,2
26.36793,0.01689,12.00401,1050.63054,0.03506,0.06858,-0.01035,-5.38305,76.11828,1.0,2
26.34126,4.50009,11.12568,467.40962,-0.07233,-0.03164,-0.01438,-2.73275,75.96221,0.0,2
31.86608,6.70962,32.85725,828.21003,0.03374,-0.00043,-0.00206,-1.56325,106.6142,0.0,0
31.71634,7.11046,25.59203,-522.36568,0.01765,0.01038,-0.00406,-3.53471,99.21163,0.0,0
29.61674,0.31633,23.10695,1271.05871,0.0074,-3e-05,0.00981,-0.71107,105.10886,1.0,0
25.27465,0.12573,12.1398,857.26923,-0.00428,0.00932,-0.01134,-1.42934,60.74655,1.0,2
30.63839,7.99077,32.56462,-2046.2698,0.05607,-0.15153,-0.27523,-4.12411,124.42821,0.0,3
29.13827,5.39654,52.0,596.12403,0.03277,0.03189,-0.00873,-0.96449,129.23358,0.0,1
29.70872,4.63244,52.0,876.90802,0.01686,0.03594,-0.0011,-2.42951,137.46034,0.0,1
30.33312,11.21293,28.0385,1161.99414,0.00779,0.00742,0.03679,-2.91369,108.9307,0.0,0
27.47391,3.58515,15.72603,1139.14173,-0.00108,0.01434,0.01692,-1.87122,77.3939,0.0,2
28.9594,0.16443,28.98338,1049.88268,-0.02113,-0.00996,-0.00032,-1.57112,114.88586,1.0,0
30.05032,6.69431,20.72812,502.10992,0.01061,0.0131,-0.00988,-2.27336,93.83687,0.0,0
31.01581,8.23618,21.84036,1397.4951,0.00235,0.01073,0.00464,-1.22487,87.50392,0.0,0
30.88382,9.68747,23.19888,618.33112,0.01761,0.03512,0.03237,-2.6426,92.20805,0.0,0
29.02618,0.17877,30.11765,1561.91204,0.01362,0.00238,-0.01479,-1.88734,113.3597,1.0,0
27.56597,0.01757,55.11153,565.90543,0.02001,0.0105,0.009,-0.07773,137.35803,1.0,1
28.67319,0.00399,25.10337,-68.33093,-0.01257,-0.01672,0.01462,0.0108,99.95269,1.0,0
26.50575,0.8991,10.0,-534.73011,0.01213,0.01339,0.0139,-2.95156,60.53341,1.0,2
27.23517,3.68042,14.03985,-226.66968,-0.03047,-0.01751,-0.00962,-0.85423,66.82419,0.0,2
27.26739,0.33617,52.0,-1160.2266,-0.05689,-0.02072,0.00615,-1.04826,110.0,1.0,1
31.13677,8.29143,19.79849,471.97016,-0.00352,0.03776,0.02956,-2.89176,105.02276,0.0,0
30.66897,6.84543,33.66914,1428.65414,-0.0082,5e-05,0.01299,0.44023,100.32495,0.0,0
30.90632,5.50826,56.49666,368.13726,0.0012,-0.01512,-0.0163,-4.18401,162.83606,0.0,1
28.02452,0.18528,29.2619,414.78189,0.00811,-0.01483,-0.0223,-0.66204,108.68961,1.0,0
30.15283,9.54287,25.15299,372.87375,-0.00752,-0.03129,-0.03278,-1.83441,93.45028,0.0,0
30.36981,7.05942,19.2719,278.82311,0.01486,0.02616,0.00836,-4.32537,87.02342,0.0,0
26.95873,0.09641,33.73687,859.75002,0.00337,0.00276,-0.00847,-1.80668,116.78089,1.0,0
30.32872,8.55751,26.71184,846.67029,-0.00224,0.00634,-0.02775,-1.35046,101.05081,0.0,0
30.01984,5.78399,52.0,662.15482,0.02957,0.00664,-0.02585,0.33728,110.0,0.0,1
29.75227,8.79247,21.75942,1020.14838,-0.01619,0.00304,-0.007,-0.57122,108.92405,0.0,0
30.25745,4.74538,56.1348,644.68548,0.01963,-0.03187,-0.00745,-0.72984,141.51627,0.0,1
27.63181,0.16881,52.0,1732.45028,-0.00716,0.01529,0.00634,-1.98739,116.95085,1.0,1
29.85558,5.90492,26.21084,274.10024,0.01585,0.00343,-0.01231,-1.56508,91.78725,0.0,0
29.62376,7.83003,60.48811,905.15254,-0.03285,-0.02113,0.00128,-2.47066,149.81388,0.0,1
32.22656,7.88698,27.13383,1337.18908,0.02074,0.00113,-0.01511,-1.86435,95.45066,0.0,0
25.3468,0.28187,10.0,223.47034,0.0298,0.0193,0.04048,-3.3391,65.7178,1.0,2
27.42477,0.0805,24.25344,-3632.62705,-0.44194,-0.36667,0.0419,-9.11299,93.95799,1.0,3
29.82386,7.33316,33.5826,1089.91259,0.03235,-0.00164,0.01928,-2.48754,121.23568,0.0,0
28.21374,5.57567,35.9689,2586.98855,-0.01186,0.2198,-0.02778,-2.99615,131.26287,0.0,3
27.37542,0.12951,31.20007,3291.4826,0.26606,0.23833,0.23886,-7.98558,119.41655,1.0,3
26.47816,0.26297,52.0,1208.38181,-0.01136,-0.02097,-0.01906,-0.56412,125.63939,1.0,1
29.65459,7.9195,26.71526,1086.94804,-0.01612,0.00437,-0.00544,-0.8598,90.82923,0.0,0
25.52558,0.35136,16.54121,-50.09151,0.00022,-0.0249,0.01456,-1.20449,64.23487,1.0,2
27.99944,0.16068,52.0,-457.71234,0.00626,0.01966,0.03353,-2.03203,128.81506,1.0,0
30.02816,7.12694,33.32624,142.00357,0.00905,0.03104,0.00879,-1.10271,104.06778,0.0,0
30.94975,9.07926,23.93341,539.6003,0.01323,-0.00948,0.00013,-1.70926,102.21976,0.0,0
30.32514,9.27699,15.0,654.89354,-0.00115,-0.01856,0.02249,-1.6546,81.87073,0.0,0
28.26579,0.0245,18.90217,530.7409,0.02563,-0.04254,-0.00452,-0.22451,80.27023,1.0,0
29.65952,5.10645,15.0,535.51159,-0.00861,0.0186,0.00242,-0.85583,83.82309,0.0,0
28.99405,0.35325,32.23269,-220.39552,0.00754,0.01169,0.00533,-1.04573,106.01436,1.0,0
31.12909,7.64307,52.0,398.99793,-0.02188,-0.02856,-0.01457,-2.2454,122.35712,0.0,1
28.82722,0.00718,22.32073,684.49596,0.02686,0.00503,-0.01176,-4.53669,95.96293,1.0,0
28.30839,0.04939,24.69551,362.84146,-0.00867,0.01599,-0.01261,-1.88087,96.42088,1.0,0
30.61136,8.0015,52.46072,-337.38477,0.01341,0.00544,0.00473,-0.98378,136.36786,0.0,1
28.84716,0.09958,52.0,415.73766,0.00356,-0.00118,-0.00116,0.71258,131.70743,1.0,1
31.40496,7.76567,23.80125,2391.42894,-0.00157,-0.01621,0.01122,-3.32598,101.89155,0.0,0
28.15731,3.38127,12.31234,659.38116,0.01703,0.03241,0.02349,-4.54356,80.92355,0.0,2
28.68368,0.3267,27.85928,-2449.78636,-0.00254,0.28185,0.25641,-4.46754,121.36176,1.0,0
31.79875,6.53229,30.91728,1181.43527,-0.00855,0.01025,-0.02684,-1.68833,107.18113,0.0,0
26.93594,2.54482,14.48169,-490.47133,-0.04168,-0.05791,-0.02828,-4.71374,69.04892,0.0,2
28.92343,5.13374,52.0,-433.2213,-0.04571,-0.05213,-0.03889,-2.77649,135.43581,0.0,1
28.09918,4.57492,10.75081,-442.3279,-0.03913,-0.04569,-0.02026,-3.97676,90.81368,0.0,2
29.495,0.45951,20.96564,564.13291,-0.03213,-0.01465,0.00856,-1.38512,110.51675,1.0,0
30.53065,5.13263,33.88622,194.61668,-0.03059,-0.01103,-0.00898,-0.1422,120.94222,0.0,0
29.52331,8.02596,52.0,588.72478,-0.01184,0.00014,-0.01136,-3.27415,126.3555,0.0,0
30.76582,6.85792,16.65226,157.77839,-0.022,-0.00369,-0.00559,-1.15941,83.7683,0.0,0
31.45943,7.36491,31.8275,-421.09592,0.00485,-0.0095,0.00106,0.58678,98.38186,0.0,0
28.93507,0.1432,23.56544,-260.3393,0.04032,0.02505,-0.00142,-0.03791,86.78914,1.0,0
27.63965,0.38443,28.62547,1019.94478,0.005,-0.00644,0.0101,-2.78651,99.49292,1.0,0
28.7953,4.87762,20.11292,1016.35727,-0.00247,0.00246,0.00153,-1.9708,89.19456,0.0,2
28.05734,0.01293,22.97948,-324.30511,0.00559,0.03009,-0.00024,-1.10061,107.17247,1.0,0
32.09044,7.7579,18.80802,267.61867,-0.01035,-0.01442,-0.01623,1.06042,113.33948,0.0,0
24.68365,0.14561,12.92603,1674.62109,0.05149,-0.01981,-0.03977,-2.64055,78.38245,1.0,0
31.3706,6.56964,52.0,1621.66581,-0.00853,0.03005,0.02148,-2.90994,127.02968,0.0,1
30.62534,9.68824,20.09882,1393.20129,0.00925,-0.01044,0.00788,-1.84103,96.2947,0.0,3
29.71857,9.05412,22.24036,-77.53822,-0.02799,-0.01309,-0.00689,-2.69938,90.5143,0.0,0
28.7913,7.70229,29.39156,-3587.03967,0.05407,-0.01434,0.04258,-9.19294,115.38348,0.0,0
28.37874,6.79413,52.0,2068.39427,-0.03247,0.00184,-0.00799,0.72532,118.41542,0.0,1
29.5672,7.89988,58.40303,345.59518,-0.00887,0.00559,-0.01511,-4.24175,137.05664,0.0,1
29.5899,0.22529,52.0,1529.97554,-0.00355,0.04529,0.00241,-0.95559,117.83553,1.0,1
30.73621,5.8544,18.8868,656.91235,0.00786,0.01294,0.00559,-2.78673,93.72206,0.0,0
32.0611,7.74412,21.41525,830.67056,-0.00864,0.02027,0.01628,-4.08675,93.02723,0.0,0
30.99222,8.0211,27.64498,153.18932,0.00861,0.01559,0.00335,0.19321,102.86068,0.0,0
29.15941,7.81494,52.0,636.72545,-0.03212,-0.00322,0.01986,-4.05162,129.90925,0.0,1
29.55504,0.33725,16.72751,1184.03879,-0.02259,-0.00885,-0.00217,-4.90655,94.85625,1.0,0
28.34897,0.0808,22.71129,455.19991,0.0162,0.00698,0.02269,-2.35062,93.28225,1.0,1
31.12426,6.41785,17.73889,286.55645,0.00422,-0.01636,-0.01849,-0.62131,75.0,0.0,0
31.15325,7.53074,28.10818,281.76872,0.00207,-0.02715,-0.00774,0.83396,114.59475,0.0,0
29.0896,0.32883,22.8011,250.53359,0.00294,0.01213,0.00329,-1.535,100.21429,1.0,0
31.60601,10.60362,22.72991,685.60328,0.00293,0.00072,0.01194,-0.79721,124.00907,0.0,0
28.81746,0.2263,20.92352,275.92954,0.00249,0.02425,0.01522,-1.4829,100.1775,1.0,0
30.36475,8.03361,25.98952,745.14627,-0.00453,-0.02562,-0.00607,-2.06009,106.05551,0.0,0
29.20088,0.34006,19.10138,589.86112,-0.03117,-0.02394,-0.01235,-1.61688,81.99468,1.0,0
28.76635,5.35619,12.42627,201.28869,-0.04777,0.01857,0.00599,-2.83995,65.00382,0.0,2
31.17976,6.509,52.0,1094.99016,0.01256,0.00504,0.01994,-2.90379,134.25727,0.0,1
29.51162,0.22306,24.35837,1288.42558,0.01322,-0.00199,-0.00061,-1.30764,87.02626,1.0,0
30.85741,6.10412,18.35446,380.73056,-0.00464,0.00303,0.00666,1.42991,101.1488,0.0,2
26.3394,0.07669,10.2219,-6.5278,0.02535,0.0066,-0.01921,-1.34078,71.96868,1.0,2
29.13496,5.421,28.89622,929.96454,0.00525,-0.02773,0.00682,-1.90947,112.38982,0.0,0
29.12198,4.49729,16.41834,1853.1451,0.02992,0.02322,-0.02697,-2.59746,86.63349,0.0,2
29.91874,0.24463,27.98938,416.83892,0.0262,0.01711,-0.00514,-3.28716,89.6844,1.0,0
26.39974,3.98175,19.58967,1316.72309,0.01458,-0.03941,-0.01521,-3.74654,80.94027,0.0,2
28.05814,0.01373,24.30428,301.19817,0.00123,-0.00746,-0.0222,-2.06491,112.44736,1.0,0
28.65948,3.17422,19.90103,1301.35955,-0.03622,0.02091,0.04985,-1.24545,80.77898,0.0,2
24.87449,3.19909,17.43648,345.65077,0.01284,0.05416,0.01141,-2.99103,81.00212,0.0,2
28.38915,0.10758,21.30149,1020.17515,0.01827,0.00054,0.01051,-2.32983,94.74852,1.0,0
30.11417,5.92726,21.37113,51.84687,-0.01473,0.00413,0.01012,-1.2018,99.95522,0.0,0
31.21969,4.19429,55.02913,927.38553,0.01879,-0.00603,0.01976,-2.91802,137.90112,0.0,1
29.42589,7.6026,52.0,1162.85938,0.02796,0.03788,-0.0065,-3.02491,145.65431,0.0,1
26.13514,0.02135,52.0,122.51121,0.01059,0.0192,-0.05444,-1.03332,129.06814,1.0,1
30.21967,3.6979,52.0,853.62754,-0.00364,-0.01652,-0.01836,-1.57738,126.96849,0.0,1
29.69998,5.9968,35.06328,-3524.80019,-0.13695,0.13426,0.21211,-5.51737,137.00436,0.0,3
26.93878,0.20033,10.0,518.79549,-0.00665,0.01403,-0.03126,-2.54095,59.46673,1.0,2
28.98219,6.65211,31.81928,1058.95382,0.0097,-0.01808,0.01297,-1.01383,106.1522,0.0,0
30.29554,7.34957,20.79177,1003.71457,-0.00305,-0.00336,-0.02273,-1.83989,105.13781,0.0,0
26.90374,0.05914,52.0,-61.6838,-0.01265,0.00093,0.02159,-1.93861,110.0,1.0,1
30.77371,9.20493,31.46032,-23.88481,0.00882,0.01393,-0.02629,-3.30082,96.81918,0.0,0
27.32326,0.15666,52.0,342.62837,0.03643,0.03586,0.01791,-0.05543,129.74168,1.0,1
28.06575,0.20422,25.39015,1580.23437,-0.02106,0.00816,0.02614,-2.56652,84.61064,1.0,0
32.47811,6.77117,22.53375,433.33291,0.02074,-0.00932,-0.00231,-3.1607,98.88145,0.0,0
29.77858,8.35857,24.64366,1516.95147,-0.02148,-0.0005,0.00261,-0.75135,99.51075,0.0,0
30.73785,6.22677,30.39884,888.32213,0.02781,0.02541,0.01034,-1.71046,111.05773,0.0,0
31.44203,9.0647,25.89475,1351.98074,0.0093,0.00471,0.01204,-0.71774,85.28425,0.0,0
30.6628,6.98124,23.60533,583.47924,0.02396,0.03058,0.02033,-2.19035,105.81808,0.0,0
30.25421,5.94447,32.56205,881.08209,0.00839,0.01477,-0.00034,-0.16315,106.45793,0.0,0
27.58004,0.05403,20.30989,-229.02783,-0.01768,0.02101,0.00573,-3.84413,102.8482,1.0,0
29.77745,10.34745,52.0,278.56457,0.01177,-0.0198,-0.03026,-2.38824,137.0316,0.0,1
29.27295,4.57549,16.02969,136.56258,-0.01214,-0.00564,-0.01451,-2.47891,93.36842,0.0,0
32.21955,8.98578,26.31405,-40.71695,-0.00632,-0.01294,-0.02186,-2.11555,109.44095,0.0,0
30.27152,3.89262,17.44564,1103.57406,0.00577,0.04551,0.00859,-1.96008,87.63172,0.0,0
