log_xray_flux,halpha_intensity,magnetic_bmax,sunspot_area,prominence_height,radio_burst_sfu,uv_emission_index,temp_proxy_mk,solar_wind_speed,spectral_ratio_1,spectral_ratio_2,spectral_ratio_3,activity_class
-7.70171,0.7816,19.36772,57.80709,30.37643,3.48781,-6.98803,3.7858,280.56262,0.64186,-1.1775,1.81066,0
-7.90123,1.23523,26.34628,25.97156,32.73063,3.48183,-5.76827,6.97464,412.06673,-0.75832,-1.11133,1.60386,0
-3.9415,4.21305,1105.99814,1114.90583,139.00981,371.75018,-3.3778,8.91682,739.94029,1.20082,0.91098,-1.51763,2
-5.3916,2.17224,698.85024,181.47657,46.22666,15.14475,-6.44934,6.52807,320.0,0.62101,1.25921,-0.48683,2
-8.6364,0.75847,41.28757,34.45171,22.91587,5.14819,-6.42957,3.16311,280.0,1.78986,1.50014,-0.51879,0
-4.47211,1.96965,314.39765,133.42982,38.83195,8.73524,-4.54171,10.5779,531.56799,0.83529,-0.40682,-0.2204,1
-7.6776,2.45259,20.63024,4.35071,29.33273,3.31162,-5.32778,5.76785,458.37555,2.27352,-0.40459,0.15651,0
-5.42232,1.56793,551.43458,60.24279,51.29305,15.33492,-3.48212,6.18782,463.51207,0.30432,-1.34114,-2.52929,1
-7.81135,4.17082,962.87832,67.16219,23.90196,20.06582,-6.06545,3.78385,568.45024,1.70757,1.4659,0.09074,1
-7.63935,1.29259,23.40079,13.46969,25.80243,2.48348,-5.7379,5.28728,426.45804,0.79353,-0.70165,0.89752,0
-7.58565,1.26094,16.0723,10.489,21.1485,3.5613,-6.65932,7.8447,399.65297,1.6733,-0.91461,-0.53488,0
-8.17387,0.66002,39.93136,31.35934,18.17056,2.67454,-7.18261,3.07802,377.86427,-0.41557,-0.05702,-0.16872,0
-7.20013,1.20546,55.49753,41.13965,24.22081,1.42843,-6.83198,6.75334,418.30332,0.73411,0.64328,2.33431,0
-3.26911,5.93365,574.87291,371.3295,63.91427,269.78867,-3.40765,7.91239,535.67601,2.28932,1.35136,0.86819,2
-7.80113,2.95983,188.92648,98.05512,75.98221,17.99368,-6.91547,4.65348,325.02404,0.80037,0.86816,0.69145,1
-7.44975,0.92567,68.32397,14.56976,9.18714,8.35355,-5.42547,4.04615,280.0,0.17842,1.15246,1.54339,0
-4.16436,13.07938,841.16468,621.89786,120.78941,72.85436,-3.75671,11.60435,620.3835,1.35312,1.52496,-0.3479,1
-7.65156,0.76079,23.18236,32.00181,5.0,1.27321,-6.13303,5.0588,412.78112,0.90603,-1.71574,-0.6391,0
-7.67397,1.07493,19.04921,8.63663,15.33016,4.30369,-5.82386,3.86886,342.39881,0.32686,-0.14346,2.20878,0
-7.44384,1.06517,61.9397,17.0962,27.20088,5.98436,-4.41052,4.87103,420.11527,1.54739,-0.3646,0.9773,0
-8.21002,0.77546,20.49855,57.05553,29.92724,2.93509,-8.44415,6.03983,315.81254,2.36482,-0.24748,-0.17955,0
-7.12812,1.18361,132.08278,22.77466,25.15209,3.94899,-5.92753,6.86993,307.84445,0.53354,4.06277,-1.2269,0
-6.06087,15.61097,1072.49402,716.96876,83.00075,336.00361,-4.44265,6.63288,538.64261,0.39776,4.72377,-0.46981,2
-8.22813,1.13032,88.27056,12.23693,11.34363,6.35653,-8.21677,3.47211,400.60912,1.6516,0.97659,1.69968,0
-5.05508,2.0679,297.59362,64.84546,25.03924,5.04552,-2.97471,7.23265,348.93613,-0.0462,0.78748,1.52317,1
-5.58968,1.53833,202.78472,251.36675,25.11731,20.6908,-2.73551,8.02549,411.34789,0.25446,2.57432,0.38341,1
-6.95864,1.9178,583.69294,187.07652,47.9158,53.12378,-6.31161,5.77956,459.97071,0.16973,0.27709,-1.06185,1
-3.9703,19.6555,458.44104,1044.9503,109.88519,89.76076,-3.34257,9.25877,744.8756,3.71312,5.64779,0.43834,2
-5.18574,3.59518,557.19218,226.68245,72.80284,11.18703,-4.13753,8.95973,480.25518,1.25632,1.41878,-0.22569,1
-4.67881,2.02951,365.06654,133.75194,37.21328,16.26259,-2.41924,6.62088,536.02351,1.80511,-0.96235,-0.03315,1
-8.40755,0.70708,28.4742,20.91342,19.51766,3.92252,-5.09537,7.52858,374.81688,1.42491,-0.16424,0.59123,0
-7.63286,2.57647,475.70797,227.87498,66.94105,7.61552,-7.89581,6.55412,435.97032,1.27473,2.67888,1.36831,1
-3.51612,6.13322,895.94146,340.27948,56.50547,99.57821,-2.77702,12.61658,689.77599,2.06472,3.9033,2.96447,2
-6.65323,0.73791,19.92925,43.51598,25.51557,2.28667,-6.23412,7.56013,356.2869,1.60065,-1.47981,-0.95338,0
-7.41416,1.4519,28.47049,13.8887,20.36215,6.18284,-4.4344,6.72135,494.08495,2.18787,0.8465,1.41101,0
-6.91963,1.56783,52.47542,6.9597,17.46942,4.94118,-4.76619,8.05004,436.81504,0.20476,2.38417,-2.46575,0
-5.31972,29.82262,1088.57788,807.61586,130.52708,190.53312,-5.52415,7.38652,595.38683,2.07108,5.63945,-2.38012,2
-8.29309,1.49938,11.11799,35.96047,23.98807,2.0003,-8.16371,2.32313,460.31486,0.84741,-0.18352,0.70611,0
-7.68559,1.06944,200.0,11.45689,27.89346,2.30872,-6.41542,8.72363,370.32664,0.31162,0.31728,2.52161,0
-7.26692,0.74265,26.33268,44.2802,25.8716,2.77541,-5.51402,10.04826,358.11085,1.68016,-1.36213,-1.34036,0
-6.54519,0.57779,11.87865,6.78781,18.23893,3.06329,-6.39107,6.74219,375.2751,1.59601,1.55639,-0.95238,0
-4.83197,1.07175,531.33681,321.08809,58.26024,14.50167,-2.1247,12.578,437.12485,2.71316,-1.1437,1.83994,1
-8.4384,0.78612,40.017,9.20155,28.57449,2.43337,-5.95339,5.33318,536.76408,-0.02148,0.89947,0.72419,0
-7.5208,0.74886,27.28478,7.98754,22.72714,4.21749,-5.93012,7.80173,434.64494,1.74064,-1.0449,1.91249,0
-6.95521,1.1986,18.93211,15.5043,18.17419,1.46892,-4.80959,8.86056,366.33173,0.31979,-0.59671,-2.58729,0
-5.01108,7.89816,756.00089,520.52644,102.45763,318.97901,-4.76291,7.6952,433.75899,1.23118,3.24443,1.44029,2
-4.88052,6.52986,658.77,455.71163,108.57538,49.06993,-3.73349,8.00009,613.11439,0.51518,2.31093,-0.03669,2
-4.15521,5.74546,558.3691,1267.36255,87.33932,190.57352,-4.60456,9.91769,380.0,1.1255,3.21598,0.93188,2
-7.38555,0.72878,28.57243,4.14072,28.30033,1.23921,-5.4315,8.78329,371.87596,1.67779,0.57183,1.78416,0
-6.16437,3.41837,1062.11283,144.28222,42.11734,12.31313,-4.24154,8.26191,346.15511,2.11891,1.0412,0.08061,1
-5.15218,21.66449,525.75476,276.16619,125.71094,1368.05022,-3.40611,5.76084,769.65916,-0.92814,5.22891,1.66877,2
-8.09018,0.78457,38.044,34.48615,36.74695,4.26676,-8.11165,7.19667,369.42925,1.7455,1.07967,1.99962,0
-7.37843,0.68958,72.26499,19.16028,24.949,5.60943,-6.68828,8.76911,437.24173,3.54891,0.76768,0.58525,0
-8.28852,0.97314,45.98655,26.17199,32.3826,4.61816,-6.26508,5.03529,410.00613,0.93648,-0.92076,1.04862,0
-3.61236,12.19561,1117.19758,462.15294,73.90971,104.19637,-3.00951,11.19328,626.49314,1.48935,4.19123,0.33126,2
-8.05613,0.61971,13.03211,32.19109,5.96495,3.27029,-6.95705,5.36247,280.0,1.7427,2.0344,0.05608,0
-5.99672,6.73847,346.98394,298.33215,52.62255,27.28911,-3.40754,9.76047,408.14864,1.86847,3.57519,1.9764,1
-3.8379,7.38586,896.70105,408.61022,133.24896,1301.41881,-5.85079,9.80003,398.38333,2.72945,2.12889,-0.93319,2
-6.20618,7.51916,358.36075,65.10886,47.00718,15.79261,-4.07024,6.82774,561.24464,0.82,2.75008,-0.14928,1
-5.59462,3.21642,194.15611,206.532,18.27278,43.08347,-5.28399,5.27262,348.11178,2.23668,2.6058,-1.6799,1
-6.90002,1.11293,18.78519,47.65252,14.52836,3.62666,-6.6891,6.35328,354.99274,2.06735,-0.70715,-0.73369,0
-7.28297,1.20688,118.59,13.51542,19.39819,2.9436,-6.35253,4.17253,400.1866,-0.61659,-0.92677,-0.63346,0
-7.2983,1.8021,12.42674,7.99833,26.58837,1.16698,-6.99739,7.90857,392.72983,0.67167,1.20591,-2.41383,0
-4.97651,13.20456,522.99904,547.63533,45.84197,264.8363,-4.46397,9.27204,664.1929,0.26505,5.23245,-1.57842,2
-7.76733,1.32413,46.21673,11.1815,28.87118,2.85095,-5.19165,7.96256,406.00733,2.46452,-0.57912,1.00983,0
-8.88964,1.57402,84.94116,24.11025,26.17066,5.02918,-6.72982,5.29542,442.80798,1.23084,0.06098,-0.74698,0
-6.87017,1.16475,75.15602,65.33767,11.14669,1.76325,-5.59126,5.09226,428.87637,0.64927,2.67645,-0.81327,0
-5.82773,1.98685,261.82139,331.62542,54.43447,48.24119,-4.18658,7.30476,413.42644,2.23121,0.89408,-0.15951,1
-7.70378,0.84933,73.0738,13.89361,17.5458,4.53656,-5.43794,4.98167,352.29456,0.76234,1.8415,0.36123,0
-8.08776,0.72529,101.8127,29.56172,26.08972,3.4743,-6.74515,3.30165,397.11102,0.88287,-3.30215,-0.19939,0
-7.48391,1.09724,33.01785,50.92616,20.93456,1.25233,-4.74692,8.96356,395.75281,1.18907,-0.5039,0.583,0
-8.27906,1.55678,8.85687,9.8147,14.23979,2.69825,-6.90412,7.65842,280.0,2.17094,-0.19134,0.15658,0
-8.39364,2.05157,24.42703,18.98271,23.74753,4.57328,-7.46573,8.29226,420.08457,3.52674,-1.7766,-0.19244,0
-7.85641,0.854,34.44323,3.02596,21.85001,2.63318,-7.61346,6.18173,419.53847,0.43202,1.0658,1.65669,0
-7.8398,0.63824,4.32789,25.77466,23.29089,3.14595,-6.71967,6.06939,312.43988,0.77915,0.57542,0.6648,0
-6.34866,3.17398,604.55485,169.80454,44.14019,10.63065,-5.54564,6.3037,599.8209,0.92116,-1.38965,-0.67142,1
-4.34708,8.3709,2502.06317,863.70551,116.88435,96.73233,-2.93791,8.88458,495.61323,3.79069,0.37546,-0.69333,2
-8.17962,1.86899,43.80811,42.31042,18.55855,6.29801,-6.23015,4.81179,305.64878,0.40848,2.51683,-0.5342,0
-4.82401,3.22429,561.05086,362.19704,73.35912,335.81814,-6.43472,8.88509,707.80509,1.75346,0.20099,-1.36025,2
-7.54718,1.02171,39.72581,28.63934,32.7936,2.97624,-4.32249,8.31837,351.36726,1.67221,-1.99639,1.39149,0
-4.45322,2.82612,391.93581,638.55763,59.72929,105.37542,-6.17257,10.59696,572.08445,1.94199,1.45216,-1.23124,2
-6.16347,0.57935,34.38515,52.57024,29.86331,7.87819,-6.22693,7.59905,296.58553,1.60311,0.28851,0.11317,0
-7.27577,1.01035,43.93534,29.3912,20.53909,8.62252,-4.59277,7.92488,441.92255,1.89276,-1.74162,-0.64832,0
-7.37445,0.56253,23.83386,0.53042,26.80361,2.16071,-5.38445,6.56752,376.98695,0.38383,0.70396,-0.78369,0
-7.05782,0.91699,19.83253,36.96707,37.31334,5.02154,-7.76405,4.83428,335.08281,1.55966,-0.07779,-2.715,1
-7.86149,1.28174,37.54902,38.79444,24.62055,3.03389,-4.04437,1.8438,325.84515,1.0412,1.61561,-1.21978,0
-5.78377,4.04122,660.11838,41.46813,28.62234,5.89272,-2.80152,9.30539,506.74514,1.83091,0.25039,-0.26378,1
-4.66075,5.65417,1740.82753,483.57148,110.5667,64.23874,-4.95901,12.17008,532.78775,0.83009,2.51064,-0.65259,2
-4.36376,4.42196,615.44665,346.34485,57.79987,7.65303,-3.29733,10.94078,517.02777,1.15132,-1.38651,-0.10909,1
-7.33472,0.78934,39.50753,45.27846,29.50823,0.97187,-4.08481,5.9986,381.47046,0.66925,0.80871,-0.49914,0
-5.4217,10.14086,726.41986,402.04028,69.56031,75.15148,-3.72034,9.77038,596.98732,0.78139,1.02995,1.35443,2
-8.6926,0.87804,76.09789,12.84255,20.20551,1.80911,-5.83456,4.71343,288.44493,1.50693,-0.60267,-0.60651,0
-5.05308,4.36555,888.97312,1166.71856,50.77771,174.56413,-1.9278,9.05872,574.85425,0.15558,0.63416,0.01619,2
-5.08648,4.67663,357.83173,182.71599,42.9749,24.64863,-2.75207,10.52643,451.6541,1.63702,1.56004,0.82788,1
-8.13622,1.34435,94.66585,30.69605,36.1706,3.82019,-6.85617,6.75736,328.61229,0.84532,-0.00976,-1.13922,0
-7.60499,2.0778,75.17143,5.19027,29.83871,6.76346,-6.27925,1.48654,370.79263,0.27782,-0.65981,0.63466,1
-7.78919,1.04128,96.3695,35.61978,39.17771,3.57461,-6.95934,4.75131,378.48649,1.88797,0.36186,0.78585,0
-4.44271,5.80921,501.88983,696.7368,138.48865,56.8097,-4.90312,7.59397,517.40754,0.2757,2.33258,-0.86962,2
-6.93158,0.56332,31.7319,7.10985,20.23548,2.64721,-5.88585,4.84668,392.69325,1.19931,-1.48564,0.69858,0
-7.62214,1.4041,3.90142,2.2106,30.75595,2.72038,-7.03767,10.14365,418.74196,2.14527,1.22418,-0.67203,0
-7.5404,1.0769,112.07558,15.0492,42.1326,5.32756,-6.19101,2.63702,343.03393,0.46472,-0.50759,-0.89144,0
-7.10024,0.98014,71.53372,31.48262,5.0,3.37607,-5.46723,5.87221,313.46388,0.81078,2.08153,-0.52149,0
-5.72244,1.48609,723.17786,258.6437,51.59238,17.8267,-3.7049,5.83397,518.56942,2.19193,1.36189,-1.21557,1
-7.79578,1.97933,20.15535,15.46342,22.53094,3.31525,-7.50737,3.17458,396.80827,0.96165,-0.33078,-0.34163,0
-7.1036,0.72135,27.33601,8.56994,22.22145,8.00587,-5.66851,6.52858,386.55393,-0.33256,-1.57219,-1.70526,0
-5.7683,0.95581,640.95156,124.34759,42.43823,12.57096,-5.8252,6.06107,391.07518,-0.26774,0.97184,-0.24122,1
-6.12948,1.21233,434.77508,130.50915,39.42426,30.34014,-5.6131,4.60166,429.21004,-0.71297,1.91178,-0.5375,1
-8.13156,1.45891,13.09018,10.84187,36.18152,4.07224,-4.59116,7.21959,384.69331,0.65139,-0.19645,-0.13224,0
-6.31348,1.36009,360.40093,55.48917,61.11207,25.70253,-7.17209,7.07024,456.79761,0.75061,1.01018,0.423,1
-5.22875,4.36092,120.80051,146.32627,73.83726,9.90915,-3.80667,4.46953,406.64476,1.05573,1.81423,-1.36264,1
-4.64413,3.17016,582.75387,725.86949,123.65815,196.91331,-3.92087,8.30077,475.33636,-0.07227,2.54041,0.22112,2
-6.7891,0.87625,11.4834,50.24613,17.12618,2.3429,-4.851,6.24192,280.0,-0.97489,1.64455,-0.35528,0
-7.41229,1.14079,30.14288,14.58642,28.41893,7.65723,-8.16746,6.56205,425.05931,0.71661,0.73382,1.27526,0
-8.31906,0.88077,11.8337,7.36747,24.05984,1.3662,-4.91135,3.70949,407.96861,1.73281,2.46733,2.30826,0
-7.50286,0.95673,28.47898,31.38696,12.79861,3.48125,-9.34472,6.08796,376.85725,0.86044,1.83557,0.58458,0
-5.98404,1.76321,678.13995,109.34452,69.96877,33.91336,-4.32338,6.09414,429.09599,2.82304,2.04145,1.95159,1
-6.091,0.95064,66.72973,22.0224,33.63072,4.00851,-5.88979,6.3655,360.2138,-1.06639,-0.11224,-0.97409,0
-6.50314,0.85026,29.48279,22.51169,36.70453,8.95516,-6.86276,7.02149,428.34265,0.97247,0.44632,-0.191,0
-5.70156,1.37734,541.27144,181.48939,72.60376,11.30855,-5.03737,7.19687,668.99072,3.47943,2.23969,0.47236,1
-7.09597,0.96394,73.32162,15.40358,25.51135,4.98515,-6.9474,11.72806,402.7417,1.93487,-0.87701,1.92494,0
-7.8013,0.70306,6.95622,23.07086,23.35127,1.41359,-5.7845,5.71837,393.01486,0.97882,-0.27827,-0.33597,0
-6.08906,5.9358,1492.93454,489.71733,126.67625,258.07659,-4.00477,6.63885,630.5892,0.72719,1.69109,-0.14034,2
-5.95342,1.32646,132.58559,105.83319,62.0331,31.50142,-5.52584,8.61501,581.18781,1.82063,1.50119,0.4202,1
-5.57044,11.62186,516.54197,328.58644,116.28241,130.5271,-7.39373,10.53646,814.14931,0.52806,3.22708,0.17418,2
-7.62932,0.5545,1.41206,52.45231,35.32467,1.89459,-4.8269,5.49089,397.17533,1.92025,-0.33524,0.51644,0
-5.6771,0.77776,91.93629,195.77079,36.49279,5.09,-5.02688,10.48676,436.48307,1.34536,2.26357,-1.40138,1
-7.79749,0.74316,76.12824,4.73349,17.18904,2.52601,-5.83831,6.35213,386.51956,0.55384,0.75048,-1.20692,0
-4.81274,5.11566,605.98465,835.58007,166.56617,59.05517,-3.61069,4.65557,611.3571,0.96548,1.52501,-0.85389,2
-7.50563,1.29213,39.08859,11.14678,28.58627,2.92395,-6.0571,5.4098,366.89626,0.38739,-3.45128,-1.47974,0
-5.25367,0.9455,774.66071,136.84304,55.82433,8.33492,-4.26591,6.91407,510.21975,0.74675,1.69144,0.41544,1
-6.59416,1.18709,19.80525,20.6325,12.4209,4.11467,-7.27528,4.64591,407.51438,1.65764,1.47473,-2.2118,0
-4.52625,15.06633,1280.52933,562.62037,101.37069,254.76106,-4.40465,10.77962,655.67771,1.33729,1.7612,-0.31193,2
-6.46698,1.25171,34.94008,76.0231,13.55651,1.60161,-5.4631,6.76754,316.05994,2.0689,0.63836,0.12547,0
-7.83522,0.84775,53.05072,34.91735,13.829,1.8545,-5.74975,6.2556,395.87475,1.9483,-0.00172,-0.13956,0
-3.72852,8.01505,724.7752,1672.68203,95.57165,126.88536,-3.42944,8.56596,755.1596,1.78562,0.74485,0.63304,2
-4.19941,4.60202,221.02568,1093.06936,121.29952,82.8992,-4.88573,6.20929,380.0,0.95163,0.72003,0.6773,2
-5.6763,1.07537,1047.03869,35.73804,23.15109,21.06645,-6.35612,9.12101,486.90791,1.43423,-0.39391,-1.2283,1
-7.43687,0.57623,45.71443,10.64378,28.69815,1.89057,-10.00928,8.38769,389.33402,0.84589,-0.52232,0.25311,0
-7.34821,0.75433,65.82681,15.12486,24.66283,2.86474,-3.36704,5.7633,398.84514,2.09235,2.20954,-1.53905,0
-5.6431,1.11428,294.20127,90.69001,21.45596,19.20469,-4.95053,3.96175,476.62526,0.61001,2.25527,0.41278,1
-6.49755,3.77787,328.20788,581.20607,55.28504,8.72511,-7.66721,6.86092,631.32397,0.24553,0.86197,-0.08262,1
-3.92194,7.19077,581.9737,386.34797,149.47036,71.33516,-2.37714,9.30508,482.83823,3.05085,2.2741,-0.67018,2
-7.21144,0.7616,30.21778,15.03717,9.64349,1.92807,-6.74227,7.48557,323.69476,1.97312,1.25398,-1.49321,0
-5.78983,2.24077,417.2588,117.92739,65.81504,65.61545,-3.80979,6.49857,517.46943,0.22709,1.08899,-0.10637,1
-4.72733,18.71503,584.73147,690.5719,181.45182,36.82215,-4.10909,9.6362,657.11392,3.36357,4.50365,1.41,2
-4.33243,4.16652,881.26289,981.84847,111.09109,101.50885,-3.82065,12.20346,444.79071,1.84879,1.18438,-0.25473,2
-7.9023,0.88246,109.76173,67.79796,15.7773,6.39438,-4.72382,3.90885,402.84677,-1.1912,-1.85995,1.12884,0
-6.37862,1.43322,37.02649,22.01705,21.78629,2.49253,-6.12949,4.46013,411.42442,0.97019,0.52452,-0.83986,0
-7.72559,0.41655,13.51328,5.17691,13.50755,5.25358,-6.81303,5.33068,311.44068,0.09146,-0.17071,0.47604,0
-6.1434,1.39065,215.35635,226.23593,25.65122,65.7134,-5.1667,6.78646,390.65279,0.16288,0.54366,1.03326,1
-7.17588,1.60482,56.26934,20.43055,33.24828,2.43583,-6.68341,4.99429,498.62563,0.2136,2.08523,1.52168,0
-7.53717,0.9772,37.54698,44.13665,13.01995,5.34413,-5.76172,5.43316,324.32222,-0.03601,-0.51214,0.30861,0
-5.53297,2.6103,712.85776,72.74316,35.14288,17.00762,-4.76169,7.40495,494.46929,0.94152,0.00068,1.31054,1
-8.19166,0.73928,31.57351,19.35647,32.50035,4.76073,-6.78894,2.27866,417.794,0.9652,-0.64353,-0.08244,0
-4.97451,18.72042,1037.05145,274.0072,56.63102,168.08647,-3.38304,10.76963,459.7502,2.14958,5.72369,0.58867,2
-6.4778,1.48013,286.41857,239.64316,39.67242,18.0081,-6.33206,6.04269,320.0,2.28358,-0.00289,-1.58063,1
-8.29127,0.80996,56.96524,25.04553,17.95091,2.5125,-5.04074,6.09033,396.86696,0.77532,1.4584,-1.54921,0
-4.80457,1.5,1985.279,733.19107,125.15594,217.18217,-4.08674,11.58167,532.94503,1.26623,0.48954,0.084,2
-6.44871,3.39914,480.02534,97.76295,46.37069,43.98375,-5.99296,7.46202,320.0,0.78885,1.6064,-0.1046,1
-6.86468,0.94991,45.07828,21.52228,26.73489,2.67432,-4.39643,7.30994,328.83707,1.25513,1.24923,-1.43788,0
-3.0016,9.47528,629.81685,892.40645,73.26124,604.89211,-2.26716,16.07828,574.54997,1.98899,3.62655,3.73755,2
-4.40335,3.28142,1284.77926,355.63725,83.60733,274.18755,-4.49677,14.05317,487.06164,2.43992,0.11369,-0.31923,2
-7.79499,1.29218,94.7561,13.64112,23.16266,1.61307,-6.50773,4.97497,361.82436,-0.58136,0.86164,-2.25064,0
-7.62404,1.77752,24.01976,42.08634,28.23045,1.7275,-7.46926,5.84513,432.35121,0.90676,0.86332,0.99056,0
-7.61352,2.55795,1013.4152,339.38723,16.92921,31.10726,-6.06499,7.165,629.02423,1.33369,-0.97622,1.53805,1
-5.02084,21.14527,1321.85036,844.56605,80.0167,648.63058,-5.23809,8.64826,530.01978,1.33123,4.38666,1.63841,2
-7.46811,2.6067,330.82578,68.04167,54.06428,9.83563,-5.19347,7.09164,700.0,0.73868,1.77899,-1.85364,1
-4.90168,5.51223,804.90793,518.55415,115.08501,52.66161,-4.39468,10.34128,380.0,1.40761,-1.11808,-0.92298,2
-5.46865,1.91181,264.88861,224.47793,51.29994,8.28422,-3.61557,6.40153,563.23037,2.0008,1.93599,-1.6906,1
-7.42831,1.11756,62.92472,4.56303,29.88935,2.29372,-6.21329,4.79025,304.50911,1.33967,0.18027,-0.50219,0
-7.75559,0.84766,56.92721,17.01736,17.23855,4.69119,-5.84846,8.98765,347.33293,-0.25185,-1.75609,-0.72335,0
-7.49854,0.95962,73.12109,2.68796,17.64948,1.99595,-6.2617,5.29936,327.59219,0.51652,0.21943,1.09787,0
-6.50612,1.25679,630.29185,148.62809,14.52292,24.80979,-5.29193,4.81988,611.85412,0.58505,2.73794,0.17301,1
-7.49602,1.5158,52.84592,7.92435,33.56756,4.93887,-5.94007,6.98768,368.79496,1.72474,1.84396,1.03134,0
-7.24054,0.58678,85.56188,14.60906,26.93133,2.78467,-6.24803,8.89596,394.96728,1.72785,-0.18965,0.17864,0
-6.76911,0.6685,23.61636,21.73658,41.08909,2.69463,-3.91836,5.33352,443.77633,-0.13517,1.05438,-1.69649,0
-8.09202,0.80772,95.97843,29.59515,5.0,4.57707,-6.33323,4.28157,410.10238,1.54766,0.67857,-1.53387,0
-3.59261,13.28761,624.92097,506.83971,120.31163,311.96507,-4.1698,11.9904,404.40706,1.92661,2.95013,0.1336,2
-7.88469,1.13704,49.82196,35.04869,21.96073,3.5977,-4.85155,3.75306,345.68262,0.88763,-0.44502,0.03987,0
-6.17351,4.20695,524.78658,192.46244,76.15077,33.04898,-5.02856,5.6321,432.59476,0.50735,-0.98676,0.3285,1
-6.43017,1.28167,29.9626,1.05081,20.84849,2.08717,-7.27556,6.55566,354.83609,0.23947,-1.11112,-1.12306,0
-6.44622,6.67162,398.61876,312.68765,46.93989,42.53602,-6.50828,5.31107,526.68923,-0.06062,2.17207,1.40994,0
-4.79821,15.66329,798.01285,679.57815,92.0535,52.60874,-6.44425,9.36281,575.56787,1.68022,3.8486,0.4712,2
-4.70222,2.02363,281.32019,78.06929,36.08478,12.92866,-4.40921,8.38687,440.5576,1.7362,-1.31476,-1.357,1
-7.55285,0.77533,24.33617,23.09551,30.04677,2.85319,-7.60643,4.68251,419.25198,-0.2105,-0.02555,-0.05104,0
-6.11537,6.7054,233.11447,91.58152,45.42881,8.93338,-6.24997,8.82013,433.51804,2.52167,1.66238,1.33345,1
-4.68179,2.97442,445.92026,115.11997,45.17879,7.31575,-5.04799,11.14883,627.79047,1.14403,1.22064,-0.34438,1
-7.12404,1.44029,60.90531,25.60132,5.0,3.33572,-5.26614,4.85365,295.35718,-0.21452,-0.29688,1.82822,0
-7.87242,0.91615,5.67201,3.16501,30.12144,3.56984,-6.17599,7.69698,317.62432,1.85764,-0.42047,1.03626,0
-6.19013,2.2724,180.0536,32.55799,19.76711,41.91818,-6.00334,9.34311,438.8736,2.50093,-1.06941,-0.34438,1
-5.73001,1.26601,1142.17335,160.09817,63.55073,8.75529,-4.30861,8.57574,391.42969,1.15864,1.45497,-0.72708,1
-5.89371,3.81785,196.21773,136.23641,49.40792,10.10939,-4.89735,8.78104,420.37805,1.12897,2.16472,-0.20308,1
-7.38627,0.56437,24.14717,36.42486,22.45247,1.37745,-6.12978,7.07743,412.59608,2.04458,0.24526,-1.86495,1
-7.74599,2.14912,28.26522,46.49644,34.22497,5.47019,-4.56712,4.64229,445.1455,0.58457,0.73943,-0.93212,0
-4.37592,11.3951,181.3071,532.70966,52.2353,297.59662,-1.92112,10.88563,614.19647,1.21829,2.41516,-0.54021,2
-4.0,1.15712,364.3411,416.82121,8.0,23.00977,-0.63452,6.30397,537.42254,0.96889,2.99308,0.28609,1
-7.23123,0.58331,56.02824,16.52368,12.9305,6.42078,-5.60204,7.02499,520.4478,0.61595,0.09436,-0.70041,0
-5.02498,6.32114,652.3084,349.34072,68.0694,30.90668,-6.85246,6.0215,512.86467,2.38641,3.56641,-0.96785,2
-7.58439,1.20239,68.77261,49.01834,19.97136,9.38076,-6.00236,4.72005,384.00826,1.45728,0.38945,0.45347,0
-6.97569,0.80995,91.40528,19.80862,11.42605,1.22917,-6.6329,6.83692,370.72648,1.58972,-1.73897,-1.35885,0
-6.71951,7.74002,440.0217,329.05807,39.70889,17.12441,-2.82706,9.45115,434.82825,2.58384,2.27925,-0.93725,1
-7.37068,0.66182,48.64066,38.69158,13.39689,8.2154,-5.52496,8.39959,350.43848,1.24788,2.94889,2.59221,0
-6.66669,1.54651,716.11296,233.87985,39.31803,6.69035,-5.48181,8.00647,424.71882,-0.68559,0.25589,0.3794,1
-7.61562,1.16575,39.07023,6.39203,28.19235,4.92706,-6.9796,4.41129,345.16787,0.24044,1.19322,-0.18056,0
-7.57778,0.63298,17.90402,23.95528,24.99354,2.00881,-8.33759,5.52983,381.09999,0.42178,2.18381,3.15161,1
-4.17433,4.29932,714.74665,810.01072,20.0,758.91476,-2.37653,10.017,744.79349,0.71759,2.62611,-1.09999,2
-8.25733,0.56173,73.62017,15.79675,38.55774,5.2763,-7.42836,6.43618,313.10908,2.05508,-0.45549,-2.40263,0
-7.40977,0.86196,52.92402,4.70793,16.93258,5.29326,-4.45782,7.62255,390.73674,2.10823,1.88886,0.33016,0
-7.72317,1.01583,136.41128,38.26998,16.61046,2.08921,-5.99522,2.82314,469.6222,1.42026,-0.03607,0.92002,0
-7.47783,0.96478,30.42148,36.01457,34.77878,2.66464,-5.94918,5.00657,371.82422,0.44559,-0.8887,-0.59238,1
-7.21204,0.98517,78.91885,39.54236,19.90363,2.26026,-5.5655,7.87716,433.25972,2.42928,1.18659,-1.5112,1
-5.11477,0.95686,841.99084,165.92816,24.08832,19.49979,-5.16434,11.32826,512.31657,1.56766,2.22473,0.35746,1
-7.79934,0.70058,64.89502,11.96016,24.44106,5.28952,-7.45,4.67376,418.25404,1.52425,1.85143,-0.63703,0
-7.58752,1.10929,53.43795,6.9773,36.61899,3.91649,-6.46725,5.52281,280.0,1.91506,0.29778,0.77177,0
